Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.096, 0.106, 0.118, 0.13693959183673465, 0.159, 0.175, 0.19152524167561752, 0.20942261904761897, 0.225, 0.23441156462585, 0.25071938775510205, 0.263, 0.279, 0.29562480376766076, 0.318, 0.342, 0.3687444897959183, 0.399, 0.435, 0.486, 0.5384601711652403, 0.628, 0.7781890440386681, 0.861, 0.966, 1.053, 1.132, 1.199, 1.263, 1.309, 1.3669540816326529, 1.41, 1.464, 1.496, 1.5431690962099125, 1.572, 1.611, 1.648, 1.676, 1.714, 1.746, 1.7733911564625846, 1.805, 1.839, 1.86, 1.883, 1.918, 1.942, 1.968, 2.0]",1.2,25,-2.4,2.321,2.328
3,"[0.099, 0.107, 0.12086054421768687, 0.135, 0.161, 0.179, 0.193, 0.21307619047619034, 0.221638932496075, 0.23685289115646252, 0.253, 0.26511370262390666, 0.2812783673469388, 0.29762480376766076, 0.323, 0.344, 0.372, 0.405, 0.443, 0.49218221574344007, 0.5630906122448979, 0.6620656370656371, 0.79, 0.8684114549045424, 0.9750382653061223, 1.056, 1.137, 1.212, 1.268, 1.325, 1.368, 1.409859329446064, 1.4537095761381476, 1.5, 1.544, 1.573, 1.61, 1.6437514577259473, 1.672, 1.714, 1.738, 1.774521541950113, 1.802, 1.839, 1.865020408163265, 1.891, 1.9175777080062797, 1.9415697278911566, 1.9661530612244895, 1.999]",1.2,25,-2.4,2.319,2.329
4,"[0.098, 0.10652653061224497, 0.12, 0.138, 0.161, 0.178, 0.19283163265306086, 0.20962548262548258, 0.22252106649111253, 0.236, 0.252, 0.2657518367346938, 0.281, 0.301, 0.321, 0.345, 0.374, 0.404, 0.4359520645467489, 0.491, 0.552090612244898, 0.6427012987012988, 0.799, 0.878, 0.9750765306122444, 1.060590636254502, 1.149, 1.214, 1.268, 1.314938775510204, 1.37, 1.4145623582766438, 1.455, 1.499, 1.53, 1.574, 1.614, 1.6437514577259473, 1.671642320085929, 1.711, 1.737, 1.7733911564625846, 1.802, 1.831, 1.862, 1.8892789115646256, 1.917, 1.941, 1.965, 1.998]",1.2,25,-2.4,2.318,2.334
5,"[0.098, 0.106, 0.122, 0.141, 0.16, 0.178, 0.193, 0.211, 0.22381224489795898, 0.23670578231292497, 0.251, 0.267, 0.281, 0.3013248979591836, 0.324, 0.345, 0.376, 0.408, 0.443, 0.491, 0.55, 0.6862023809523811, 0.7632244897959183, 0.8595983965014578, 0.952, 1.066, 1.150489795918367, 1.2220408163265306, 1.273, 1.334, 1.371, 1.416, 1.466, 1.5017823129251697, 1.545, 1.573, 1.615, 1.65, 1.675, 1.714, 1.74, 1.772, 1.806, 1.84, 1.864, 1.89, 1.917365140650855, 1.9490669387755104, 1.974, 1.998]",1.2,25,-2.4,2.318,2.333
6,"[0.098, 0.107, 0.121, 0.142, 0.162, 0.18, 0.19326971869829007, 0.211, 0.226, 0.237, 0.253, 0.266, 0.281, 0.302, 0.326, 0.348, 0.374, 0.40963102040816307, 0.4454376417233557, 0.495, 0.563, 0.682, 0.8081890440386681, 0.8720302040816326, 0.9880382653061223, 1.07, 1.146, 1.215, 1.2720439560439558, 1.317, 1.373, 1.415, 1.47, 1.504, 1.541, 1.577, 1.613, 1.652, 1.672, 1.7147074829931968, 1.745697521865889, 1.775, 1.805, 1.838, 1.8637653061224486, 1.891, 1.919, 1.945, 1.971, 2.0]",1.2,25,-2.4,2.319,2.333
7,"[0.1, 0.10752653061224497, 0.12286054421768687, 0.142, 0.162, 0.17987265306122452, 0.19583163265306086, 0.213, 0.226, 0.238, 0.2534387755102039, 0.267, 0.283, 0.301, 0.3254065934065932, 0.34845408163265285, 0.373, 0.40975725026852833, 0.442, 0.49739246467817866, 0.564, 0.66, 0.798, 0.8920302040816326, 0.987, 1.072, 1.1469697959183673, 1.22, 1.285, 1.33, 1.372970215113072, 1.415, 1.464, 1.502, 1.549, 1.5787885714285712, 1.6158752834467118, 1.647565051020408, 1.68, 1.71, 1.744, 1.776, 1.806404761904762, 1.841, 1.863761720904578, 1.889766133480419, 1.918, 1.9407209045780476, 1.9694009928295642, 2.001]",1.2,25,-2.4,2.317,2.331
8,"[0.1, 0.10752653061224497, 0.125, 0.14345959183673468, 0.16229752953813087, 0.18, 0.196, 0.21342261904761897, 0.227, 0.237, 0.25347959183673474, 0.2665227629513343, 0.282, 0.302, 0.324, 0.3497379591836733, 0.376, 0.41075725026852833, 0.44332823129251686, 0.5001822157434401, 0.5673775510204079, 0.683, 0.807, 0.8893752834467119, 0.992, 1.086, 1.1549697959183673, 1.2186596800882514, 1.2736236933797909, 1.319, 1.375, 1.419859329446064, 1.4647095761381475, 1.503, 1.550707482993197, 1.5758609022556391, 1.6146564625850337, 1.65, 1.6780291545189487, 1.7200118499012507, 1.751, 1.774, 1.808, 1.8402323390894815, 1.86, 1.8865445757250268, 1.9193973589435775, 1.943, 1.97, 2.001]",1.2,25,-2.4,2.317,2.331
9,"[0.1, 0.109, 0.125, 0.142, 0.163, 0.179, 0.196, 0.21427413127413122, 0.226, 0.237, 0.253, 0.268, 0.283, 0.30062480376766076, 0.323, 0.349, 0.3767444897959183, 0.413, 0.45615755102040806, 0.4976840816326529, 0.561, 0.669, 0.812128279883382, 0.887, 0.99, 1.069, 1.160489795918367, 1.22, 1.284, 1.333, 1.3749540816326529, 1.419, 1.46, 1.5, 1.548, 1.5775934065934063, 1.615, 1.6524200680272108, 1.674, 1.721, 1.75, 1.7726955782312923, 1.808, 1.842, 1.863265306122449, 1.887, 1.921, 1.946, 1.971, 2.001]",1.2,25,-2.4,2.316,2.33
10,"[0.098, 0.10852653061224497, 0.124, 0.14278425655976662, 0.16, 0.18039265306122437, 0.195, 0.211, 0.223, 0.238, 0.25321938775510194, 0.267, 0.283, 0.29962480376766076, 0.32646718146718146, 0.3496054421768705, 0.377, 0.412, 0.449, 0.5, 0.5723775510204079, 0.672, 0.784, 0.9, 1.0000248207391063, 1.076, 1.157, 1.219, 1.2740439560439558, 1.3308257456828883, 1.3759540816326528, 1.418, 1.471, 1.503, 1.537, 1.574, 1.622, 1.654, 1.6737281632653058, 1.719, 1.749, 1.781, 1.806, 1.8424314868804654, 1.8631273469387755, 1.887, 1.921, 1.945, 1.97, 2.001]",1.2,25,-2.4,2.315,2.329
11,"[0.099, 0.1087312925170068, 0.128, 0.142, 0.16, 0.181, 0.196, 0.21, 0.223, 0.237, 0.251, 0.267, 0.2837732426303854, 0.304, 0.325, 0.351, 0.379, 0.414, 0.453, 0.5081822157434401, 0.569251700680272, 0.676, 0.8200876057740168, 0.885, 0.981, 1.073502915451895, 1.162, 1.228, 1.278, 1.323, 1.376, 1.417859329446064, 1.467, 1.504, 1.54, 1.576, 1.6166564625850337, 1.65, 1.674864081632653, 1.7158477661334803, 1.7513485086342226, 1.771, 1.807, 1.842079484425349, 1.8667617209045781, 1.8942789115646255, 1.9211161695447407, 1.946033469387755, 1.9702040816326527, 2.0]",1.2,25,-2.4,2.315,2.329
