Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.097, 0.107, 0.1255526751241037, 0.145, 0.165, 0.182, 0.199, 0.213, 0.2306208378088078, 0.245, 0.25827040816326546, 0.2726122448979592, 0.28943155798904924, 0.306, 0.333, 0.35, 0.385, 0.41713971742543154, 0.458, 0.494, 0.563, 0.677, 0.8130692419825073, 0.8879665306122448, 1.018, 1.117, 1.173, 1.238, 1.2963050193050192, 1.3344467930029154, 1.392, 1.437, 1.491, 1.5282272476558192, 1.5597193877551019, 1.596, 1.639, 1.674, 1.706, 1.7356394557823132, 1.77, 1.807, 1.835, 1.863, 1.887, 1.914, 1.9427717508055853, 1.971, 2.003, 2.026]",1.2,25,-2.4,2.333,2.342
3,"[0.1, 0.11, 0.12942517006802723, 0.148, 0.168, 0.183, 0.202, 0.217, 0.23163605442176843, 0.247, 0.26184081632653067, 0.27744606413994183, 0.29358485499462944, 0.30917098731384446, 0.333, 0.355, 0.387, 0.419, 0.457, 0.5071270572745227, 0.570784886927744, 0.7106904761904762, 0.791, 0.921, 1.0055601832569763, 1.118, 1.186, 1.253, 1.292, 1.346, 1.41, 1.444, 1.492, 1.529, 1.5648724489795915, 1.597, 1.638, 1.680962585034014, 1.712, 1.7432791836734693, 1.7763673469387755, 1.802, 1.834, 1.86, 1.8900816326530607, 1.9173138969873662, 1.9466677551020408, 1.9717118367346937, 2.003, 2.029]",1.2,25,-2.4,2.334,2.342
4,"[0.1, 0.114, 0.131, 0.15, 0.17, 0.185, 0.205, 0.21660829493087566, 0.234, 0.24778401360544206, 0.26156632653061224, 0.277, 0.29358503401360525, 0.311, 0.3300798319327732, 0.355, 0.3912227891156463, 0.427, 0.45966530612244905, 0.503, 0.581, 0.719, 0.808, 0.9274804421768709, 1.0229510204081629, 1.119, 1.187, 1.241, 1.293, 1.339, 1.405, 1.448, 1.474, 1.531, 1.5657722448979592, 1.602, 1.64311527854385, 1.6834034536891678, 1.715, 1.7430881632653064, 1.779, 1.7994108843537415, 1.835, 1.865, 1.8901224489795918, 1.9240450680272108, 1.9463950437317785, 1.971, 2.004, 2.027]",1.2,25,-2.4,2.332,2.342
5,"[0.1, 0.11129891956782713, 0.13140702947845795, 0.152, 0.17, 0.186, 0.205, 0.22, 0.231, 0.24756462585033992, 0.2625035852178709, 0.2775118367346939, 0.293, 0.31, 0.33418877551020404, 0.362, 0.391, 0.4294195011337864, 0.464, 0.505, 0.5801192266380236, 0.704, 0.817, 0.9270629251700679, 1.026, 1.118, 1.18, 1.233, 1.308, 1.351, 1.414389212827988, 1.45, 1.4984889795918366, 1.531, 1.5686159554730983, 1.6, 1.645, 1.6773401360544216, 1.713, 1.747, 1.784579277864992, 1.805641156462585, 1.840280612244898, 1.859887425938117, 1.89, 1.916, 1.9493469387755102, 1.974, 2.006, 2.03]",1.2,25,-2.4,2.331,2.34
6,"[0.1, 0.11228897959183674, 0.13, 0.154, 0.172, 0.187, 0.205, 0.21738095238095248, 0.233, 0.248, 0.261, 0.27774489795918406, 0.294, 0.313, 0.33224175824175806, 0.358, 0.392, 0.42709559613319004, 0.46560163265306115, 0.5074906122448981, 0.581594752186589, 0.7090595238095239, 0.834, 0.9265315840621963, 1.011, 1.1230470957613814, 1.187, 1.247, 1.3035374149659862, 1.3398604081632652, 1.404, 1.448, 1.491, 1.535, 1.566, 1.601, 1.6442832653061223, 1.678, 1.7192305570877, 1.7462302040816329, 1.776317254174397, 1.809, 1.839, 1.861737609329446, 1.893, 1.92143413729128, 1.9521730612244894, 1.979, 2.004444270015698, 2.03]",1.2,25,-2.4,2.331,2.34
7,"[0.1, 0.111, 0.134, 0.153, 0.1717006802721086, 0.187, 0.205, 0.221, 0.236, 0.249, 0.264, 0.278, 0.294, 0.313, 0.337, 0.36450340136054454, 0.394, 0.427, 0.463, 0.503, 0.591, 0.7320952380952382, 0.834, 0.938, 1.021, 1.124029001074114, 1.189, 1.2470626822157436, 1.312, 1.358895918367347, 1.4087551020408162, 1.446, 1.488, 1.5362376563528637, 1.572818775510204, 1.605, 1.653, 1.685, 1.707, 1.748, 1.778, 1.806, 1.84, 1.865, 1.896, 1.923, 1.95, 1.977, 2.007, 2.031]",1.2,25,-2.4,2.332,2.339
8,"[0.101, 0.111, 0.133, 0.15169224489795927, 0.172, 0.187, 0.20450362080315992, 0.221, 0.235, 0.24907673469387762, 0.263, 0.279, 0.29717913832199544, 0.313, 0.337, 0.359, 0.389, 0.426, 0.465, 0.507, 0.578, 0.721, 0.825, 0.914, 1.036, 1.1251044417767107, 1.1817861224489796, 1.25, 1.306, 1.348, 1.4056608771168042, 1.453, 1.487, 1.534229860365199, 1.572, 1.604, 1.651, 1.683, 1.707, 1.745, 1.781, 1.8061819727891157, 1.841, 1.859, 1.8935204081632653, 1.922028182701652, 1.9493145258103242, 1.98, 2.008, 2.031]",1.2,25,-2.4,2.331,2.338
9,"[0.101, 0.11253490870032223, 0.13458316326530606, 0.1526530612244898, 0.171, 0.187, 0.205, 0.22055299539170503, 0.235, 0.248455782312925, 0.265, 0.279, 0.29790723562152127, 0.315, 0.336, 0.361, 0.3955732838589981, 0.4272904238618521, 0.46415755102040807, 0.506, 0.598251700680272, 0.741, 0.837, 0.94, 1.028, 1.121502915451895, 1.1939419152276292, 1.258, 1.305, 1.3468257456828883, 1.405, 1.4493568136932191, 1.503, 1.538, 1.5708886827458255, 1.6053151260504201, 1.644, 1.682, 1.7164183673469384, 1.75, 1.785579277864992, 1.815, 1.841, 1.86831686358754, 1.8961675617615465, 1.9213022351797862, 1.951, 1.975, 2.007, 2.029]",1.2,25,-2.4,2.331,2.291
10,"[0.102, 0.113, 0.128, 0.14993224489795923, 0.16760024009603844, 0.184, 0.202, 0.217, 0.232, 0.245, 0.259, 0.275, 0.29363498542274047, 0.311, 0.333, 0.3585739173718267, 0.395, 0.42674962667994026, 0.472, 0.515, 0.593, 0.725, 0.851, 0.934797052154195, 1.029, 1.131, 1.192, 1.241, 1.301, 1.347, 1.412, 1.461, 1.503, 1.5374146938775508, 1.569, 1.608, 1.6551636503658067, 1.687, 1.721, 1.75, 1.7803673469387755, 1.812, 1.844345238095238, 1.862, 1.8991586270871985, 1.924, 1.9591877551020407, 1.9795959183673468, 2.011, 2.033]",1.2,25,-2.4,2.334,2.338
11,"[0.101, 0.11232784726793944, 0.136, 0.154, 0.17234612244897954, 0.188, 0.205, 0.21959523809523793, 0.236, 0.249, 0.263, 0.27911370262390667, 0.299, 0.315, 0.339, 0.36145408163265286, 0.396, 0.426, 0.4663282312925169, 0.51, 0.6, 0.725, 0.834, 0.966, 1.032, 1.128, 1.184, 1.2510408163265305, 1.3170952380952374, 1.354, 1.4017386438446344, 1.4454608843537413, 1.481, 1.537, 1.573, 1.607, 1.643, 1.684695447409733, 1.7207670068027208, 1.746, 1.775, 1.806, 1.842, 1.87, 1.8965153061224485, 1.921, 1.948, 1.979, 2.0068063982349695, 2.028]",1.2,25,-2.4,2.33,2.336
