Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.104, 0.118, 0.143, 0.161, 0.18064739229024937, 0.1992726530612245, 0.21732192231731398, 0.231, 0.246, 0.2602057823129253, 0.276, 0.2916326530612248, 0.30632993197278935, 0.323, 0.3501203007518797, 0.377, 0.3969844897959184, 0.44, 0.4810253723110866, 0.52, 0.634, 0.7549560439560442, 0.857, 0.941, 1.079, 1.143, 1.218, 1.277, 1.3268061224489796, 1.379, 1.432, 1.472, 1.51, 1.5500646258503408, 1.586545918367347, 1.625, 1.66, 1.698, 1.73, 1.761, 1.787, 1.823, 1.854, 1.883232339089482, 1.9146326530612245, 1.941, 1.9663952738990338, 1.995, 2.017218210361068, 2.046]",1.2,25,-2.4,2.341,2.353
3,"[0.106, 0.12, 0.143, 0.164, 0.18626808905380332, 0.19822975641869642, 0.218, 0.23, 0.245, 0.2600974325213957, 0.2763605442176872, 0.292, 0.308, 0.325, 0.349, 0.379, 0.403, 0.443, 0.484, 0.5350204081632653, 0.654, 0.7385485714285714, 0.865, 0.951, 1.085, 1.153, 1.214, 1.266, 1.329, 1.385, 1.424, 1.476, 1.516, 1.553, 1.589, 1.626, 1.652, 1.7, 1.733, 1.763, 1.7985368916797486, 1.827, 1.857, 1.883, 1.917, 1.933, 1.9671730612244895, 1.99, 2.016, 2.047]",1.2,25,-2.4,2.338,2.35
4,"[0.105, 0.125, 0.146, 0.165, 0.18662172011661807, 0.20291836734693902, 0.218, 0.232, 0.246, 0.26, 0.278, 0.293, 0.30829756418696513, 0.329, 0.348, 0.373, 0.4028008825151682, 0.443, 0.48515774958632096, 0.5353029827315541, 0.636, 0.774, 0.879, 0.963, 1.0621360544217686, 1.1548639455782312, 1.225, 1.284, 1.3315542857142857, 1.3829583673469386, 1.433, 1.4790136054421767, 1.5160221088435375, 1.553604522890237, 1.5924355188884065, 1.628, 1.664461137646548, 1.7, 1.733, 1.759, 1.799, 1.8284307196562835, 1.855, 1.8852555102040816, 1.9183877551020405, 1.943549319727891, 1.968957867017775, 1.9973996598639456, 2.018, 2.044]",1.2,25,-2.4,2.339,2.348
5,"[0.106, 0.12080102040816329, 0.146, 0.165, 0.1853219954648524, 0.201, 0.218, 0.231, 0.245, 0.2601208163265307, 0.277, 0.29, 0.307, 0.329, 0.353, 0.3825889212827987, 0.409, 0.446, 0.494, 0.5350379008746357, 0.629, 0.7710396825396827, 0.876, 0.966, 1.0609529042386183, 1.155, 1.203, 1.275, 1.334, 1.3834183673469382, 1.4239056122448979, 1.4738199708454809, 1.514, 1.551, 1.583983302411874, 1.623, 1.658, 1.701, 1.729, 1.762, 1.7953673469387754, 1.823, 1.853, 1.8832653061224487, 1.907, 1.938, 1.9644412575841146, 1.994, 2.015231020408163, 2.044]",1.2,25,-2.4,2.335,2.348
6,"[0.105, 0.122, 0.148, 0.163, 0.18183507997793705, 0.201, 0.21733437990580862, 0.2311828571428572, 0.245, 0.26, 0.277, 0.29, 0.306, 0.325, 0.345, 0.369, 0.40409863945578195, 0.444, 0.481, 0.536, 0.625, 0.777, 0.855548752834467, 0.969, 1.0599125364431483, 1.150102040816326, 1.199833594976452, 1.2755027829313543, 1.326, 1.38, 1.4226224489795918, 1.473, 1.507, 1.547, 1.586, 1.624, 1.663, 1.695, 1.7267687074829934, 1.761639455782313, 1.798, 1.8213644314868807, 1.852, 1.882, 1.905, 1.9381649200220628, 1.962, 1.989, 2.012, 2.043]",1.2,25,-2.4,2.333,2.348
7,"[0.106, 0.12673469387755107, 0.14824716553287984, 0.165, 0.18283507997793705, 0.20154788069073773, 0.218, 0.231, 0.244, 0.261, 0.27702721088435367, 0.29217877551020416, 0.30826077097505666, 0.326, 0.347, 0.376, 0.41, 0.44376757369614506, 0.484, 0.54, 0.6630408163265309, 0.747, 0.879, 0.965, 1.06, 1.155, 1.21, 1.268, 1.3307834101382487, 1.384, 1.4263061224489797, 1.474863945578231, 1.5153239795918367, 1.5495515719801434, 1.586, 1.625, 1.66, 1.7, 1.7265548814120242, 1.762, 1.797, 1.823, 1.8500952380952378, 1.877, 1.91, 1.937, 1.964, 1.989, 2.014, 2.044]",1.2,25,-2.4,2.333,2.347
8,"[0.106, 0.12471201814058953, 0.147, 0.165, 0.183, 0.20054788069073773, 0.21822878625134276, 0.231, 0.245, 0.26, 0.277, 0.291, 0.308, 0.32540319911748483, 0.347, 0.382, 0.40903287981859393, 0.445, 0.493, 0.536, 0.667022263450835, 0.784, 0.88, 0.965, 1.059, 1.141, 1.221, 1.281, 1.3295374149659862, 1.379, 1.423, 1.471219954648526, 1.517, 1.551, 1.587, 1.627, 1.66, 1.7032176870748286, 1.727, 1.763, 1.789, 1.8222881632653063, 1.854, 1.878807580174927, 1.913, 1.938, 1.966, 1.992, 2.014, 2.043]",1.2,25,-2.4,2.332,2.345
9,"[0.105, 0.122, 0.14649433106575968, 0.163, 0.1836609977324262, 0.20132374768089042, 0.217, 0.23, 0.244, 0.2600022675736962, 0.277, 0.291, 0.306167638483965, 0.324, 0.3435628571428571, 0.37, 0.408, 0.445, 0.49405515719801424, 0.543, 0.636, 0.7834060150375939, 0.886, 0.972, 1.071, 1.15, 1.202, 1.273, 1.327376623376623, 1.383, 1.418, 1.469, 1.51, 1.547, 1.583865306122449, 1.623, 1.657, 1.696638932496075, 1.7284489795918367, 1.7509888682745824, 1.7843795918367347, 1.8136003401360545, 1.840825396825396, 1.874, 1.894, 1.928, 1.955, 1.987, 2.004, 2.033]",1.2,25,-2.4,2.32,2.335
10,"[0.106, 0.12327673469387751, 0.14417439703153984, 0.165, 0.182, 0.1955061224489795, 0.216, 0.23, 0.243, 0.2570204081632653, 0.274, 0.289, 0.3, 0.3208282312925169, 0.33994360902255644, 0.371, 0.400827755102041, 0.44123276337562056, 0.472, 0.529, 0.614, 0.745, 0.869, 0.9553435374149659, 1.058, 1.139, 1.199, 1.26, 1.318, 1.368, 1.418, 1.462, 1.508, 1.542, 1.571, 1.616857142857143, 1.652, 1.689, 1.7244829931972792, 1.752, 1.778, 1.8107392290249433, 1.8370952380952383, 1.8701448321263994, 1.8949115646258503, 1.92, 1.949, 1.979, 1.9971621911922668, 2.026]",1.2,25,-2.4,2.316,2.338
11,"[0.106, 0.121, 0.148, 0.16393135435992573, 0.187, 0.203, 0.21653689167974852, 0.231, 0.24481224489795897, 0.25921877551020406, 0.277, 0.29, 0.307, 0.32934353741496586, 0.344, 0.381, 0.41, 0.445, 0.496, 0.5392102040816321, 0.6681887755102041, 0.775, 0.8873591836734692, 0.9773752834467119, 1.07, 1.151, 1.222, 1.278, 1.326, 1.377, 1.432, 1.469, 1.509, 1.546, 1.584, 1.6235639097744359, 1.657, 1.6975686707115278, 1.727328717201166, 1.7567439703153986, 1.7923963480128895, 1.82, 1.851, 1.8756020408163259, 1.908, 1.9342350718065002, 1.9596604081632654, 1.986, 2.01, 2.04]",1.2,25,-2.4,2.325,2.341
