Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.094, 0.10404897959183676, 0.11494460641399423, 0.13737656352863728, 0.154, 0.173, 0.1873695335276969, 0.202, 0.21967083607636612, 0.235, 0.249, 0.264, 0.27916763848396503, 0.29963994169096203, 0.327, 0.35, 0.38035321821036083, 0.411, 0.452, 0.501, 0.576, 0.663, 0.7718231292517007, 0.885, 0.975, 1.085, 1.152, 1.214, 1.262, 1.3187404081632652, 1.372, 1.421, 1.459, 1.497, 1.545, 1.573, 1.6170901360544219, 1.648, 1.678, 1.7112733744660655, 1.747589981447124, 1.771, 1.807, 1.832, 1.863, 1.885712969058591, 1.92012725090036, 1.942, 1.965, 2.0]",1.2,25,-2.4,2.328,2.323
3,"[0.095, 0.104, 0.116, 0.133, 0.15749574829931967, 0.17553276047261002, 0.19, 0.207935064935065, 0.223, 0.23962585034013606, 0.25226020408163274, 0.266, 0.2803911564625851, 0.30445525902668763, 0.3304725274725274, 0.357, 0.388, 0.417, 0.45039581095596126, 0.514010612244898, 0.567, 0.702, 0.773, 0.8993601053324555, 0.979, 1.0833844897959184, 1.1538155976676383, 1.213, 1.279, 1.323, 1.372, 1.425, 1.455, 1.504, 1.541, 1.581, 1.6171201814058958, 1.654, 1.6825189504373177, 1.712, 1.741, 1.776329163923634, 1.81, 1.8353790087463555, 1.8662397959183672, 1.89, 1.922, 1.946, 1.9734442700156982, 2.004]",1.2,25,-2.4,2.326,2.322
4,"[0.094, 0.105, 0.12, 0.1379787414965987, 0.1573140589569161, 0.175, 0.19339918367346934, 0.20491558441558444, 0.22254881412024283, 0.23912719506407212, 0.2514693877551023, 0.267, 0.282, 0.304, 0.331, 0.357, 0.388, 0.413, 0.46, 0.48996674225245657, 0.5752299042065806, 0.678, 0.78, 0.885812925170068, 0.995, 1.092, 1.1542494331065762, 1.223, 1.271, 1.3324522890237176, 1.3809644502962477, 1.43, 1.4671697099892589, 1.5047672366243794, 1.552091836734694, 1.577, 1.619, 1.652, 1.685, 1.718, 1.745, 1.7758277551020412, 1.811, 1.835, 1.8672810760667904, 1.8907738775510206, 1.927, 1.948, 1.972, 2.005]",1.2,25,-2.4,2.321,2.317
5,"[0.095, 0.108, 0.122, 0.134, 0.159, 0.175, 0.193, 0.20682285714285728, 0.222, 0.2373608163265307, 0.252, 0.26577877551020407, 0.282, 0.303, 0.331219387755102, 0.358, 0.38535321821036084, 0.418, 0.452, 0.5023314947600662, 0.589, 0.712, 0.797, 0.8999302721088435, 0.9887221350078493, 1.099, 1.154, 1.214, 1.283, 1.332, 1.384, 1.433, 1.463, 1.51, 1.549, 1.587, 1.6185901360544215, 1.65, 1.68, 1.712, 1.74, 1.771, 1.8097380952380941, 1.833, 1.8617397959183668, 1.886, 1.921, 1.942, 1.969, 2.001]",1.2,25,-2.4,2.316,2.316
6,"[0.096, 0.106, 0.123, 0.137, 0.159, 0.175, 0.193, 0.20782285714285728, 0.223, 0.241, 0.253, 0.2672987755102041, 0.285126861555433, 0.30645525902668763, 0.336, 0.355, 0.392, 0.424, 0.463, 0.507, 0.577, 0.722, 0.798, 0.8919302721088435, 0.997, 1.1, 1.159, 1.217, 1.2873314285714283, 1.335, 1.3881697588126158, 1.425, 1.466, 1.51, 1.5452925170068026, 1.5903857142857143, 1.6220292333149477, 1.654, 1.683, 1.714, 1.7419979591836734, 1.774700680272109, 1.8097380952380941, 1.837, 1.8697397959183668, 1.897172335600907, 1.9215635792778647, 1.944, 1.974, 2.004]",1.2,25,-2.4,2.318,2.316
7,"[0.096, 0.108, 0.12, 0.1419727891156461, 0.158, 0.175, 0.194, 0.21, 0.224, 0.23875170068027235, 0.254, 0.2672987755102041, 0.28280253723110865, 0.3072367346938776, 0.335219387755102, 0.3606546938775509, 0.39, 0.42013971742543155, 0.44760163265306113, 0.508010612244898, 0.579, 0.713, 0.799, 0.893, 1.004, 1.087, 1.153, 1.213, 1.279, 1.3242295918367346, 1.374, 1.418, 1.461, 1.505, 1.541219387755102, 1.578, 1.617, 1.652, 1.681533163265306, 1.7134897959183675, 1.74, 1.769, 1.803, 1.834, 1.864, 1.89, 1.923, 1.946, 1.97, 2.004]",1.2,25,-2.4,2.315,2.314
8,"[0.096, 0.106, 0.123, 0.14261439312567137, 0.15799699879951984, 0.176, 0.19, 0.208, 0.223, 0.240170196380439, 0.25252040816326543, 0.266, 0.281, 0.30548428019856594, 0.335, 0.36, 0.388, 0.42, 0.46, 0.511, 0.5960097959183673, 0.71, 0.8, 0.8889302721088435, 0.99, 1.092, 1.165, 1.217, 1.281690476190476, 1.328, 1.3805180533751962, 1.428, 1.465, 1.507, 1.545, 1.589, 1.6205450680272109, 1.654054421768707, 1.683, 1.713, 1.74, 1.764, 1.803, 1.8333790087463555, 1.865, 1.89, 1.925, 1.946, 1.9708250728862968, 2.002]",1.2,25,-2.4,2.315,2.314
9,"[0.095, 0.1082040816326532, 0.11994460641399422, 0.138, 0.159, 0.17540489795918363, 0.19282766439909305, 0.207, 0.222, 0.23822551020408167, 0.251, 0.2662987755102041, 0.282126861555433, 0.306, 0.332, 0.352, 0.38735321821036084, 0.419, 0.462, 0.497, 0.582, 0.7080595238095239, 0.8, 0.89, 0.992, 1.097, 1.163, 1.227, 1.286, 1.326597103357472, 1.377, 1.4273299319727888, 1.454, 1.501755857898715, 1.548, 1.575, 1.616, 1.6482679394338378, 1.6763632653061222, 1.709, 1.738, 1.77, 1.809, 1.833, 1.8623551020408162, 1.889, 1.917, 1.94125850340136, 1.97, 2.0]",1.2,25,-2.4,2.311,2.312
10,"[0.096, 0.105, 0.12489540816326543, 0.135, 0.159, 0.176, 0.194, 0.20839682539682544, 0.223, 0.241, 0.251, 0.2665079977937121, 0.28515836734693883, 0.304, 0.333, 0.36, 0.39, 0.4147555102040817, 0.46, 0.4979827315541602, 0.572, 0.6919560439560442, 0.813, 0.9082636514065086, 1.001, 1.1, 1.1607587463556852, 1.229, 1.2822628571428571, 1.327669387755102, 1.38, 1.422, 1.456, 1.5041539888682747, 1.551, 1.59, 1.6104532312925173, 1.652, 1.682, 1.713253171538886, 1.7398100470957618, 1.776, 1.8016547619047625, 1.832, 1.859, 1.889, 1.918, 1.941389455782313, 1.967, 1.996]",1.2,25,-2.4,2.31,2.311
11,"[0.095, 0.109, 0.123, 0.135, 0.15773229291716687, 0.175, 0.19, 0.205, 0.21974271137026244, 0.238, 0.25, 0.263, 0.279, 0.30191679748822603, 0.331, 0.358078310393925, 0.384, 0.418, 0.45717006802721066, 0.511, 0.5910097959183673, 0.726, 0.8009557823129252, 0.903, 0.9947221350078493, 1.091, 1.1626772959183673, 1.23, 1.28, 1.3247095396298054, 1.3725180533751964, 1.423043599257885, 1.46, 1.503, 1.5490711527854384, 1.5731542857142857, 1.616, 1.649054421768707, 1.68, 1.7106530612244901, 1.736, 1.771, 1.797, 1.829, 1.8614931972789113, 1.885, 1.918236339697169, 1.941, 1.9674442700156982, 1.997]",1.2,25,-2.4,2.308,2.309
12,"[0.094, 0.107, 0.11794460641399422, 0.14, 0.158, 0.17453276047261002, 0.19160397131825713, 0.206, 0.222, 0.23575170068027235, 0.24926020408163277, 0.267, 0.2799578670177749, 0.302, 0.332, 0.356, 0.385, 0.4200726530612244, 0.458, 0.509, 0.603, 0.711029761904762, 0.7999115646258504, 0.888, 0.9839318444358875, 1.091, 1.164, 1.228, 1.2823314285714285, 1.328, 1.381, 1.417, 1.453, 1.501646982197134, 1.539, 1.5821542857142858, 1.6077049089906232, 1.646108843537414, 1.6774489795918366, 1.709, 1.742, 1.769, 1.8057380952380941, 1.829, 1.8604931972789114, 1.888, 1.917, 1.938, 1.9654442700156982, 1.995]",1.2,25,-2.4,2.306,2.307
13,"[0.094, 0.105, 0.12290306122448989, 0.137, 0.15864405762304917, 0.175, 0.1914138775510205, 0.205, 0.22067083607636612, 0.239, 0.24952013237727524, 0.264, 0.281, 0.302, 0.33001428571428576, 0.359, 0.3876559766763847, 0.42, 0.449, 0.508, 0.586, 0.7180178571428572, 0.8089557823129252, 0.8899302721088435, 0.986, 1.0873844897959184, 1.162, 1.2222178709321565, 1.28, 1.326, 1.376, 1.424712827988338, 1.456, 1.502, 1.539, 1.583, 1.608, 1.643, 1.6775189504373176, 1.708462874511507, 1.735, 1.772, 1.8060952380952378, 1.828844752186589, 1.858, 1.882, 1.916, 1.937, 1.964, 1.996]",1.2,25,-2.4,2.304,2.306
