Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.083, 0.09, 0.099, 0.114, 0.129, 0.15019741774260725, 0.16389632653061237, 0.179, 0.191, 0.207, 0.219, 0.231, 0.24537048665620093, 0.259, 0.277, 0.294, 0.315, 0.338, 0.367, 0.402, 0.4441417830290011, 0.496, 0.578, 0.71, 0.86, 0.9612546938775511, 1.039, 1.1302951334379905, 1.189, 1.269, 1.3200416326530615, 1.37306462585034, 1.4125404081632653, 1.451, 1.495, 1.533, 1.576, 1.6066295133437989, 1.6339167013744271, 1.6736377551020405, 1.7064699393270824, 1.739, 1.772, 1.8101993720565153, 1.838, 1.862, 1.891, 1.9179638932496077, 1.943, 1.968]",1.2,25,-2.4,2.283,2.278
3,"[0.084, 0.09130141287284128, 0.10110369553226704, 0.11267020408163271, 0.13, 0.148, 0.16458040816326522, 0.1794761904761905, 0.192, 0.2044906122448979, 0.2174708454810496, 0.2315973524544953, 0.246, 0.258, 0.27079428571428565, 0.293, 0.315, 0.34, 0.368, 0.401, 0.444, 0.498, 0.567, 0.714, 0.860291545189504, 0.973, 1.039, 1.118, 1.186, 1.263, 1.315, 1.3667891156462586, 1.403, 1.452, 1.4838089795918368, 1.5316785714285712, 1.565, 1.602, 1.635, 1.67, 1.7028112244897964, 1.7403330612244896, 1.7695952380952382, 1.807, 1.8337583243823845, 1.862, 1.892, 1.915, 1.938, 1.966]",1.2,25,-2.4,2.281,2.278
4,"[0.085, 0.092, 0.10087127158555743, 0.115, 0.13090954219525647, 0.148, 0.16459404302261446, 0.181, 0.1926389324960757, 0.206, 0.218, 0.23152276295133428, 0.247, 0.2586248037676608, 0.271, 0.2932179591836736, 0.314, 0.342, 0.3664578047435191, 0.3993924646781791, 0.43318877551020407, 0.5051349206349207, 0.583, 0.7107837519623234, 0.863, 0.968, 1.0391870748299323, 1.143, 1.193, 1.2681224489795921, 1.312, 1.3654608843537417, 1.4069403453689169, 1.452, 1.484, 1.534, 1.5704505198305738, 1.605695447409734, 1.64, 1.6758614393125673, 1.706, 1.739544575725027, 1.7703273809523814, 1.807, 1.835, 1.868, 1.8894693877551028, 1.92, 1.942, 1.967]",1.2,25,-2.4,2.28,2.278
5,"[0.085, 0.093, 0.101, 0.114, 0.13289630446773307, 0.148, 0.167, 0.18052380952380956, 0.1921895043731784, 0.206, 0.219, 0.234419152276295, 0.248, 0.259, 0.2792747252747255, 0.292, 0.316, 0.34, 0.368, 0.403, 0.434, 0.485, 0.5880690737833594, 0.7500234693877551, 0.83, 0.961, 1.038, 1.128, 1.189, 1.264, 1.3138010204081634, 1.366, 1.4088122448979592, 1.464, 1.499, 1.536, 1.5723673469387756, 1.61, 1.644, 1.674, 1.706, 1.739, 1.772, 1.810030204081633, 1.835, 1.865, 1.89, 1.916, 1.937, 1.967]",1.2,25,-2.4,2.28,2.278
6,"[0.086, 0.091, 0.102, 0.118, 0.1361270572745228, 0.15426144511858803, 0.16594816326530618, 0.182, 0.195, 0.21, 0.22136224489795941, 0.236, 0.247, 0.26175850340136064, 0.2741071428571431, 0.2935608163265306, 0.316, 0.34, 0.367, 0.405, 0.44872448979591845, 0.502, 0.5848990332975296, 0.7521934338952972, 0.8285102040816326, 0.969, 1.043, 1.133, 1.207, 1.269, 1.31, 1.369, 1.416, 1.4618537414965986, 1.492, 1.536, 1.565, 1.614, 1.6413197278911564, 1.68, 1.709, 1.746, 1.775, 1.812103673469388, 1.837, 1.8642354788069078, 1.89, 1.9169638932496078, 1.939, 1.967]",1.2,25,-2.4,2.28,2.278
7,"[0.085, 0.093, 0.1, 0.118, 0.132, 0.152, 0.16836979591836737, 0.178, 0.194, 0.20622789115646276, 0.22030029154518962, 0.236, 0.249, 0.25997529538131053, 0.2776228571428572, 0.299, 0.315, 0.34214115646258525, 0.369, 0.4, 0.437, 0.499, 0.59, 0.727, 0.8449149659863944, 0.962, 1.041, 1.1297585034013606, 1.186, 1.253, 1.324, 1.3703027210884355, 1.417, 1.465, 1.5003361976369494, 1.537, 1.57, 1.61, 1.64137925170068, 1.682, 1.71, 1.745313469387755, 1.776, 1.810058084772371, 1.837, 1.866, 1.891, 1.917, 1.941478367346939, 1.969]",1.2,25,-2.4,2.28,2.278
8,"[0.085, 0.094, 0.101, 0.11558241758241795, 0.137, 0.15245488721804512, 0.17, 0.18233333333333382, 0.196, 0.211, 0.221, 0.235, 0.249, 0.262, 0.27940000000000015, 0.295, 0.3158241758241758, 0.341, 0.369, 0.4033314285714286, 0.447, 0.5, 0.6022342857142856, 0.7374564459930314, 0.876, 0.9682857142857144, 1.042, 1.132, 1.1971666666666663, 1.269, 1.3122481203007519, 1.372, 1.41, 1.457, 1.502, 1.538, 1.57, 1.617, 1.6398892128279883, 1.68, 1.71326267281106, 1.745, 1.777, 1.813, 1.839, 1.864367346938775, 1.891, 1.9179450549450552, 1.938, 1.966]",1.2,25,-2.4,2.277,2.274
9,"[0.086, 0.09383673469387735, 0.103, 0.11592687074829913, 0.13532653061224492, 0.152, 0.170170784103115, 0.184, 0.1951895043731784, 0.21, 0.221, 0.235908163265306, 0.24848657357679915, 0.261, 0.276, 0.294, 0.3156647230320697, 0.34114115646258525, 0.369, 0.405, 0.435, 0.488, 0.605, 0.735033527696793, 0.861, 0.962, 1.041, 1.121, 1.19, 1.257, 1.314, 1.3683027210884355, 1.409812244897959, 1.45759410430839, 1.501, 1.539, 1.571, 1.615, 1.644, 1.6840834879406308, 1.713, 1.7486269387755102, 1.776, 1.813, 1.840031836734694, 1.873, 1.894, 1.917, 1.941, 1.969]",1.2,25,-2.4,2.278,2.275
10,"[0.086, 0.094, 0.101, 0.1194448979591837, 0.135, 0.153, 0.166, 0.184, 0.195, 0.20753598281417832, 0.22165491651205946, 0.23328678839957032, 0.249, 0.261, 0.274, 0.2953010204081633, 0.315, 0.34, 0.37, 0.405, 0.435, 0.507, 0.5963630504833511, 0.758, 0.834, 0.965918367346939, 1.0419277864992151, 1.1341632653061224, 1.1897619047619046, 1.2645976676384842, 1.3216020408163267, 1.373, 1.413, 1.463, 1.4904913657770802, 1.539, 1.581, 1.616, 1.64437925170068, 1.6787036734693879, 1.7092025117739404, 1.745, 1.777, 1.813058084772371, 1.837, 1.873, 1.8944956268221573, 1.918916797488226, 1.943, 1.969]",1.2,25,-2.4,2.279,2.275
11,"[0.086, 0.09321267454350166, 0.102, 0.11796343537414955, 0.133, 0.15236816326530608, 0.168, 0.184, 0.196, 0.208, 0.222, 0.235908163265306, 0.249, 0.261, 0.279, 0.29414448979591834, 0.31718612244897954, 0.341, 0.3694753127057274, 0.4021460794844253, 0.437, 0.488, 0.6065159183673469, 0.734, 0.8489149659863944, 0.968, 1.04, 1.1327585034013605, 1.1878857142857142, 1.256, 1.324, 1.372, 1.4126389324960753, 1.464, 1.491867755102041, 1.5405357142857141, 1.568, 1.6183469387755103, 1.644, 1.68476530612245, 1.71, 1.745, 1.778, 1.814, 1.841, 1.873073469387755, 1.8944956268221573, 1.918, 1.94, 1.968]",1.2,25,-2.4,2.278,2.275
