Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.096, 0.106, 0.126, 0.144, 0.16146612244897945, 0.17485619364024677, 0.196, 0.208, 0.225, 0.241, 0.2560849242922975, 0.2708718367346937, 0.289, 0.3074448979591835, 0.33781142857142854, 0.368, 0.3968644897959183, 0.429, 0.46953888582460007, 0.517804081632653, 0.634, 0.724, 0.818, 0.9203752834467119, 1.0411530612244888, 1.117, 1.1824370748299318, 1.235, 1.293, 1.342669387755102, 1.391, 1.429, 1.4733438582980363, 1.504, 1.5472959183673467, 1.5851240601503758, 1.614, 1.641, 1.687, 1.718, 1.7440589569160998, 1.775, 1.806, 1.837, 1.864, 1.893, 1.915281887755102, 1.945, 1.970473469387755, 1.993]",1.2,25,-2.4,2.291,2.306
3,"[0.099, 0.11, 0.126, 0.14593959183673463, 0.163, 0.17841342988808426, 0.19651918367346924, 0.208, 0.227, 0.24, 0.25571938775510206, 0.269, 0.2909183673469387, 0.307, 0.33581142857142854, 0.369, 0.396, 0.435, 0.477, 0.53, 0.632, 0.736404761904762, 0.828, 0.949, 1.045, 1.11, 1.186, 1.24, 1.3, 1.343597667638484, 1.3908775510204077, 1.436, 1.477, 1.51, 1.552, 1.588, 1.628, 1.6536016326530611, 1.685, 1.7250612244897952, 1.754, 1.784, 1.8114244897959184, 1.837, 1.87, 1.897, 1.920365140650855, 1.942, 1.976, 2.004]",1.2,25,-2.4,2.294,2.305
4,"[0.1, 0.112, 0.12875402792696006, 0.145, 0.162, 0.18, 0.198, 0.209, 0.227, 0.24, 0.258, 0.27254227405247766, 0.291, 0.3105853920515573, 0.3387564935064935, 0.36870408163265284, 0.401, 0.43881462585033987, 0.473, 0.537, 0.64, 0.744, 0.8318853255587947, 0.943, 1.048, 1.12, 1.188, 1.242, 1.303, 1.335155612244898, 1.393, 1.438, 1.479, 1.517, 1.552, 1.592, 1.6201564625850342, 1.658, 1.69, 1.7238614393125666, 1.754, 1.784, 1.81, 1.838, 1.87, 1.897019274376417, 1.922, 1.948, 1.977, 2.004]",1.2,25,-2.4,2.297,2.308
5,"[0.1, 0.11208948194662473, 0.13, 0.14893959183673464, 0.165, 0.179, 0.201, 0.21080259740259738, 0.228, 0.242, 0.26, 0.275, 0.2942691671263099, 0.3118555729984298, 0.34, 0.377, 0.4018644897959183, 0.435, 0.471, 0.544, 0.6481686797167847, 0.748, 0.841, 0.957, 1.0562083780880773, 1.115, 1.188, 1.241, 1.294, 1.352, 1.3945735767991403, 1.432, 1.486, 1.522, 1.557, 1.5941885714285713, 1.623, 1.658, 1.69, 1.725, 1.755579277864992, 1.784, 1.815, 1.842, 1.873, 1.898, 1.921, 1.952, 1.979, 2.004]",1.2,25,-2.4,2.298,2.31
6,"[0.101, 0.113, 0.13048299319727907, 0.14972959183673465, 0.168, 0.184, 0.199, 0.213, 0.23067660910518076, 0.244, 0.261, 0.27557456828885396, 0.29511292517006793, 0.313, 0.34, 0.375, 0.3997836734693877, 0.437, 0.472, 0.544, 0.648, 0.7450793650793652, 0.847, 0.948, 1.059, 1.127, 1.196, 1.2504611141753998, 1.303, 1.333, 1.398, 1.435, 1.487, 1.516, 1.558, 1.595, 1.626, 1.653, 1.702, 1.728, 1.759, 1.789, 1.815, 1.8385861224489797, 1.873, 1.901, 1.9235330612244896, 1.9515009626492106, 1.981, 2.007]",1.2,25,-2.4,2.298,2.308
7,"[0.102, 0.11508948194662473, 0.133, 0.152, 0.168, 0.184, 0.202, 0.21387619047619047, 0.23086970172684437, 0.24733877551020397, 0.2597244897959184, 0.275, 0.296, 0.314, 0.342, 0.37533795918367335, 0.401, 0.438, 0.475, 0.532, 0.609, 0.762, 0.851, 0.9615629251700679, 1.064, 1.123, 1.205084595128374, 1.2507363265306122, 1.297, 1.341, 1.398, 1.44, 1.485, 1.521, 1.5622959183673468, 1.5961885714285713, 1.626, 1.662, 1.699, 1.7276546938775508, 1.7590221088435374, 1.789, 1.816, 1.843, 1.875, 1.903, 1.9270604081632652, 1.9479526239067055, 1.981, 2.007]",1.2,25,-2.4,2.297,2.307
8,"[0.103, 0.117, 0.133, 0.15178425655976663, 0.169, 0.185, 0.204, 0.214, 0.231, 0.246, 0.26, 0.276, 0.295829931972789, 0.3144448979591835, 0.346, 0.375, 0.4037394034536891, 0.439, 0.476, 0.546, 0.614, 0.7647252747252747, 0.8508853255587947, 0.9651706864564007, 1.059, 1.134, 1.2024931053502481, 1.252, 1.302, 1.351, 1.402, 1.445, 1.487, 1.523, 1.562, 1.5981885714285713, 1.627, 1.6568120908740855, 1.701, 1.726, 1.7620221088435375, 1.7920891514500539, 1.817, 1.844, 1.875, 1.9025338775510203, 1.924, 1.951, 1.9814489795918364, 2.007]",1.2,25,-2.4,2.298,2.308
9,"[0.103, 0.114, 0.133, 0.152, 0.168, 0.185, 0.20307535321821013, 0.214, 0.231, 0.24545877551020404, 0.261, 0.277, 0.295, 0.3135853920515573, 0.34522393822393815, 0.373, 0.40362448979591836, 0.441, 0.476, 0.549, 0.66, 0.775, 0.8560236734693877, 0.9683752834467119, 1.0643167346938773, 1.123, 1.193, 1.248, 1.302, 1.347155612244898, 1.398, 1.4428124655267511, 1.482, 1.521, 1.5612959183673467, 1.589, 1.634, 1.656, 1.7025340136054412, 1.725, 1.760365692222835, 1.7901302982731555, 1.818, 1.8512323390894816, 1.875, 1.9025338775510203, 1.925, 1.95, 1.982938775510204, 2.008]",1.2,25,-2.4,2.297,2.309
10,"[0.103, 0.117, 0.13414739229024938, 0.153, 0.171, 0.185, 0.20451918367346922, 0.2159257142857143, 0.23375801749271102, 0.245, 0.261, 0.2787535321821033, 0.298, 0.3154448979591835, 0.342, 0.378, 0.409, 0.445, 0.485, 0.552, 0.665, 0.771, 0.863, 0.952, 1.062359925788497, 1.132, 1.196, 1.2502563265306121, 1.313, 1.358, 1.4064567015995586, 1.4457224489795917, 1.487478806907378, 1.523120991253644, 1.565, 1.589, 1.636, 1.666, 1.702, 1.7286546938775509, 1.7620442176870748, 1.793, 1.821, 1.8472323390894816, 1.8774873469387752, 1.906, 1.93, 1.951, 1.984910518053375, 2.01]",1.2,25,-2.4,2.3,2.309
11,"[0.104, 0.116, 0.13314739229024938, 0.15378425655976663, 0.172, 0.18633727175080556, 0.204, 0.21642261904761897, 0.23275801749271102, 0.246, 0.2628797376093294, 0.278, 0.2963197278911565, 0.318, 0.348, 0.376, 0.408, 0.44670243581303476, 0.4915782312925168, 0.539, 0.671, 0.776, 0.861, 0.966, 1.065, 1.1302032653061225, 1.1944370748299318, 1.25, 1.311, 1.342, 1.403, 1.4414217687074828, 1.49, 1.5217470461868956, 1.564394557823129, 1.587, 1.634, 1.664, 1.6966081632653058, 1.7284307196562834, 1.7621618075801748, 1.791, 1.818154761904762, 1.848, 1.8760141287284142, 1.904, 1.926, 1.954, 1.981473469387755, 2.008]",1.2,25,-2.4,2.294,2.304
