Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.096, 0.10704897959183676, 0.12, 0.137, 0.15399635568513123, 0.172, 0.191, 0.20488095238095247, 0.219, 0.237, 0.249, 0.268, 0.283, 0.309, 0.334, 0.362, 0.3936636734693877, 0.42540136054421757, 0.4713401360544212, 0.5108034371643394, 0.5795423360833695, 0.687, 0.815, 0.8999302721088435, 1.002, 1.1132597904026476, 1.169433469387755, 1.2456200941915225, 1.2971203007518795, 1.342380408163265, 1.401, 1.446, 1.4833987441130299, 1.5198289601554908, 1.562, 1.594, 1.637, 1.6715722448979589, 1.7111331901181523, 1.739, 1.77, 1.802, 1.833, 1.862, 1.89, 1.917290573372206, 1.942, 1.973, 1.997, 2.024]",1.2,25,-2.4,2.353,2.337
3,"[0.099, 0.11211252068394928, 0.124, 0.142, 0.161, 0.17489730085582622, 0.195, 0.20809523809523792, 0.223, 0.241, 0.255, 0.2687535321821033, 0.288, 0.316, 0.3386373626373626, 0.368, 0.401, 0.43256462585033983, 0.465, 0.5219001074113854, 0.591, 0.733, 0.817, 0.933, 1.011, 1.13, 1.185, 1.235, 1.3047976190476185, 1.3487333772218564, 1.4052711370262385, 1.452, 1.494, 1.5287661564625847, 1.583, 1.6114714285714282, 1.647, 1.6796016326530612, 1.7161686358754022, 1.736, 1.776, 1.806, 1.8395170068027213, 1.8639608163265304, 1.899, 1.923, 1.951, 1.981, 2.005, 2.031]",1.2,25,-2.4,2.358,2.339
4,"[0.1, 0.11322541743970317, 0.125, 0.142, 0.162, 0.179, 0.197, 0.21035568513119537, 0.228, 0.243, 0.25603061224489826, 0.272, 0.287, 0.31621882086167813, 0.34, 0.368, 0.408, 0.4334353741496603, 0.479, 0.5324979591836735, 0.591, 0.749, 0.827, 0.941, 1.0260867346938776, 1.115, 1.1844751020408164, 1.234, 1.3077755102040818, 1.354, 1.412, 1.455, 1.498, 1.533, 1.5746151603498544, 1.615, 1.651, 1.681, 1.71, 1.742, 1.775, 1.805608843537415, 1.838, 1.866, 1.9, 1.925, 1.9539580498866214, 1.979, 2.0062370486656196, 2.037]",1.2,25,-2.4,2.357,2.337
5,"[0.101, 0.11328408163265309, 0.125, 0.147, 0.164, 0.183, 0.1982778649921507, 0.212, 0.228, 0.24607673469387759, 0.2589183673469387, 0.27648489795918363, 0.295, 0.315, 0.34780219780219773, 0.374, 0.4146640502354786, 0.4378639455782312, 0.48, 0.521, 0.6063273635985006, 0.74, 0.8214339419978517, 0.9387970521541948, 1.0242040816326528, 1.122, 1.206, 1.258, 1.309, 1.3549583673469385, 1.415, 1.458, 1.496, 1.536, 1.582162377994676, 1.615, 1.646648526077097, 1.6802312925170064, 1.709, 1.741, 1.779, 1.8074307196562833, 1.841, 1.865, 1.9001632653061218, 1.9236105901820186, 1.953, 1.9796496598639453, 2.0053559183673464, 2.034]",1.2,25,-2.4,2.356,2.337
6,"[0.102, 0.114, 0.126, 0.145, 0.165, 0.18345918367346933, 0.199, 0.212, 0.2300680272108844, 0.242, 0.25889115646258487, 0.2729769065520945, 0.294, 0.321, 0.346, 0.374, 0.4048632653061224, 0.4374557823129248, 0.478, 0.525, 0.614, 0.722, 0.846, 0.937, 1.024, 1.117, 1.204, 1.259, 1.311, 1.3517817213842058, 1.4136970172684458, 1.452, 1.5, 1.536, 1.5870970050357804, 1.616, 1.65, 1.684, 1.7212040816326528, 1.742, 1.779, 1.807, 1.839761904761903, 1.8689529042386184, 1.8967908163265303, 1.923, 1.9498911564625852, 1.9755328798185938, 2.002468313641246, 2.032]",1.2,25,-2.4,2.357,2.338
7,"[0.101, 0.116, 0.129, 0.146, 0.166, 0.184312925170068, 0.19909795918367318, 0.213, 0.228, 0.24333733493397355, 0.25837551020408167, 0.275, 0.292829931972789, 0.32, 0.3473766233766233, 0.3722179591836734, 0.404, 0.44, 0.484, 0.528, 0.622, 0.757, 0.8532244897959183, 0.967, 1.043, 1.138, 1.189, 1.2457237048665617, 1.314, 1.363, 1.4208775510204077, 1.4651300197498354, 1.504, 1.537, 1.5752339650145772, 1.61, 1.6481951020408163, 1.682, 1.72, 1.744, 1.78, 1.8091882086167803, 1.842, 1.8723535414165664, 1.899, 1.922, 1.951, 1.977, 2.0036797488226057, 2.035]",1.2,25,-2.4,2.355,2.336
8,"[0.101, 0.114, 0.128, 0.14569224489795926, 0.16645068027210888, 0.18426239067055397, 0.19906122448979574, 0.21265476190476187, 0.2280340136054422, 0.24353836734693876, 0.258, 0.273, 0.29301181525241665, 0.32, 0.34535714285714253, 0.372, 0.406, 0.446, 0.4841191170345689, 0.5335337519623233, 0.622, 0.753, 0.85, 0.948, 1.037, 1.138, 1.213, 1.263, 1.3118520408163266, 1.362, 1.419, 1.4627636054421769, 1.4982906122448978, 1.534, 1.585, 1.6059675324675324, 1.649, 1.6822312925170064, 1.712, 1.753, 1.78, 1.809, 1.841, 1.869, 1.8927210884353736, 1.922, 1.9502470461868955, 1.9778662131519271, 2.007, 2.033]",1.2,25,-2.4,2.354,2.335
9,"[0.102, 0.113, 0.12767166866746707, 0.14612585034013653, 0.16440386680988217, 0.179, 0.1987004081632653, 0.21190476190476243, 0.22906343077771657, 0.245, 0.257, 0.274, 0.292, 0.319, 0.344, 0.37, 0.404, 0.437, 0.484, 0.536, 0.615, 0.771, 0.855, 0.966, 1.03, 1.134, 1.183, 1.25, 1.307, 1.35, 1.409, 1.445, 1.495337519623234, 1.533, 1.575, 1.607, 1.6505207860922149, 1.682, 1.7084759183673468, 1.739, 1.775748822605966, 1.8065961331901181, 1.838, 1.873, 1.903, 1.926, 1.954, 1.979, 2.006, 2.036]",1.2,25,-2.4,2.352,2.335
10,"[0.102, 0.11316163265306109, 0.128, 0.15005585392051543, 0.167, 0.181, 0.20001883830455255, 0.214, 0.228859291084855, 0.2446149301825993, 0.259, 0.274, 0.296, 0.323, 0.3475054945054945, 0.376, 0.40766612244897954, 0.442, 0.49014455782312927, 0.5410991253644315, 0.6106707115278543, 0.7288345864661653, 0.848, 0.9536775510204081, 1.04, 1.1244204081632654, 1.192, 1.248, 1.313, 1.3565525902668758, 1.416, 1.46111527854385, 1.497177394034537, 1.532, 1.585, 1.613, 1.651, 1.683, 1.721, 1.747, 1.777, 1.808, 1.8404761904761904, 1.8715196232339086, 1.901, 1.922588504789671, 1.9514064625850343, 1.976, 2.004, 2.031]",1.2,25,-2.4,2.35,2.335
11,"[0.105, 0.116, 0.131, 0.14980489795918375, 0.16884013605442186, 0.186, 0.201, 0.215, 0.232, 0.246, 0.26074489795918365, 0.28, 0.2961915227629512, 0.323, 0.3479774436090225, 0.3755340136054423, 0.407, 0.442, 0.488, 0.542, 0.626, 0.773488095238095, 0.852, 0.963, 1.031, 1.1420808163265306, 1.2120936920222636, 1.258, 1.316, 1.361, 1.4217864992150706, 1.4645702947845805, 1.505332244897959, 1.539, 1.576, 1.621, 1.656, 1.686886827458256, 1.7173500784929359, 1.757, 1.784, 1.812, 1.845, 1.873, 1.904, 1.93, 1.955, 1.9853197278911552, 2.01, 2.036]",1.2,25,-2.4,2.353,2.335
