Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.104, 0.11667677881963594, 0.133, 0.15590118152524166, 0.1754296455424277, 0.193, 0.20892448979591854, 0.227, 0.24, 0.2566546938775511, 0.269, 0.286, 0.302, 0.321, 0.344, 0.3770322234156822, 0.397, 0.425, 0.469, 0.512, 0.573, 0.697, 0.813, 0.91, 0.9983627087198516, 1.111, 1.19, 1.248, 1.3041257142857143, 1.363, 1.406, 1.448, 1.491, 1.523, 1.575, 1.606, 1.636, 1.672, 1.712, 1.743, 1.769, 1.8014727891156457, 1.838, 1.8633755102040817, 1.891, 1.922433469387755, 1.945, 1.9751598639455776, 1.993, 2.027]",1.2,25,-2.4,2.348,2.347
3,"[0.104, 0.118, 0.137, 0.15692489795918366, 0.176, 0.1953418367346939, 0.2104635568513123, 0.224, 0.242, 0.258, 0.271, 0.28821795918367354, 0.302, 0.323, 0.347, 0.38, 0.402, 0.4352470461868958, 0.471, 0.5209058084772373, 0.578, 0.70647619047619, 0.822, 0.913, 1.007419978517723, 1.0996808163265306, 1.194, 1.257, 1.307, 1.35, 1.4110644468313642, 1.4482108843537411, 1.492, 1.531, 1.572, 1.604, 1.642, 1.674, 1.711, 1.744, 1.773, 1.806, 1.835, 1.868, 1.896, 1.9210929705215412, 1.947, 1.977, 1.9999199372056515, 2.027]",1.2,25,-2.4,2.346,2.344
4,"[0.103, 0.118, 0.1374721088435377, 0.15335878867676106, 0.1760865306122449, 0.194, 0.209, 0.223, 0.241, 0.257, 0.269, 0.288, 0.301, 0.323, 0.34627472527472514, 0.378, 0.401, 0.433, 0.474, 0.518, 0.595, 0.712, 0.828, 0.935, 1.013, 1.121, 1.2001632653061225, 1.257, 1.30952380952381, 1.349, 1.4063889555822329, 1.4492707205331112, 1.4910725623582766, 1.5318911564625852, 1.57, 1.608, 1.64, 1.675, 1.7133598047914818, 1.7442051847766133, 1.7728253061224488, 1.8047363945578228, 1.837, 1.868, 1.895, 1.927, 1.947, 1.9781598639455775, 2.001, 2.03]",1.2,25,-2.4,2.345,2.343
5,"[0.104, 0.119, 0.137, 0.154, 0.177, 0.196, 0.20980236305048355, 0.228, 0.242, 0.257, 0.27, 0.28841915227629533, 0.302, 0.324, 0.347, 0.372, 0.405, 0.429, 0.472, 0.5188250728862979, 0.614, 0.71547619047619, 0.833, 0.928, 1.0340816326530613, 1.1016808163265306, 1.2, 1.2514693877551017, 1.305, 1.366, 1.4100556586270871, 1.4481054421768704, 1.492, 1.525, 1.575, 1.603, 1.6447891156462582, 1.674, 1.7136306780776827, 1.744843537414966, 1.7712105525136883, 1.8069818594104308, 1.836, 1.869, 1.896, 1.9207793712079426, 1.947, 1.979, 2.002629430719656, 2.03]",1.2,25,-2.4,2.345,2.342
6,"[0.104, 0.121, 0.139840136054422, 0.15750437317784255, 0.179, 0.195, 0.2107111459968606, 0.22425142857142857, 0.243, 0.258, 0.271, 0.288, 0.303, 0.3231975218658893, 0.348, 0.376, 0.406, 0.4287823129251702, 0.47459637188208614, 0.5243134110787173, 0.596, 0.729, 0.84, 0.945223831468071, 1.02, 1.117386185243328, 1.199, 1.257, 1.312, 1.367, 1.414, 1.4552108843537412, 1.491, 1.5299455782312925, 1.562, 1.61, 1.642, 1.676, 1.7145808477237052, 1.746843537414966, 1.774736880466472, 1.8054727891156457, 1.842, 1.871, 1.898, 1.9227793712079426, 1.954, 1.9791598639455776, 2.0, 2.029]",1.2,25,-2.4,2.343,2.34
7,"[0.102, 0.118, 0.13724149659863938, 0.1585673469387753, 0.17599319727891163, 0.195, 0.21, 0.2239428571428572, 0.24142128279883387, 0.258, 0.27, 0.286872448979592, 0.301, 0.32383673469387747, 0.347, 0.373374149659864, 0.3996997084548104, 0.439, 0.47818002915451885, 0.514, 0.61, 0.699, 0.837, 0.943, 1.035, 1.11, 1.199, 1.2570736151603497, 1.3, 1.349, 1.41, 1.454, 1.491, 1.5258004535147391, 1.579, 1.6103609022556389, 1.644, 1.678, 1.717, 1.748, 1.776, 1.806, 1.839, 1.872, 1.8986198979591835, 1.92101133786848, 1.955102040816326, 1.97812925170068, 2.0, 2.031]",1.2,25,-2.4,2.343,2.341
8,"[0.107, 0.12, 0.14, 0.156, 0.17936054421768724, 0.196, 0.211, 0.2260114285714286, 0.2432040816326531, 0.259, 0.2740899625156185, 0.289, 0.304, 0.324, 0.35127472527472514, 0.37, 0.4020544217687075, 0.431, 0.475, 0.524, 0.628, 0.728, 0.84, 0.948, 1.0312849854227404, 1.122386185243328, 1.198, 1.258, 1.31, 1.355, 1.4160489795918367, 1.455, 1.496, 1.533, 1.5773933508887426, 1.6108724489795918, 1.644, 1.677, 1.713, 1.746303673469388, 1.775454350161117, 1.808, 1.8356889400921659, 1.868, 1.898, 1.9260959183673467, 1.95, 1.9793278911564622, 2.0040725623582767, 2.031]",1.2,25,-2.4,2.342,2.34
9,"[0.104, 0.12005477980665945, 0.135680272108844, 0.157, 0.1784296455424277, 0.1953418367346939, 0.21, 0.225, 0.243, 0.257, 0.27, 0.28841915227629533, 0.3014149659863943, 0.323, 0.348, 0.3740470957613817, 0.4, 0.43038192419825083, 0.47376563528637256, 0.527, 0.613, 0.727, 0.840353498542274, 0.9315594823295172, 1.0363627087198515, 1.117, 1.207, 1.262244081632653, 1.313, 1.3556473469387755, 1.41, 1.456, 1.494, 1.531, 1.582, 1.609, 1.651, 1.6801700680272105, 1.7165808477237052, 1.748, 1.7763923933209649, 1.804, 1.8372285714285712, 1.870513426423201, 1.899, 1.9225703544575723, 1.954, 1.98010096670247, 1.9986530612244904, 2.026]",1.2,25,-2.4,2.34,2.338
10,"[0.102, 0.12, 0.137, 0.157, 0.18, 0.194, 0.21, 0.2280457142857142, 0.24, 0.254, 0.26887755102040845, 0.286, 0.300829931972789, 0.322, 0.346, 0.3669749536178105, 0.4003844897959184, 0.431, 0.471, 0.523, 0.634, 0.731, 0.8395070643642069, 0.95, 1.0261967346938774, 1.126, 1.202, 1.2592130102040815, 1.316, 1.368, 1.408, 1.451, 1.488, 1.5547823129251699, 1.577, 1.609, 1.636, 1.667, 1.704728163265306, 1.738530612244898, 1.7683963480128895, 1.7973911564625846, 1.831, 1.8631208163265303, 1.889265306122449, 1.912, 1.945, 1.969, 1.996, 2.024]",1.2,25,-2.4,2.314,2.324
11,"[0.105, 0.1215750728862974, 0.14, 0.15632944606414004, 0.175, 0.18998711063372722, 0.21, 0.223, 0.243, 0.257, 0.26969387755102053, 0.287, 0.301, 0.324, 0.348, 0.3745034013605441, 0.403, 0.432, 0.4753151927437642, 0.53, 0.6, 0.74, 0.8207185374149659, 0.925, 1.026, 1.111933811362383, 1.198, 1.256, 1.304, 1.352, 1.413, 1.455079081632653, 1.501, 1.531, 1.5666987755102042, 1.61, 1.642, 1.676, 1.715262807163682, 1.748, 1.775, 1.8029779371207941, 1.8369714285714287, 1.866, 1.898, 1.924, 1.948, 1.9754351740696279, 2.004, 2.029]",1.2,25,-2.4,2.342,2.337
