0,1,2,3,4
0.24995805,0.2534074,0.0,0.25219205,0.24444251
0.25021365,0.25256434,0.0,0.25114226,0.24607974
0.24171312,0.253594,0.24953449,0.25515836,0.0
0.25022548,0.24983838,0.0,0.25243804,0.24749811
0.2493824,0.24941559,0.25026923,0.25093278,0.0
0.0,0.24439253,0.25056154,0.25670886,0.24833709
0.0,0.24740627,0.26239812,0.24721132,0.24298427
0.0,0.24632439,0.26670069,0.24967709,0.2372979
0.0,0.24487796,0.26464465,0.24524668,0.24523069
0.24646863,0.0,0.2609197,0.24352628,0.24908538
0.240545,0.0,0.26994708,0.24299115,0.2465168
0.240252,0.0,0.27622914,0.2388051,0.24471372
0.24630517,0.24155234,0.26646444,0.0,0.24567802
0.24196579,0.2395403,0.2763932,0.0,0.24210072
0.243488,0.0,0.2710259,0.24154405,0.24394204
0.0,0.24059042,0.28072655,0.2412927,0.23739034
0.24046063,0.24231374,0.2740771,0.24314857,0.0
0.23575874,0.23895018,0.27967495,0.24561615,0.0
0.24342322,0.2449186,0.2699422,0.24171597,0.0
0.24703105,0.25698507,0.0,0.26476988,0.23121403
0.24712425,0.25856924,0.0,0.25968334,0.23462318
0.24979433,0.25591233,0.0,0.2560108,0.2382825
0.2365343,0.2534334,0.24780709,0.2622252,0.0
0.24957895,0.25400582,0.0,0.2577201,0.23869511
0.24990252,0.2507665,0.0,0.25838873,0.2409423
0.23634821,0.25053293,0.25615194,0.25696695,0.0
0.24330598,0.2521925,0.24722642,0.2572751,0.0
0.23595886,0.2517823,0.25262988,0.25962898,0.0
0.22951618,0.2489241,0.2652762,0.25628352,0.0
0.250544,0.2529431,0.0,0.25694194,0.23957096
0.23452544,0.2518791,0.26281685,0.25077862,0.0
0.24879691,0.251998,0.24521603,0.25398907,0.0
0.23392555,0.2487766,0.26183444,0.25546342,0.0
0.23555328,0.2500291,0.25911736,0.25530028,0.0
0.25354543,0.25033075,0.24481542,0.25130838,0.0
0.2419344,0.24699162,0.2540505,0.25702342,0.0
0.2482346,0.25329483,0.2436589,0.2548117,0.0
0.23558994,0.2500562,0.26141608,0.25293776,0.0
0.26518148,0.24911164,0.0,0.24985635,0.23585056
0.25790715,0.24772528,0.0,0.25761664,0.23675092
