0,1,2,3,4
0.17040804,0.071059085,0.29992634,0.09454779,0.36405873
0.18380101,0.06109485,0.30415556,0.08717556,0.36377302
0.19430348,0.06787871,0.29886854,0.07841797,0.36053133
0.19203524,0.06895793,0.30224094,0.080833346,0.3559326
0.2114868,0.06724934,0.2959758,0.076533064,0.34875503
0.18521653,0.07285634,0.30329445,0.08944616,0.34918654
0.18857744,0.07434726,0.3023439,0.08325106,0.35148036
0.19481662,0.079838485,0.298468,0.08272278,0.34415412
0.19812241,0.0841754,0.2934946,0.08362469,0.3405829
0.20081882,0.081032604,0.29463825,0.08235896,0.34115136
0.18723962,0.08588795,0.30003473,0.08449347,0.3423442
0.19852513,0.07876615,0.29942515,0.08193709,0.3413465
0.21021602,0.079306595,0.29353994,0.07910514,0.33783233
0.21625052,0.07649191,0.29850933,0.07286461,0.33588362
0.20144838,0.07868625,0.29960278,0.080310084,0.33995256
0.19774693,0.08267224,0.29975504,0.08157506,0.33825076
0.19283181,0.08239974,0.29847193,0.088117026,0.3381795
0.1976095,0.08762742,0.2964021,0.09035754,0.3280035
0.21169806,0.08051763,0.2960695,0.074945465,0.33676943
0.20115417,0.089419074,0.2965888,0.08301561,0.3298223
0.1876156,0.092533946,0.29672354,0.096842565,0.32628438
0.2197414,0.094763435,0.2882862,0.07950522,0.31770372
0.1922999,0.095998675,0.29521295,0.08992529,0.32656315
0.18890102,0.10019878,0.29461837,0.09150754,0.32477435
0.20118283,0.10147144,0.29245853,0.08771061,0.31717658
0.1971026,0.0979393,0.2946075,0.087867975,0.32248256
0.20500344,0.09228346,0.29652527,0.08200842,0.32417938
0.2156285,0.10083249,0.29156336,0.078324884,0.31365073
0.19692212,0.10364966,0.2927683,0.09311094,0.31354898
0.19745407,0.101510376,0.289426,0.09255499,0.31905457
0.19130167,0.10851943,0.29140615,0.09581185,0.3129609
0.20192364,0.11084102,0.28574803,0.092151105,0.30933616
0.21436349,0.09700792,0.29188967,0.08481708,0.31192183
0.20105904,0.11772044,0.28417632,0.092541456,0.3045027
0.20884039,0.11693752,0.28361455,0.08635688,0.3042507
0.19246154,0.114004046,0.2881142,0.0978598,0.30756044
0.19276574,0.107474834,0.2916527,0.09866423,0.30944252
0.19862983,0.12127269,0.28074735,0.10241562,0.29693452
0.19649684,0.12065947,0.28237042,0.10114156,0.29933172
0.20739093,0.1168322,0.28231832,0.09584069,0.29761788
0.20406428,0.112467825,0.28459403,0.10051146,0.29836243
0.20434894,0.11925938,0.2814654,0.10044148,0.29448485
0.20452313,0.1258505,0.27958074,0.101190604,0.28885502
0.20500466,0.114923164,0.2831241,0.10186121,0.2950869
0.20508912,0.13143454,0.273936,0.1025934,0.2869469
0.21224631,0.12825918,0.27382156,0.09890787,0.28676504
0.2093862,0.12882157,0.27899256,0.09323981,0.2895599
0.2159842,0.11498153,0.28283072,0.09103786,0.2951657
0.20968992,0.12097694,0.27630994,0.10154438,0.29147887
0.20396648,0.12609972,0.273747,0.11242437,0.28376243
0.21051218,0.13642299,0.2713495,0.104148924,0.27756643
0.21215755,0.122227356,0.27302587,0.11194152,0.2806477
