0,1,2,3,4
0.27131164,0.21657082,0.21485241,0.051472522,0.24579261
0.24179637,0.21425615,0.21379632,0.08375932,0.24639183
0.25756535,0.21627916,0.21718279,0.06903443,0.23993829
0.24121198,0.21426208,0.2120886,0.0921059,0.24033144
0.24092983,0.21398038,0.21511558,0.088587634,0.24138659
0.20214269,0.20607069,0.2038756,0.15489894,0.23301204
0.21733195,0.20167802,0.20918678,0.14218079,0.22962245
0.24446176,0.21872568,0.21906573,0.08363421,0.23411264
0.21836099,0.21339247,0.21056579,0.1233863,0.23429444
0.20483832,0.21562754,0.21180755,0.124831416,0.24289522
0.2254919,0.21007206,0.21325698,0.11844905,0.23273005
0.22083458,0.20837007,0.21107993,0.12778333,0.23193213
0.22255775,0.21256262,0.21870822,0.09876923,0.24740216
0.21557951,0.2121355,0.21579202,0.11357181,0.24292122
0.24239835,0.21542497,0.21923253,0.08827206,0.2346721
0.21776338,0.20908165,0.21130379,0.13282923,0.22902201
0.21126594,0.22166659,0.21827984,0.096121505,0.2526661
0.22101422,0.21853805,0.22209425,0.08873752,0.24961597
0.24158102,0.22202456,0.22198921,0.07632147,0.23808376
0.06950084,0.205258,0.21172203,0.26848894,0.24503016
0.06836735,0.21252146,0.21521372,0.2513048,0.25259262
0.21790099,0.20998332,0.21625167,0.24616884,0.10969517
0.20249905,0.20886394,0.21380231,0.24518321,0.12965147
0.19288307,0.20648399,0.21291578,0.24327065,0.14444646
0.19049098,0.20332871,0.21072844,0.24438451,0.15106735
0.20056084,0.19852589,0.21043345,0.2551083,0.13537154
0.19783996,0.215098,0.21575862,0.23116049,0.14014295
0.20096114,0.20955247,0.21517631,0.23522864,0.13908139
0.20145787,0.20393823,0.21323618,0.23540291,0.14596479
0.20593429,0.20051081,0.21258147,0.24200091,0.13897248
0.20229413,0.20629482,0.21424662,0.23184764,0.14531682
0.19642101,0.19831124,0.2108642,0.24775572,0.14664784
0.19659841,0.20622806,0.21186027,0.23787148,0.14744177
0.20545699,0.20686305,0.21382023,0.23973107,0.13412863
0.1994937,0.1923982,0.2085579,0.2612835,0.13826665
0.18343353,0.19296257,0.20494291,0.26653892,0.15212205
0.18632005,0.19854552,0.20617063,0.26051632,0.14844745
0.1872293,0.20315617,0.20895866,0.25020996,0.15044595
0.20473573,0.21890894,0.21686715,0.11494659,0.24454162
0.20943911,0.21881928,0.21757063,0.11441017,0.23976082
0.20642622,0.21740063,0.21673322,0.11852145,0.24091849
0.20042212,0.2114309,0.20573671,0.15744138,0.22496885
0.19503103,0.21072543,0.20355225,0.16629818,0.22439316
0.2002221,0.20712914,0.19884855,0.18180917,0.21199104
0.19868822,0.2111813,0.20660278,0.16047479,0.2230529
0.20805569,0.20494685,0.20555978,0.16730969,0.21412799
0.21515149,0.19953644,0.2051301,0.17295903,0.20722298
0.20660256,0.2077893,0.20614941,0.16133589,0.21812283
0.21218076,0.2171826,0.21802881,0.10430447,0.24830335
0.20850474,0.20629244,0.20484526,0.16509844,0.21525912
0.20094825,0.21224762,0.20767835,0.15876375,0.220362
0.20834076,0.21630672,0.21484159,0.123816095,0.23669484
0.21179867,0.22002272,0.22057031,0.09074986,0.2568584
0.21567221,0.21550688,0.21889506,0.10557628,0.24434958
0.2103779,0.21814744,0.21699837,0.102713354,0.251763
0.20582254,0.2177576,0.2144237,0.122629724,0.23936646
0.21369494,0.22214572,0.22398382,0.06214093,0.27803454
0.17252323,0.2022608,0.18886137,0.20471138,0.23164326
0.16779716,0.19993515,0.18107238,0.21606864,0.23512664
0.17146814,0.19784035,0.17776468,0.21985617,0.23307066
0.16712874,0.1979607,0.17374213,0.22183609,0.23933233
0.17184001,0.20156483,0.17805786,0.220172,0.22836523
0.1738658,0.19681744,0.17224957,0.2233685,0.23369868
0.17657247,0.19434805,0.17002442,0.22611284,0.23294216
0.17795126,0.19669901,0.1729519,0.22280355,0.22959436
0.18190837,0.19286484,0.17555507,0.22429092,0.22538082
0.17842188,0.19594668,0.18086018,0.22027631,0.22449496
0.178886,0.19277686,0.17256232,0.22530219,0.23047268
0.18430547,0.19288269,0.17579441,0.22337282,0.22364463
0.18973677,0.19069429,0.17870425,0.22035825,0.22050641
0.18479545,0.19812971,0.18017031,0.21779656,0.21910797
0.1792715,0.20116015,0.18046214,0.21980685,0.21929935
0.1805923,0.20018254,0.1783447,0.22010694,0.2207735
0.17487021,0.20363739,0.18017575,0.21807943,0.22323723
0.18675874,0.19399832,0.18340668,0.21794645,0.21788982
0.18546073,0.20477906,0.19426057,0.19400255,0.22149707
