Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.099, 0.11, 0.128, 0.15, 0.17249574829931966, 0.188, 0.2089311224489797, 0.223, 0.238, 0.255, 0.266, 0.281, 0.296, 0.313, 0.335, 0.356, 0.385, 0.415, 0.44817006802721066, 0.494, 0.5700132377275234, 0.67, 0.769, 0.8778605442176869, 0.992, 1.07291472303207, 1.174, 1.245, 1.298, 1.35, 1.4, 1.45, 1.485, 1.526, 1.575219387755102, 1.6011542857142858, 1.6444219881500988, 1.6772870748299313, 1.707660482374768, 1.7414897959183675, 1.77, 1.805, 1.838, 1.863, 1.895653061224489, 1.924290573372206, 1.95, 1.97, 2.000444270015698, 2.031]",1.2,25,-2.4,2.35,2.355
3,"[0.1, 0.116, 0.132, 0.156, 0.174, 0.192, 0.20644897959183803, 0.223, 0.239, 0.254, 0.268, 0.283, 0.298, 0.313, 0.3373233082706767, 0.3586546938775509, 0.389, 0.41665136054421753, 0.44587228439762994, 0.495, 0.567, 0.681059523809524, 0.792, 0.8849070294784579, 1.0117221350078494, 1.109, 1.183, 1.234, 1.31, 1.35365843179377, 1.4068209912536442, 1.455, 1.491, 1.5342846401718582, 1.571219387755102, 1.617, 1.6470569280343716, 1.6811088435374142, 1.712, 1.746, 1.776, 1.812, 1.84, 1.871, 1.901, 1.9285170068027209, 1.9555684273709482, 1.982, 2.005, 2.037]",1.2,25,-2.4,2.353,2.357
4,"[0.101, 0.119, 0.135, 0.15, 0.17599149659863952, 0.19192222835079972, 0.2095445757250269, 0.224, 0.24, 0.2572255102040817, 0.27, 0.284, 0.2975302478134111, 0.318, 0.34047252747252743, 0.3634307196562835, 0.391, 0.42, 0.453, 0.5010120593692022, 0.5665204081632653, 0.706, 0.798, 0.915, 1.0079387755102038, 1.1191961682632237, 1.181, 1.242, 1.311, 1.356, 1.411, 1.4515217996289425, 1.486, 1.535, 1.572, 1.609, 1.655, 1.688, 1.717, 1.749, 1.777, 1.801, 1.843, 1.869, 1.8967397959183667, 1.928, 1.956, 1.982, 2.0058250728862963, 2.04]",1.2,25,-2.4,2.353,2.355
5,"[0.101, 0.116, 0.137, 0.151, 0.176, 0.1918848979591836, 0.2128622448979594, 0.223, 0.242, 0.256, 0.27, 0.2843395176252319, 0.296, 0.315, 0.337, 0.362, 0.39, 0.419, 0.453, 0.504, 0.5840113906027528, 0.707, 0.7886462585034018, 0.913, 1.0097221350078494, 1.114, 1.173, 1.254, 1.3126904761904759, 1.3611777485187622, 1.412, 1.45, 1.4865183673469389, 1.5331505102040817, 1.573, 1.614, 1.652545068027211, 1.683, 1.717, 1.751, 1.7825191836734693, 1.813, 1.838, 1.8677283163265306, 1.896, 1.927, 1.954, 1.978, 2.005444270015698, 2.039]",1.2,25,-2.4,2.352,2.355
6,"[0.101, 0.11435741864313294, 0.13394460641399422, 0.15699117484831765, 0.176, 0.193, 0.21004810495626838, 0.225, 0.241, 0.256, 0.27026020408163276, 0.284, 0.298, 0.318, 0.34, 0.365, 0.392, 0.418, 0.449, 0.501, 0.575, 0.718, 0.7939115646258504, 0.896, 1.001904940923738, 1.114, 1.187, 1.237, 1.316, 1.3621777485187623, 1.41, 1.451, 1.488, 1.534, 1.586, 1.613, 1.6560216326530612, 1.69, 1.718, 1.748, 1.777, 1.813, 1.841, 1.871, 1.902, 1.927, 1.9571980143408714, 1.98062925170068, 2.008, 2.038]",1.2,25,-2.4,2.351,2.354
7,"[0.102, 0.1222040816326532, 0.136, 0.16, 0.178, 0.195, 0.211, 0.226, 0.244, 0.259, 0.272, 0.285927113702624, 0.297, 0.319, 0.342, 0.36337198515769936, 0.394, 0.422, 0.4507916219119225, 0.5080075801749271, 0.5733605442176871, 0.715, 0.8189410430839001, 0.936, 1.024, 1.122, 1.19, 1.265, 1.319, 1.366, 1.421, 1.462, 1.498, 1.537, 1.585, 1.617, 1.661, 1.691, 1.722, 1.752, 1.784, 1.815, 1.842, 1.876, 1.9041514500537056, 1.935, 1.9615635792778647, 1.98, 2.011, 2.043]",1.2,25,-2.4,2.354,2.355
8,"[0.101, 0.1161508746355686, 0.136, 0.15961439312567138, 0.17770942662779385, 0.1938848979591836, 0.2096909620991254, 0.22863095238095268, 0.243, 0.258, 0.27052040816326545, 0.283, 0.296, 0.31645525902668764, 0.34027922077922074, 0.365, 0.3912087198515769, 0.42, 0.45073083287369, 0.503, 0.562, 0.7070595238095239, 0.813, 0.908, 1.0129049409237378, 1.119, 1.19, 1.2562178709321565, 1.318, 1.367, 1.4205180533751962, 1.462, 1.4972073469387757, 1.536, 1.5840711527854385, 1.615, 1.655, 1.691, 1.721, 1.752, 1.7809984301412871, 1.815, 1.847, 1.8716656200941915, 1.9037397959183668, 1.933, 1.959, 1.9847977736549163, 2.011, 2.044]",1.2,25,-2.4,2.352,2.353
9,"[0.102, 0.117, 0.14088775510204096, 0.16, 0.17797632653061235, 0.19441836734693865, 0.209, 0.22727976190476193, 0.242, 0.257, 0.271, 0.2854897959183673, 0.297, 0.31733281004709585, 0.341, 0.365, 0.391, 0.41465684051398327, 0.457, 0.493, 0.565, 0.689, 0.811687074829932, 0.932, 1.014, 1.126, 1.19, 1.2531285162713734, 1.31, 1.3580816326530614, 1.412, 1.461, 1.4953585217870935, 1.542048833819242, 1.5756036519871108, 1.61, 1.654, 1.683751962323391, 1.716, 1.749775510204082, 1.786, 1.809, 1.843, 1.873, 1.903, 1.932, 1.9601789273849075, 1.983, 2.006, 2.038]",1.2,25,-2.4,2.349,2.351
10,"[0.1, 0.11652448979591838, 0.135, 0.161, 0.178, 0.194, 0.214, 0.225, 0.243, 0.2592437948152234, 0.27, 0.286, 0.298, 0.317, 0.340219387755102, 0.363, 0.391, 0.42076757369614504, 0.459, 0.511, 0.577, 0.7020595238095239, 0.819, 0.9366201814058956, 1.009, 1.122, 1.183, 1.258, 1.314, 1.36, 1.409, 1.4631065759637185, 1.4883987441130297, 1.541, 1.577, 1.613, 1.657, 1.6891088435374142, 1.7186714783474366, 1.753, 1.781, 1.816, 1.848218487394958, 1.872, 1.901, 1.931, 1.957333024118738, 1.977, 2.009, 2.041]",1.2,25,-2.4,2.346,2.348
11,"[0.102, 0.118, 0.141, 0.155, 0.179, 0.1948848979591836, 0.2101738775510205, 0.228, 0.243, 0.259, 0.271, 0.285, 0.3, 0.319, 0.34327922077922074, 0.363, 0.394, 0.42706486880466465, 0.4564467120181404, 0.507010612244898, 0.576, 0.711, 0.8199557823129251, 0.9129302721088435, 1.0149049409237378, 1.1248010204081633, 1.182, 1.2552178709321564, 1.318, 1.3597404081632654, 1.415, 1.4552485422740524, 1.492, 1.543216326530612, 1.5831462585034013, 1.6154285714285714, 1.6488413429888082, 1.688072562358276, 1.717, 1.75, 1.7789991836734693, 1.8144081632653062, 1.842, 1.874, 1.9034931972789113, 1.9301723356009068, 1.961, 1.979, 2.007, 2.037]",1.2,25,-2.4,2.348,2.349
