Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.113, 0.132, 0.156, 0.175, 0.198, 0.208, 0.231, 0.244, 0.258, 0.2736598639455784, 0.28636081632653065, 0.3027248979591836, 0.316, 0.337, 0.356, 0.3817981246552675, 0.412, 0.4561093877551021, 0.4981013119533528, 0.5523029827315541, 0.6422661391087047, 0.752, 0.8405697959183672, 0.9609274376417238, 1.071, 1.156, 1.224, 1.2924302040816327, 1.35, 1.397, 1.44, 1.4833818027210885, 1.529, 1.562, 1.605, 1.638857142857143, 1.6717124304267164, 1.716, 1.742, 1.774, 1.804, 1.835, 1.866, 1.8916155102040817, 1.9211938775510204, 1.951, 1.969547755102041, 1.9971496598639462, 2.028, 2.058]",1.2,25,-2.4,2.371,2.364
3,"[0.117, 0.14005009276437855, 0.159, 0.178, 0.19785632653061228, 0.212, 0.23, 0.247, 0.261, 0.275, 0.291, 0.304, 0.319, 0.339, 0.366, 0.386, 0.418, 0.46, 0.5052235621521335, 0.5576375510204082, 0.665, 0.772, 0.871, 0.972, 1.0820179591836736, 1.175, 1.23, 1.2908427815570673, 1.354904761904762, 1.397, 1.443, 1.49, 1.5326415816326533, 1.566, 1.61, 1.642, 1.673, 1.722, 1.748, 1.7774589078874794, 1.808, 1.841431972789116, 1.865, 1.8952605965463112, 1.924, 1.954, 1.979, 2.011, 2.034, 2.061]",1.2,25,-2.4,2.374,2.361
4,"[0.116, 0.14040897959183682, 0.159, 0.18, 0.195, 0.21204081632653046, 0.23286224489795943, 0.246, 0.261, 0.275, 0.28836054421768714, 0.305, 0.324, 0.338, 0.366, 0.39, 0.424, 0.4484013605442176, 0.507, 0.562, 0.659, 0.776, 0.892, 0.9870865306122449, 1.085, 1.1723010204081632, 1.242, 1.302, 1.3571904761904758, 1.3939880537580884, 1.447, 1.4971598639455777, 1.532, 1.575, 1.609, 1.641, 1.681, 1.7210466472303205, 1.746, 1.7757850023730424, 1.806, 1.8375668934240363, 1.872, 1.896, 1.9304931972789112, 1.953, 1.984, 2.0028220408163264, 2.0323993381136236, 2.06]",1.2,25,-2.4,2.367,2.357
5,"[0.117, 0.136, 0.161, 0.179, 0.198, 0.212, 0.2328010204081633, 0.245, 0.2601397174254319, 0.275, 0.2899020408163264, 0.306, 0.3225187074829931, 0.339, 0.35934065934065934, 0.392, 0.424, 0.45, 0.5084280198565914, 0.57, 0.6693524544953117, 0.773, 0.895, 0.9799738775510206, 1.0864979591836736, 1.1774548104956268, 1.2335856524427953, 1.302, 1.342, 1.3838556851311954, 1.443, 1.49, 1.537, 1.575, 1.6102732060566163, 1.643714285714286, 1.681, 1.717, 1.747, 1.7786064139941693, 1.807, 1.842, 1.8741904761904766, 1.899135510204082, 1.9251938775510204, 1.95, 1.982, 2.0, 2.031, 2.06]",1.2,25,-2.4,2.37,2.36
6,"[0.118, 0.1378520408163265, 0.16193795918367354, 0.181, 0.2, 0.21377864992150689, 0.231, 0.247, 0.261831836734694, 0.276, 0.291640306122449, 0.306, 0.32064115646258495, 0.3412367346938776, 0.3627257142857142, 0.389374149659864, 0.42178367346938767, 0.464, 0.51, 0.573, 0.667, 0.798, 0.9, 0.9906065306122449, 1.089, 1.188, 1.25, 1.304, 1.3590914285714284, 1.393, 1.449056514913658, 1.488, 1.535, 1.572, 1.6099717425431712, 1.644, 1.679, 1.719, 1.7459608843537409, 1.781, 1.8069979591836733, 1.838, 1.8656190476190475, 1.894, 1.9229863945578227, 1.9482542517006802, 1.9805830903790085, 2.0090989352262643, 2.033, 2.059]",1.2,25,-2.4,2.365,2.357
7,"[0.117, 0.141, 0.161, 0.18098639455782303, 0.197, 0.212, 0.23286224489795943, 0.24182285714285728, 0.26174271137026245, 0.274, 0.29, 0.3052099125364431, 0.326, 0.345, 0.366, 0.391, 0.427, 0.4668027210884349, 0.51, 0.582, 0.6706454081632653, 0.8, 0.8687696793002915, 0.996, 1.0883387755102039, 1.187, 1.238, 1.289158555729984, 1.36, 1.39, 1.456, 1.494, 1.5365065597667638, 1.566, 1.612, 1.642, 1.674, 1.723, 1.75, 1.779, 1.8099979591836735, 1.843, 1.867, 1.898, 1.925, 1.9512542517006803, 1.973, 2.0095408163265303, 2.032671614100185, 2.059]",1.2,25,-2.4,2.366,2.358
8,"[0.119, 0.14, 0.163, 0.182, 0.19640136054421775, 0.214, 0.233, 0.244, 0.26121892393320967, 0.27643990929705214, 0.289, 0.307, 0.3234149659863945, 0.345, 0.365, 0.39313325330132054, 0.42756326530612254, 0.471, 0.516, 0.5758854875283446, 0.681, 0.801, 0.898, 0.994, 1.1100179591836736, 1.182, 1.237, 1.3015660580021484, 1.358, 1.3939726100966703, 1.4509205736348596, 1.491, 1.54, 1.577, 1.613, 1.645, 1.684, 1.724, 1.751, 1.775, 1.8115081632653065, 1.842, 1.865, 1.897, 1.93, 1.9537541743970315, 1.976, 2.011, 2.03499149659864, 2.058]",1.2,25,-2.4,2.366,2.357
9,"[0.121, 0.141, 0.16348299319727908, 0.181, 0.199, 0.21271224489795892, 0.235, 0.24750793650793676, 0.262, 0.277, 0.293640306122449, 0.30757456828885393, 0.322, 0.344, 0.367, 0.401, 0.426, 0.467, 0.517, 0.576, 0.669, 0.789, 0.9098231292517007, 1.004, 1.09, 1.178, 1.2442767346938775, 1.291740064446831, 1.362, 1.409, 1.452, 1.4940799319727889, 1.538, 1.577, 1.611, 1.642, 1.679, 1.724, 1.75, 1.7789727891156462, 1.811, 1.842, 1.874, 1.9, 1.928, 1.951, 1.978102040816326, 2.014, 2.036, 2.061]",1.2,25,-2.4,2.361,2.353
10,"[0.12, 0.138, 0.162, 0.181, 0.199, 0.21241836734693864, 0.22869716919025676, 0.243, 0.2613126530612246, 0.276, 0.28956377551020407, 0.306, 0.321, 0.338, 0.365, 0.39058503401360545, 0.42656326530612254, 0.465, 0.511, 0.571, 0.681, 0.807126984126984, 0.905, 0.977, 1.085, 1.1800918367346946, 1.234, 1.292, 1.358, 1.396, 1.445, 1.495, 1.53, 1.572, 1.61, 1.641907335907336, 1.67, 1.718, 1.745573129251701, 1.774, 1.8062032653061224, 1.836, 1.862, 1.889, 1.9202908163265306, 1.949, 1.9791302982731558, 1.997, 2.027, 2.057]",1.2,25,-2.4,2.354,2.352
11,"[0.119, 0.142, 0.163, 0.18, 0.2024943310657596, 0.213, 0.231, 0.247, 0.261, 0.2737517006802724, 0.29036054421768714, 0.306, 0.32164115646258495, 0.345, 0.371, 0.3941720904578047, 0.427, 0.467, 0.511, 0.572, 0.6886454081632652, 0.79, 0.909, 0.9822403628117914, 1.088, 1.171, 1.234, 1.292, 1.354, 1.3849880537580885, 1.458, 1.498, 1.533, 1.563755857898715, 1.608, 1.645, 1.6709232653061223, 1.718, 1.744, 1.775, 1.806, 1.838, 1.8674920634920633, 1.8938261224489794, 1.923, 1.945, 1.978, 2.005, 2.03, 2.056]",1.2,25,-2.4,2.354,2.35
