0,1,2,3,4
0.07581158,0.054343916,0.101677574,0.15050317,0.6176638
0.09654465,0.07419512,0.1906781,0.09374639,0.54483575
0.10358801,0.07799897,0.2058123,0.101107776,0.51149297
0.10639062,0.08189627,0.21099135,0.10277595,0.4979458
0.109707884,0.08522965,0.21379837,0.1033262,0.4879379
0.08112075,0.05819251,0.1604542,0.09999303,0.6002395
0.103390425,0.07693341,0.20233387,0.09915961,0.5181827
0.111088134,0.0829732,0.220241,0.107676275,0.47802138
0.11141559,0.08383641,0.21167147,0.10160273,0.49147388
0.115903266,0.0840439,0.2282287,0.11322214,0.45860198
0.087037414,0.061937224,0.17572363,0.104279205,0.5710225
0.10717881,0.08532694,0.2058125,0.099906854,0.50177485
0.11468992,0.08587933,0.2194859,0.10665238,0.4732924
0.11690279,0.08569073,0.22216144,0.11396648,0.46127862
0.1189642,0.08851736,0.23146573,0.116874225,0.44417852
0.085957706,0.05988503,0.11429238,0.19983844,0.5400265
0.104135536,0.08298076,0.20428279,0.09491756,0.5136833
0.112669505,0.08502428,0.21346787,0.10881133,0.48002705
0.11800061,0.08820242,0.22341782,0.10839082,0.4619883
0.12051604,0.09114669,0.22550614,0.108244516,0.45458668
0.09452895,0.068482056,0.19361544,0.11188315,0.5314904
0.1149244,0.08716932,0.22210532,0.10875891,0.46704203
0.123524204,0.09342734,0.23079613,0.1197974,0.4324549
0.12479894,0.096360624,0.23404746,0.11305001,0.43174297
0.12647477,0.09367991,0.23607276,0.1231829,0.42058972
0.09749559,0.07116043,0.19515838,0.117502026,0.5186836
0.12245811,0.09308719,0.22935736,0.11681875,0.43827862
0.12843613,0.09389064,0.23574483,0.12149108,0.4204373
0.12894027,0.09763557,0.24551228,0.11780013,0.41011176
0.13048486,0.09656585,0.23956661,0.117395304,0.41598734
0.10219618,0.072587416,0.20009825,0.12533718,0.49978104
0.12342191,0.0925376,0.2263064,0.12011152,0.43762258
0.12857234,0.09682641,0.23908001,0.12638892,0.40913236
0.13127692,0.09789287,0.23330463,0.122533545,0.41499206
0.13489604,0.10279813,0.2431245,0.12066404,0.39851734
0.10566845,0.07678358,0.20903544,0.122420296,0.4860922
0.12849316,0.09992132,0.22924793,0.113040596,0.42929697
0.13465504,0.10339364,0.23551731,0.11871238,0.4077216
0.13780849,0.10601866,0.24585551,0.12888856,0.3814288
0.13772997,0.106799185,0.24769466,0.12717603,0.38060018
0.108686626,0.07791361,0.20903732,0.13030073,0.47406176
0.13232744,0.10273914,0.23436438,0.12035601,0.41021308
0.13655055,0.10673795,0.24035658,0.1239804,0.3923745
0.14090414,0.1058934,0.24911778,0.13685267,0.367232
0.14125161,0.110773094,0.2508518,0.1347284,0.36239514
0.10916941,0.07956878,0.20914936,0.13637431,0.46573818
0.13553852,0.10811621,0.23665158,0.12748152,0.3922121
0.14077695,0.11120418,0.23634641,0.13002776,0.38164473
0.1445383,0.11660863,0.2498244,0.12866165,0.36036703
0.14503929,0.11138254,0.24364579,0.13667834,0.36325404
0.110560045,0.08281478,0.20602056,0.13178824,0.4688164
0.1383219,0.10896759,0.2338012,0.13116719,0.38774213
0.14345422,0.113687575,0.2376055,0.13361183,0.3716408
0.14569531,0.11856511,0.23902935,0.13011906,0.3665912
0.14783175,0.11837527,0.24002726,0.14230908,0.35145664
0.113711655,0.08608492,0.14171168,0.22254346,0.43594825
0.1393509,0.11598547,0.23571134,0.12224934,0.3867029
0.14625211,0.11431702,0.23607622,0.13789594,0.3654587
0.14699325,0.12373821,0.2351432,0.13232292,0.36180237
0.14996071,0.1257205,0.24000803,0.13050564,0.35380512
0.11562645,0.08769167,0.21602605,0.13771822,0.44293755
0.14221025,0.122046,0.23479225,0.1288831,0.37206843
0.14759691,0.1276809,0.23884007,0.1299797,0.35590243
0.15124103,0.12662326,0.24419451,0.1405087,0.33743253
0.15297057,0.13227993,0.24533886,0.1365106,0.33290008
0.117631406,0.09073595,0.1429982,0.23006275,0.41857174
0.14605868,0.12418513,0.24018556,0.13510722,0.35446343
0.15140852,0.132196,0.23910181,0.13473183,0.34256178
0.1555001,0.12765697,0.24205434,0.14638211,0.32840648
0.15757167,0.13522196,0.24673456,0.14380111,0.31667066
0.1214031,0.09808135,0.22215973,0.14517541,0.41318047
0.14912896,0.1295487,0.24105355,0.13833834,0.34193048
0.1558055,0.13668208,0.24776208,0.13971421,0.32003617
0.15619148,0.13627641,0.24052744,0.15152487,0.31547987
0.15946676,0.1339243,0.25099525,0.1489688,0.30664483
0.12283441,0.09802543,0.14505473,0.22531812,0.40876734
0.15194537,0.1313249,0.23646337,0.14268768,0.3375787
0.15864128,0.13754927,0.245614,0.14512499,0.3130705
0.15915164,0.13419053,0.24380489,0.1546742,0.30817875
0.16121304,0.13925016,0.23995024,0.14720367,0.31238294
0.12447054,0.10262607,0.1445978,0.2383031,0.39000246
0.15482998,0.13612911,0.23985575,0.15030222,0.31888288
0.1608747,0.13870269,0.24620712,0.1510901,0.30312547
0.16372493,0.14760116,0.24512953,0.14293917,0.30060527
0.16442986,0.14364891,0.24605724,0.15362035,0.29224366
0.12955925,0.11010054,0.14935385,0.23406722,0.37691912
0.15676314,0.14883539,0.23791993,0.14021721,0.31626436
