Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.096, 0.105, 0.12, 0.13763893249607537, 0.15870068027210887, 0.17670918367346933, 0.191, 0.207, 0.22, 0.234, 0.25, 0.265, 0.281, 0.303, 0.323, 0.35, 0.3795853061224489, 0.413, 0.448, 0.489, 0.567, 0.6558571428571429, 0.767, 0.8533338775510203, 0.9814081632653057, 1.0643820408163265, 1.154, 1.2093102040816326, 1.269, 1.317, 1.377, 1.419, 1.4626981740064444, 1.504335949764521, 1.544178775510204, 1.578, 1.6182578849721707, 1.651, 1.682, 1.716081632653061, 1.742380584666299, 1.772, 1.809, 1.836, 1.865, 1.89, 1.916854875283447, 1.947, 1.973, 2.005]",1.2,25,-2.4,2.336,2.338
3,"[0.097, 0.107, 0.12261054421768683, 0.13971811224489802, 0.163, 0.18032312925170058, 0.195, 0.2101657142857143, 0.221, 0.238, 0.253, 0.269, 0.28405048335123523, 0.303, 0.32757142857142857, 0.3544770408163264, 0.386, 0.418, 0.4479175510204081, 0.5105843179377012, 0.579, 0.68, 0.763, 0.887, 0.971, 1.073, 1.1612913832199545, 1.222, 1.275, 1.33, 1.3807680890538032, 1.423562358276644, 1.473, 1.511, 1.5444367346938774, 1.5841318681318677, 1.621, 1.66, 1.682488163265306, 1.7250099282956426, 1.757, 1.7839477551020408, 1.812, 1.8459246467817891, 1.869, 1.8947208689927584, 1.928, 1.953, 1.9786797488226056, 2.009]",1.2,25,-2.4,2.339,2.34
4,"[0.098, 0.109, 0.12334888241010684, 0.14124897959183658, 0.16462811791383175, 0.183, 0.196, 0.211, 0.224, 0.24018995290423842, 0.256, 0.27, 0.287, 0.304, 0.3333303571428571, 0.357, 0.38197017268445843, 0.423, 0.45864318630678075, 0.502, 0.5659066326530611, 0.676, 0.798, 0.881, 0.987, 1.073, 1.1584370748299317, 1.2254929356357926, 1.281, 1.347, 1.383, 1.4279505907626204, 1.474, 1.5142605965463105, 1.547, 1.595, 1.62, 1.661, 1.6890156985871263, 1.7246856039713183, 1.7565412244897958, 1.789, 1.82, 1.846, 1.879, 1.907, 1.9285034013605444, 1.949, 1.984, 2.014]",1.2,25,-2.4,2.341,2.34
5,"[0.1, 0.11, 0.12918477661334807, 0.14620861678004538, 0.166, 0.183, 0.198, 0.217, 0.226, 0.24094348508634206, 0.25748734693877556, 0.27163137755102046, 0.288, 0.31, 0.3308106312292359, 0.359, 0.38852154195011335, 0.423, 0.474, 0.522, 0.5931346938775508, 0.711, 0.8234765906362544, 0.8837103036336486, 1.005, 1.085, 1.161, 1.2259073783359498, 1.2829047619047615, 1.3464795918367347, 1.3915824600110314, 1.433, 1.471266156462585, 1.52, 1.551, 1.598, 1.631421768707483, 1.6634149659863944, 1.690222919937205, 1.731, 1.758, 1.791, 1.8205238095238094, 1.8480408163265305, 1.877, 1.9026304467733037, 1.935, 1.957, 1.985, 2.016]",1.2,25,-2.4,2.341,2.34
6,"[0.1, 0.11, 0.126, 0.14466718995290412, 0.1663219954648524, 0.183, 0.19853387755102056, 0.213, 0.231, 0.243, 0.25602040816326527, 0.272, 0.28789115646258506, 0.307, 0.333, 0.362, 0.3904236734693876, 0.422, 0.466, 0.523370612244898, 0.595, 0.696, 0.825, 0.902, 1.0, 1.088, 1.161, 1.224, 1.284, 1.343, 1.388, 1.432, 1.481, 1.5181852433281005, 1.55, 1.592, 1.6340901360544218, 1.665, 1.6879608843537408, 1.727, 1.7625191836734693, 1.788, 1.819, 1.85, 1.874, 1.901884081632653, 1.934, 1.948, 1.982398886827458, 2.013]",1.2,25,-2.4,2.339,2.339
7,"[0.102, 0.111, 0.128, 0.1466848979591835, 0.169, 0.185, 0.2, 0.214, 0.231, 0.244, 0.25815646258503383, 0.274, 0.29, 0.309, 0.34, 0.363, 0.393, 0.428, 0.472, 0.5236750392464676, 0.599, 0.699, 0.828, 0.8951575510204081, 0.994, 1.0897346938775512, 1.172, 1.2345500927643784, 1.287, 1.332, 1.39, 1.4380575139146567, 1.478, 1.515, 1.5513643457382953, 1.595, 1.63, 1.661, 1.693, 1.731, 1.761, 1.7934455782312928, 1.823, 1.8491078717201164, 1.877, 1.9101272824919442, 1.936, 1.955, 1.985, 2.012]",1.2,25,-2.4,2.343,2.34
8,"[0.103, 0.11239918367346943, 0.12791836734693873, 0.149, 0.17, 0.186, 0.2, 0.2153771428571429, 0.2293554100885638, 0.24463265306122436, 0.26, 0.274, 0.29114625850340137, 0.31, 0.34, 0.3609659863945577, 0.388, 0.434, 0.46340136054421777, 0.5284244897959185, 0.612, 0.705, 0.824, 0.9014608843537417, 1.002, 1.088, 1.176, 1.234, 1.289, 1.339, 1.395, 1.4351972789115648, 1.482, 1.521, 1.5537722448979592, 1.5937188940092168, 1.631, 1.668, 1.6963738404452693, 1.733, 1.7591026991441738, 1.787, 1.8245119047619052, 1.853, 1.886, 1.90646166574738, 1.9319478458049888, 1.963, 1.988, 2.02]",1.2,25,-2.4,2.35,2.345
9,"[0.102, 0.11405477980665946, 0.132, 0.149, 0.16932270408163286, 0.186, 0.202, 0.22, 0.232, 0.243, 0.26061734693877536, 0.273, 0.294, 0.311, 0.3353087557603686, 0.367, 0.39630442176870756, 0.43259620991253656, 0.4632891156462585, 0.5370739795918368, 0.5839954081632652, 0.7134591836734693, 0.836, 0.9142073039742211, 0.997, 1.0939183673469388, 1.1736717687074831, 1.2307536443148688, 1.287, 1.3365153061224488, 1.392, 1.4366054421768708, 1.477, 1.518, 1.5694489795918365, 1.5964962406015037, 1.6332891156462586, 1.671, 1.6951193092621664, 1.73, 1.7680907029478459, 1.7876493018259934, 1.8229761904761896, 1.85, 1.881, 1.908, 1.9373199279711883, 1.9606598639455775, 1.986, 2.015]",1.2,25,-2.4,2.348,2.345
10,"[0.102, 0.114, 0.131, 0.149, 0.171, 0.188, 0.20191365777080086, 0.219, 0.23, 0.245, 0.26, 0.2750646258503401, 0.293, 0.3123945578231294, 0.339, 0.368, 0.39862693877551025, 0.432, 0.478, 0.532618738404453, 0.6047551020408165, 0.719, 0.817, 0.918, 1.007, 1.091790816326531, 1.183, 1.2332979591836737, 1.2907195767195767, 1.339, 1.3975608953258722, 1.436, 1.479, 1.52, 1.559, 1.597, 1.637, 1.67, 1.7, 1.7339681632653061, 1.769, 1.790366530612245, 1.827, 1.853, 1.882, 1.906, 1.939, 1.956, 1.988, 2.019]",1.2,25,-2.4,2.346,2.342
11,"[0.102, 0.113, 0.134, 0.14975295381310416, 0.171, 0.187, 0.20202448979591847, 0.21701930501930505, 0.228, 0.243, 0.26054638218923937, 0.277, 0.29207482993197237, 0.3107065306122449, 0.337, 0.369, 0.396, 0.431, 0.4654863945578231, 0.5332775510204082, 0.616, 0.714, 0.8174370748299319, 0.917, 1.009, 1.095161410018553, 1.183, 1.235, 1.298, 1.339, 1.4020047095761383, 1.436, 1.4808906122448982, 1.521, 1.555, 1.6, 1.635, 1.666, 1.695, 1.732, 1.764, 1.793, 1.825, 1.854, 1.885, 1.907, 1.939, 1.962478498542274, 1.987, 2.017]",1.2,25,-2.4,2.349,2.345
