Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.096, 0.1094723032069971, 0.1238806907378337, 0.142, 0.16, 0.17704081632653046, 0.194, 0.211, 0.227, 0.2441627137341423, 0.25664979591836745, 0.27, 0.2838018053375196, 0.30907993197278916, 0.329, 0.351, 0.383, 0.412, 0.452, 0.495, 0.56, 0.676, 0.774, 0.873, 0.9762555102040815, 1.074, 1.148833594976452, 1.231, 1.289, 1.336, 1.397056514913658, 1.443, 1.475, 1.515, 1.559308113489298, 1.5937582417582417, 1.635, 1.668812244897959, 1.7008715041572184, 1.738, 1.765, 1.793133786848073, 1.833, 1.857, 1.891, 1.917, 1.94, 1.972, 1.9929355531686357, 2.028]",1.2,25,-2.4,2.375,2.349
3,"[0.098, 0.111, 0.126, 0.146, 0.16274149659863937, 0.182, 0.19982766439909305, 0.215, 0.23, 0.24648703805846667, 0.26, 0.273, 0.291, 0.31207993197278916, 0.33224175824175806, 0.354, 0.3870657596371879, 0.41660544217686973, 0.458, 0.503, 0.567, 0.684, 0.7731020408163267, 0.892, 0.987, 1.103165306122449, 1.157, 1.2216093294460642, 1.294190476190476, 1.343, 1.402, 1.443, 1.481, 1.524, 1.563, 1.61, 1.641, 1.675, 1.712, 1.7403197278911566, 1.7726831364124593, 1.801, 1.838, 1.87, 1.896, 1.923, 1.949, 1.97625850340136, 2.003, 2.033]",1.2,25,-2.4,2.379,2.35
4,"[0.099, 0.109, 0.1278806907378337, 0.146, 0.165, 0.18459647495361778, 0.202, 0.217, 0.23171183673469392, 0.247, 0.26064979591836746, 0.278, 0.293, 0.316, 0.334, 0.362, 0.39, 0.4179013605442174, 0.448, 0.504, 0.567, 0.683, 0.777, 0.895, 0.9919125364431484, 1.084, 1.158, 1.243, 1.299, 1.347, 1.4060734693877552, 1.448, 1.4858602825745684, 1.527, 1.567, 1.612, 1.647, 1.678, 1.708, 1.74, 1.777, 1.8056751700680271, 1.838, 1.8645861224489797, 1.895239795918367, 1.921644081632653, 1.953, 1.977, 2.001, 2.034]",1.2,25,-2.4,2.382,2.353
5,"[0.101, 0.111, 0.131, 0.15063982349696636, 0.16774149659863938, 0.189, 0.20322448979591903, 0.218, 0.233, 0.25048703805846667, 0.262, 0.276, 0.294, 0.317, 0.341, 0.362, 0.393, 0.423, 0.464, 0.506, 0.5715941470927993, 0.686, 0.788, 0.8916201814058956, 0.997, 1.0962741792369122, 1.1684550468836183, 1.23, 1.302, 1.351, 1.41, 1.453, 1.48, 1.5324436557231589, 1.58, 1.6062967032967033, 1.6489232653061223, 1.6812185821697099, 1.7127108843537415, 1.743, 1.7797591836734692, 1.809, 1.845142857142857, 1.8702653061224488, 1.903, 1.9280912364945977, 1.956, 1.979172335600907, 2.006, 2.037]",1.2,25,-2.4,2.383,2.352
6,"[0.101, 0.118, 0.13135034013605448, 0.1541895043731778, 0.169, 0.19, 0.206, 0.21903759398496248, 0.234, 0.25, 0.26444557823129256, 0.278, 0.2950374149659861, 0.319, 0.342, 0.364, 0.39477210884353725, 0.4340739106453392, 0.45923639455782317, 0.507, 0.5805216326530611, 0.693, 0.809, 0.91, 1.005078999341672, 1.101, 1.173, 1.2543102040816325, 1.3046031746031745, 1.353, 1.413, 1.458, 1.497, 1.533, 1.581, 1.618, 1.653, 1.6832221706864563, 1.7149115646258504, 1.746, 1.779, 1.810272824919441, 1.843251700680272, 1.87, 1.903, 1.933, 1.956, 1.988, 2.005, 2.038]",1.2,25,-2.4,2.38,2.348
7,"[0.103, 0.115, 0.131, 0.1509727891156461, 0.167, 0.188, 0.203, 0.219, 0.2329611586570112, 0.249, 0.26278112244897966, 0.276, 0.291, 0.31907993197278917, 0.3431654135338345, 0.366, 0.396, 0.429, 0.46684013605442165, 0.508, 0.5820174927113704, 0.7050396825396826, 0.7984178302900109, 0.909, 1.005, 1.1025510204081632, 1.184, 1.2366824489795918, 1.3066802721088435, 1.352, 1.414, 1.456, 1.495, 1.533, 1.581, 1.6175510204081631, 1.6508401360544216, 1.684, 1.7158554421768708, 1.7476698250728864, 1.782, 1.812, 1.847, 1.87, 1.904, 1.933, 1.9555889890840055, 1.9812585034013601, 2.006905808477237, 2.04]",1.2,25,-2.4,2.382,2.35
8,"[0.103, 0.112, 0.133, 0.152, 0.16982766439909291, 0.18717346938775495, 0.20661224489795935, 0.221, 0.2357118367346939, 0.25316271373414234, 0.264, 0.279, 0.297, 0.314, 0.341, 0.369, 0.397, 0.427, 0.46763372717508034, 0.519370612244898, 0.5805918367346938, 0.723, 0.8, 0.9177558309037901, 1.002, 1.120165306122449, 1.174, 1.2427910848549946, 1.305690476190476, 1.3572623906705539, 1.417, 1.457, 1.492, 1.536, 1.5847895408163264, 1.611, 1.651, 1.684, 1.715, 1.7468312189740762, 1.778, 1.813, 1.849, 1.873, 1.9037397959183668, 1.931, 1.957, 1.988081632653061, 2.009619763694951, 2.04]",1.2,25,-2.4,2.378,2.347
9,"[0.102, 0.116, 0.133, 0.153, 0.17, 0.187, 0.207, 0.22026190476190535, 0.236, 0.25450170068027217, 0.265, 0.278950625411455, 0.29663192419825074, 0.321, 0.346, 0.36750966702470456, 0.398049319727891, 0.43143265306122447, 0.469, 0.509, 0.5778995918367347, 0.721, 0.805, 0.906, 0.994, 1.1075030336458909, 1.193, 1.256, 1.309, 1.355, 1.414, 1.458, 1.4927405247813414, 1.537, 1.574, 1.619, 1.645, 1.685, 1.7157108843537414, 1.745230204081633, 1.781, 1.813, 1.847, 1.8761396348012889, 1.908, 1.9314679300291546, 1.958, 1.9850816326530611, 2.01, 2.041]",1.2,25,-2.4,2.379,2.347
10,"[0.102, 0.11740408163265305, 0.135, 0.155, 0.174, 0.191, 0.208, 0.22084523809523812, 0.236, 0.25485289115646254, 0.265, 0.281, 0.298, 0.322, 0.347, 0.36942496998799507, 0.4, 0.431, 0.4750521541950113, 0.5184440816326529, 0.585, 0.727, 0.814, 0.926, 1.013, 1.106, 1.178493105350248, 1.254, 1.3032976190476186, 1.351669387755102, 1.413, 1.4515858843537415, 1.496485499462943, 1.536334804191947, 1.584, 1.611, 1.656, 1.687, 1.719, 1.7505096670247045, 1.783, 1.8124511858797572, 1.847, 1.8704747583243824, 1.9062653061224488, 1.9311195335276967, 1.9595206164098293, 1.985, 2.011, 2.042]",1.2,25,-2.4,2.38,2.348
11,"[0.104, 0.11572121678860227, 0.135, 0.154, 0.171, 0.192, 0.207, 0.221, 0.23562083780880777, 0.2507508503401361, 0.26485499462943085, 0.281, 0.29443155798904924, 0.32206188281764325, 0.344, 0.371, 0.40154367346938774, 0.434, 0.473, 0.511, 0.583, 0.71, 0.813, 0.929, 1.0132555102040814, 1.1212644897959183, 1.181, 1.251, 1.308, 1.356, 1.415, 1.463, 1.488, 1.536976326530612, 1.581, 1.6214480519480519, 1.654, 1.688, 1.719, 1.75, 1.7829989258861438, 1.814, 1.849, 1.88, 1.9092397959183671, 1.935, 1.9621020408163259, 1.9851292517006802, 2.009, 2.043]",1.2,25,-2.4,2.375,2.344
12,"[0.103, 0.11841020408163254, 0.134, 0.15263893249607535, 0.175, 0.19020918367346934, 0.208, 0.22102304147465443, 0.235, 0.251, 0.265, 0.28, 0.298, 0.318, 0.345, 0.371, 0.3992206025267249, 0.43121036106750377, 0.473, 0.523, 0.588, 0.712, 0.816, 0.9125941043083899, 1.009, 1.115238775510204, 1.19, 1.236, 1.3042207792207792, 1.3526294307196562, 1.412, 1.46, 1.504, 1.538534693877551, 1.5797615467239525, 1.61, 1.6517959183673467, 1.686238427078148, 1.715, 1.749, 1.783, 1.8137159863945576, 1.848440476190476, 1.872, 1.9042908163265306, 1.93, 1.958, 1.989, 2.009, 2.04]",1.2,25,-2.4,2.375,2.345
