Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.101, 0.116, 0.13086054421768686, 0.155, 0.17541618075801738, 0.193, 0.209, 0.225, 0.244, 0.256, 0.27, 0.286, 0.304, 0.317, 0.3419404761904761, 0.36545408163265286, 0.3857444897959183, 0.424, 0.463, 0.517, 0.585, 0.689, 0.804, 0.9150629251700679, 1.022, 1.117, 1.1814897959183672, 1.258, 1.308, 1.355, 1.4016326530612229, 1.443, 1.4787095761381475, 1.532, 1.5666094870380585, 1.603, 1.638, 1.682, 1.709, 1.743, 1.773, 1.8048548752834468, 1.832, 1.868, 1.897, 1.9234418091560948, 1.947, 1.971, 2.004, 2.028]",1.2,25,-2.4,2.349,2.351
3,"[0.102, 0.119, 0.14023730422401515, 0.156, 0.17498400441257578, 0.197, 0.214, 0.225, 0.247, 0.260659863945578, 0.27394844253490863, 0.288, 0.30550590762620833, 0.325, 0.3456571428571429, 0.37, 0.395, 0.43, 0.47507666850523994, 0.526, 0.6010281301709873, 0.6877443609022558, 0.816, 0.9105481049562684, 1.02, 1.114, 1.179, 1.2545660580021483, 1.3124342857142857, 1.365, 1.408, 1.451, 1.488, 1.5416139455782314, 1.5708299319727892, 1.612, 1.6456303854875287, 1.681, 1.711, 1.743, 1.78, 1.807, 1.843, 1.872, 1.902, 1.929, 1.951, 1.9820718367346941, 2.0, 2.031]",1.2,25,-2.4,2.346,2.348
4,"[0.104, 0.121, 0.144, 0.16, 0.184, 0.201, 0.2162789115646257, 0.23244947735191646, 0.25, 0.26341257584114725, 0.277, 0.291, 0.309, 0.3271938775510206, 0.34780952380952335, 0.37247551020408165, 0.396, 0.431, 0.472, 0.5227874149659864, 0.595, 0.7003834586466166, 0.816, 0.9313435374149657, 1.026, 1.122, 1.195, 1.262, 1.3104841269841268, 1.365505306122449, 1.416, 1.457, 1.489, 1.523, 1.5752244897959184, 1.608, 1.6471374149659863, 1.679, 1.71, 1.7419737609329438, 1.783, 1.8105544217687075, 1.8383516483516478, 1.868, 1.895, 1.921, 1.9533741496598633, 1.97848913759052, 2.0020042964554237, 2.036]",1.2,25,-2.4,2.352,2.353
5,"[0.104, 0.123, 0.14219801434087145, 0.16365306122448992, 0.185, 0.2, 0.217, 0.236, 0.246, 0.26414782129067843, 0.2767453061224491, 0.294, 0.30844629430719667, 0.329, 0.349, 0.376, 0.397, 0.431, 0.467, 0.525, 0.599, 0.7219560439560442, 0.8375036734693879, 0.925, 1.031, 1.122, 1.196, 1.272, 1.319, 1.371, 1.416, 1.455, 1.4868460111317254, 1.538, 1.582, 1.617171428571429, 1.6505419501133791, 1.689, 1.7192215743440233, 1.757, 1.788, 1.8127823129251714, 1.8416547619047625, 1.871, 1.906, 1.931, 1.955, 1.983092970521542, 2.012, 2.038]",1.2,25,-2.4,2.351,2.35
6,"[0.104, 0.12047011661807584, 0.1402790954219525, 0.15983892128279886, 0.18397108843537394, 0.198, 0.21488775510204056, 0.233, 0.249, 0.26255322669608383, 0.275, 0.291, 0.306, 0.327, 0.3474671814671814, 0.36960897959183664, 0.396, 0.4294195011337864, 0.464, 0.519, 0.6060612244897959, 0.7184169884169884, 0.826, 0.937, 1.0225567346938773, 1.127, 1.191, 1.264, 1.3140439560439559, 1.365, 1.41, 1.45, 1.484, 1.541, 1.572, 1.6048112244897959, 1.646, 1.686, 1.713, 1.745, 1.781, 1.81, 1.8377142857142859, 1.872273654916512, 1.9023537414965983, 1.928, 1.95, 1.9763534693877551, 2.008, 2.035]",1.2,25,-2.4,2.344,2.347
7,"[0.105, 0.1234625850340141, 0.13870275066548357, 0.16, 0.185, 0.2, 0.216, 0.23, 0.245, 0.26330247813411084, 0.2755480192076832, 0.29, 0.310043599257885, 0.328, 0.348, 0.368, 0.3961444897959184, 0.433, 0.473, 0.529, 0.595, 0.7148095238095247, 0.833, 0.9178129251700681, 1.027, 1.1179234693877553, 1.1797111459968606, 1.2538920068027213, 1.311, 1.363, 1.41, 1.452, 1.4861465677179964, 1.53, 1.567, 1.613, 1.6448787515006005, 1.684, 1.711, 1.754, 1.78, 1.809, 1.8411547619047626, 1.873, 1.903, 1.927, 1.952, 1.9765869387755104, 2.007, 2.033]",1.2,25,-2.4,2.349,2.352
8,"[0.106, 0.12087346938775505, 0.144, 0.163, 0.184, 0.19941836734693866, 0.217, 0.234, 0.249, 0.2625383342526199, 0.276, 0.2922448979591836, 0.3057689795918367, 0.32777306122448974, 0.349, 0.369, 0.396296455424275, 0.432, 0.479, 0.529, 0.6310867346938778, 0.718, 0.8385697959183674, 0.943, 1.0249576138147565, 1.124, 1.1808194662480378, 1.265, 1.301, 1.363, 1.407, 1.453, 1.482739332096475, 1.537334879406308, 1.568622448979592, 1.609, 1.644, 1.689, 1.7122456268221575, 1.75, 1.78, 1.806, 1.8421269841269845, 1.872, 1.9024326530612246, 1.927, 1.949, 1.984, 1.9994759183673472, 2.033]",1.2,25,-2.4,2.35,2.354
9,"[0.106, 0.123, 0.143, 0.165, 0.18, 0.201612244897959, 0.217, 0.235, 0.249, 0.263, 0.2761683673469385, 0.295, 0.309, 0.328, 0.34873809523809535, 0.36887340020754067, 0.396225306122449, 0.4325893877551021, 0.474, 0.5300494092373792, 0.638, 0.728, 0.842, 0.9189823496966355, 1.0314979591836735, 1.13, 1.192, 1.2638962585034017, 1.3119365079365082, 1.3628383673469389, 1.411, 1.4555090702947846, 1.484, 1.531294693877551, 1.5717615467239527, 1.611, 1.6464727891156463, 1.6872710204081636, 1.7125731292517012, 1.748554421768708, 1.7802674543501615, 1.8071851311953353, 1.8430914285714288, 1.869, 1.9, 1.926, 1.9511302982731558, 1.983, 2.007, 2.033]",1.2,25,-2.4,2.35,2.355
10,"[0.107, 0.122, 0.147, 0.162, 0.185, 0.201, 0.22, 0.23390857142857144, 0.248, 0.263, 0.2768191094619665, 0.292, 0.306, 0.329, 0.349, 0.37379812465526757, 0.398, 0.433, 0.475, 0.5258388829215898, 0.636, 0.73, 0.8427913832199546, 0.946, 1.022, 1.123, 1.1834261224489797, 1.267, 1.303, 1.364, 1.411, 1.45092333149476, 1.4857951895043733, 1.535, 1.576, 1.6124285714285715, 1.646, 1.69, 1.713, 1.7492210884353747, 1.78, 1.808675413022352, 1.837, 1.872, 1.899, 1.926, 1.949, 1.978, 2.006915227629514, 2.034]",1.2,25,-2.4,2.35,2.354
11,"[0.105, 0.12535410921125203, 0.145, 0.164, 0.185, 0.201, 0.21903826530612233, 0.231, 0.248, 0.2634167561761545, 0.276, 0.291, 0.311, 0.329, 0.34914285714285714, 0.3754613319011815, 0.397, 0.434, 0.4758335123523094, 0.5276375510204082, 0.63, 0.725, 0.849, 0.942, 1.031, 1.12634110787172, 1.192, 1.268, 1.3178095238095242, 1.365427113702624, 1.41, 1.448, 1.499, 1.539, 1.578152436484798, 1.609, 1.6468290126861556, 1.675, 1.714, 1.754, 1.7795935027072054, 1.808, 1.839, 1.873, 1.9012908163265307, 1.9260493197278912, 1.953045780474352, 1.985, 2.007, 2.033]",1.2,25,-2.4,2.347,2.352
12,"[0.105, 0.124, 0.142, 0.166, 0.18541205053449944, 0.2, 0.216, 0.234, 0.249792057363486, 0.263, 0.277, 0.29519978517722884, 0.309, 0.32839403453689175, 0.34909142857142855, 0.373, 0.397, 0.4330310204081634, 0.482, 0.533, 0.6109387755102043, 0.748, 0.837, 0.949406462585034, 1.036, 1.125, 1.185, 1.268, 1.314, 1.3657893877551022, 1.4116581632653062, 1.456, 1.487, 1.5380204081632656, 1.574091836734694, 1.6165714285714294, 1.645, 1.6882157434402334, 1.717, 1.7530910093767238, 1.771, 1.808, 1.844, 1.874, 1.9014103695532267, 1.927, 1.9521161695447413, 1.9830669387755104, 1.9974734693877552, 2.033]",1.2,25,-2.4,2.348,2.353
13,"[0.106, 0.124, 0.143, 0.166, 0.18093424036281158, 0.202, 0.22, 0.2349085714285714, 0.251, 0.264, 0.277, 0.29172489795918355, 0.308, 0.331, 0.3496571428571429, 0.376, 0.399476558190844, 0.436, 0.475, 0.534, 0.617, 0.739, 0.843, 0.936, 1.0269576138147565, 1.129, 1.195, 1.257, 1.305, 1.365, 1.415, 1.458, 1.489, 1.54, 1.58, 1.613, 1.6459727891156468, 1.675, 1.714, 1.753, 1.781, 1.81, 1.839, 1.869, 1.901, 1.9273673469387758, 1.95, 1.9820718367346941, 1.998, 2.034]",1.2,25,-2.4,2.348,2.351
14,"[0.107, 0.124, 0.145, 0.16345224489795912, 0.186, 0.201, 0.216, 0.23480952380952375, 0.249, 0.264, 0.277, 0.29248979591836727, 0.31, 0.328, 0.351, 0.3739028393966283, 0.398, 0.435, 0.474, 0.532, 0.625, 0.741, 0.842, 0.9535403304178813, 1.0334979591836735, 1.125, 1.196, 1.2624302040816326, 1.313, 1.368, 1.414, 1.443, 1.487, 1.5289252797893351, 1.574, 1.617, 1.6458290126861557, 1.688, 1.715, 1.754, 1.781, 1.81, 1.838, 1.8702605965463113, 1.9, 1.928, 1.949, 1.9820276295133439, 2.001915227629514, 2.032]",1.2,25,-2.4,2.348,2.352
15,"[0.108, 0.127, 0.147, 0.164, 0.18598259303721482, 0.2, 0.217, 0.23, 0.252, 0.26431673469387745, 0.277, 0.2961224489795918, 0.308, 0.329, 0.35, 0.378, 0.400225306122449, 0.435, 0.48107666850523995, 0.53, 0.648, 0.735, 0.8554339419978519, 0.9349789335088875, 1.034, 1.136, 1.185, 1.262, 1.311, 1.366, 1.414, 1.44692333149476, 1.491, 1.541, 1.577, 1.6133061224489795, 1.6534727891156464, 1.688, 1.7114298469387759, 1.751, 1.782, 1.809, 1.837, 1.8702605965463113, 1.9, 1.928, 1.952547755102041, 1.975, 2.005, 2.033]",1.2,25,-2.4,2.347,2.35
16,"[0.108, 0.12487346938775505, 0.1474251700680271, 0.167, 0.18612674543501612, 0.203, 0.217, 0.23090857142857144, 0.249, 0.264, 0.277, 0.296, 0.308, 0.3285635792778649, 0.35034065934065933, 0.3735655036208032, 0.400225306122449, 0.434, 0.485, 0.5345626822157437, 0.642, 0.729, 0.846172684458399, 0.958, 1.036, 1.13, 1.198, 1.2684302040816327, 1.3179047619047621, 1.367, 1.413, 1.45, 1.4875566326530614, 1.539, 1.572, 1.6115357142857145, 1.648, 1.69, 1.718, 1.745, 1.7802032653061228, 1.809431972789116, 1.8371904761904767, 1.871, 1.9011395918367346, 1.9272192231731404, 1.955, 1.982, 1.999, 2.033]",1.2,25,-2.4,2.345,2.349
