Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.093, 0.101, 0.12, 0.13897165532879824, 0.162, 0.179, 0.195, 0.209, 0.228, 0.24060938775510202, 0.255, 0.2705227629513343, 0.28615836734693884, 0.30890118152524165, 0.332, 0.35, 0.386, 0.415, 0.460078231292517, 0.508, 0.5745514842300556, 0.7044971428571429, 0.8117324263038554, 0.907, 0.9982950910093769, 1.104, 1.183, 1.236, 1.282547619047619, 1.3437893877551021, 1.393, 1.435, 1.4719591836734693, 1.5061355102040817, 1.5495911078717202, 1.589, 1.6253750689464976, 1.6572267573696151, 1.6950107411385607, 1.7256244897959183, 1.754, 1.788, 1.8156240601503766, 1.846, 1.875, 1.904, 1.927625850340137, 1.951, 1.977, 2.006]",1.2,25,-2.4,2.318,2.315
3,"[0.092, 0.102, 0.122, 0.139, 0.159, 0.17936734693877515, 0.195, 0.208, 0.226, 0.241, 0.253, 0.2692179591836734, 0.284, 0.30681740064446833, 0.329, 0.35405102040816344, 0.386, 0.412, 0.46, 0.507, 0.577, 0.7, 0.8025748299319727, 0.909, 1.005, 1.1042008163265309, 1.1706061224489794, 1.224, 1.285, 1.33, 1.39, 1.432, 1.472177394034537, 1.5058695335276968, 1.5424955102040816, 1.5768571428571427, 1.615, 1.6506443148688044, 1.69, 1.7226609105180537, 1.7504387755102042, 1.777, 1.8117485714285713, 1.839, 1.874, 1.894, 1.925, 1.954, 1.978, 2.005]",1.2,25,-2.4,2.313,2.311
4,"[0.09, 0.10370408163265304, 0.12165677179962889, 0.144, 0.16, 0.17452040816326486, 0.194, 0.20763095238095267, 0.2234629430719658, 0.2382408163265306, 0.253, 0.2673931256713211, 0.283, 0.307, 0.33, 0.35, 0.388, 0.413, 0.462, 0.512, 0.5970408163265308, 0.719, 0.796, 0.921, 1.006, 1.0943844897959183, 1.165, 1.2327400644468312, 1.287, 1.326, 1.391, 1.4293866213151925, 1.478, 1.508, 1.5467725947521864, 1.589, 1.62, 1.656, 1.691, 1.723, 1.7513061224489792, 1.785, 1.812051020408163, 1.846, 1.873659863945578, 1.898, 1.921, 1.9548390022675735, 1.975, 2.005]",1.2,25,-2.4,2.31,2.311
5,"[0.092, 0.106, 0.12050371057513916, 0.143, 0.16, 0.177, 0.193, 0.20604761904761915, 0.22338560687432885, 0.238, 0.2521836734693879, 0.268, 0.2832074829931975, 0.306, 0.33, 0.3517675968346522, 0.38412715855572976, 0.41189115646258506, 0.456, 0.509, 0.577469387755102, 0.722, 0.817, 0.9224099639855943, 1.004, 1.108, 1.178, 1.231646501457726, 1.285, 1.3279091507570773, 1.389, 1.4320258225739275, 1.47, 1.504, 1.5543348041919471, 1.5828285714285713, 1.617, 1.651, 1.6833020408163264, 1.713665139525198, 1.748, 1.784, 1.8112165898617512, 1.8380755102040824, 1.871, 1.8918861439312566, 1.919, 1.952, 1.977, 2.002]",1.2,25,-2.4,2.308,2.311
6,"[0.09, 0.10627137341423054, 0.121, 0.14023889555822325, 0.159, 0.17470800627943472, 0.1897259475218659, 0.207, 0.223, 0.241, 0.252, 0.269, 0.28327664399092994, 0.307, 0.33, 0.3565444897959183, 0.387, 0.41189115646258506, 0.44794938775510196, 0.5029251700680276, 0.5967346938775511, 0.7056428571428571, 0.8301496598639453, 0.92, 1.009, 1.11, 1.1577224489795919, 1.232, 1.2845238095238092, 1.331, 1.385, 1.4330258225739276, 1.472, 1.504, 1.5514955102040817, 1.5855357142857143, 1.618, 1.6509004081632652, 1.679, 1.72, 1.748, 1.7758290126861556, 1.81, 1.839, 1.871, 1.897, 1.919, 1.9503197278911555, 1.975, 2.001]",1.2,25,-2.4,2.306,2.309
7,"[0.091, 0.10367346938775482, 0.12, 0.1423972303206997, 0.159, 0.177, 0.19314749536178114, 0.20636507936507928, 0.2241272509003602, 0.237, 0.252, 0.268, 0.283, 0.307, 0.33, 0.3513673469387755, 0.384, 0.4137823129251702, 0.463, 0.51, 0.58, 0.728, 0.83, 0.9207975510204083, 1.006, 1.0964742212674545, 1.179865889212828, 1.234, 1.286, 1.3304373965802538, 1.391094191522763, 1.431, 1.471177394034537, 1.504, 1.543, 1.584, 1.621, 1.651608383894098, 1.685, 1.721, 1.747, 1.78, 1.8087485714285714, 1.8400755102040824, 1.8700530612244899, 1.891, 1.920578231292517, 1.952, 1.9695983673469388, 2.0]",1.2,25,-2.4,2.303,2.308
8,"[0.091, 0.09992163265306112, 0.12, 0.141, 0.1573265306122449, 0.172, 0.192, 0.20552380952380955, 0.223, 0.237, 0.25136800526662284, 0.26808746355685137, 0.283, 0.306, 0.33004395604395614, 0.355, 0.384, 0.415, 0.4585782312925166, 0.499, 0.581, 0.722, 0.816, 0.9264531539888683, 1.0116138147566718, 1.101, 1.1754662480376767, 1.232, 1.284, 1.334, 1.39, 1.431, 1.471, 1.5039455782312923, 1.555, 1.586, 1.618, 1.651, 1.6893020408163264, 1.72, 1.7482025117739404, 1.7769455782312922, 1.809, 1.8384221938775513, 1.871, 1.899, 1.918, 1.95, 1.972598367346939, 1.999]",1.2,25,-2.4,2.303,2.308
9,"[0.091, 0.1, 0.1208524332810049, 0.1398537414965982, 0.158, 0.176, 0.1926802721088436, 0.20652380952380955, 0.222, 0.23717469387755094, 0.25160042964554247, 0.267, 0.283, 0.307, 0.3292747252747255, 0.355, 0.391, 0.414, 0.46, 0.507, 0.583, 0.731, 0.834, 0.929, 1.0098866213151925, 1.11, 1.183, 1.233010204081633, 1.286, 1.3454183673469389, 1.391, 1.4312547376093294, 1.476, 1.505, 1.55, 1.5779081632653063, 1.622, 1.652, 1.69, 1.716, 1.747, 1.776, 1.8077485714285713, 1.839, 1.869, 1.8928861439312568, 1.919578231292517, 1.95, 1.975, 2.0]",1.2,25,-2.4,2.301,2.306
10,"[0.091, 0.106, 0.121, 0.13995124716553276, 0.159, 0.173, 0.192, 0.205, 0.224, 0.23495918367346935, 0.25073469387755126, 0.268, 0.2822074829931975, 0.30662122448979595, 0.329, 0.355, 0.384, 0.42523247559893523, 0.459, 0.502, 0.6, 0.7076428571428571, 0.8305748299319726, 0.941, 1.012, 1.107, 1.161, 1.232, 1.2855238095238093, 1.3445976676384843, 1.388, 1.429, 1.47, 1.505, 1.5485495626822157, 1.5857142857142856, 1.619, 1.651, 1.689, 1.711, 1.749, 1.775, 1.809, 1.842, 1.87, 1.8936734693877548, 1.917, 1.9474031991174847, 1.973, 1.998]",1.2,25,-2.4,2.3,2.306
11,"[0.092, 0.106, 0.125, 0.142, 0.15864868804664733, 0.173, 0.192, 0.20584555984555986, 0.221, 0.235, 0.25048979591836773, 0.26741915227629504, 0.283, 0.306, 0.33, 0.353, 0.3872361516034982, 0.421, 0.455, 0.501, 0.586, 0.733, 0.8345748299319726, 0.931, 1.008, 1.106836734693878, 1.176, 1.228646501457726, 1.2817606177606178, 1.332, 1.387, 1.428, 1.467, 1.502, 1.549, 1.586, 1.6187891156462588, 1.6498868274582559, 1.6891756051257711, 1.721, 1.747, 1.7757469387755103, 1.808, 1.8422517006802743, 1.869, 1.894, 1.917959912536443, 1.9500799319727888, 1.97415574650913, 1.998]",1.2,25,-2.4,2.299,2.305
