Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.099, 0.11508948194662473, 0.13311054421768703, 0.154, 0.174, 0.193, 0.213, 0.2272301587301587, 0.2434353741496584, 0.257, 0.27, 0.286, 0.303, 0.315, 0.339, 0.355564446831364, 0.388, 0.41925850340135895, 0.45564318630678075, 0.49980408163265294, 0.5546887755102039, 0.667, 0.794, 0.901, 1.0267325456498386, 1.121423469387755, 1.2002185374149659, 1.256, 1.312, 1.358311224489796, 1.407, 1.455, 1.5, 1.5346155102040815, 1.566, 1.6103626373626372, 1.636578231292517, 1.6775777080062795, 1.717, 1.7495204081632652, 1.776, 1.8131302982731556, 1.834, 1.874, 1.901, 1.93, 1.956, 1.9829115646258504, 2.009612244897958, 2.032]",1.2,25,-2.4,2.353,2.355
3,"[0.102, 0.11404653061224485, 0.139, 0.158, 0.17997108843537393, 0.198, 0.21205155746509113, 0.233, 0.247, 0.2616991253644314, 0.275, 0.289, 0.305, 0.32, 0.3383314285714286, 0.364, 0.3927394034536891, 0.428, 0.459, 0.5086232339089479, 0.563, 0.686, 0.813, 0.916, 1.0238626585769441, 1.1009489795918368, 1.208, 1.266, 1.311, 1.3622074829931974, 1.403, 1.4651367898510756, 1.504, 1.544, 1.577, 1.61, 1.65, 1.683551853394419, 1.726, 1.754, 1.784, 1.821, 1.851, 1.876, 1.9080049641478212, 1.9330289115646253, 1.959, 1.982, 2.011, 2.037]",1.2,25,-2.4,2.355,2.355
4,"[0.103, 0.115, 0.141, 0.157, 0.1823670010377032, 0.197, 0.214, 0.23384523809523813, 0.249, 0.263, 0.2754387755102039, 0.2898718367346937, 0.30560418904403863, 0.32, 0.340536866359447, 0.365, 0.3948644897959183, 0.431, 0.461, 0.5076232339089479, 0.5708506122448977, 0.691942857142857, 0.8062126398946675, 0.92, 1.0394918367346933, 1.132, 1.2092913832199546, 1.262, 1.321, 1.362845138055222, 1.418, 1.464, 1.505, 1.543, 1.574, 1.612, 1.657, 1.6897916219119227, 1.728, 1.758, 1.785, 1.822, 1.85, 1.882, 1.9024873469387753, 1.936, 1.9597804081632655, 1.9905064247921391, 2.016, 2.041]",1.2,25,-2.4,2.355,2.355
5,"[0.104, 0.11852653061224497, 0.14346214614878197, 0.16588383045525895, 0.185, 0.20198587127158543, 0.2150349854227404, 0.23384523809523813, 0.249, 0.263, 0.276, 0.292, 0.307, 0.3229248979591835, 0.34254826254826254, 0.368, 0.398, 0.423, 0.465, 0.511, 0.5709183673469385, 0.7082299651567944, 0.814, 0.9198979591836736, 1.022, 1.142, 1.211, 1.2517001316655694, 1.322, 1.367, 1.413, 1.473, 1.5047814351547069, 1.546, 1.578, 1.622, 1.649, 1.6925371720116618, 1.7300204081632642, 1.764, 1.790025267249757, 1.824, 1.853154761904762, 1.883, 1.907, 1.938, 1.962, 1.988, 2.017, 2.042]",1.2,25,-2.4,2.354,2.354
6,"[0.104, 0.12011632653061212, 0.145, 0.164, 0.183, 0.201, 0.21905155746509114, 0.234, 0.25, 0.264, 0.276, 0.294, 0.308, 0.3246870748299314, 0.3478114285714285, 0.367838589981447, 0.397, 0.435, 0.4607975510204081, 0.514, 0.5736887755102038, 0.7, 0.821, 0.935, 1.052, 1.113423469387755, 1.215, 1.265, 1.313, 1.37, 1.412, 1.469281179138322, 1.507, 1.544415885273028, 1.584, 1.618, 1.662, 1.6937916219119227, 1.7296893424036275, 1.764078310393925, 1.788, 1.8211302982731556, 1.845, 1.8774747583243823, 1.9045801749271136, 1.934702470461869, 1.96, 1.984, 2.0174734693877547, 2.042]",1.2,25,-2.4,2.353,2.354
7,"[0.104, 0.11840897959183681, 0.143, 0.16, 0.184, 0.201, 0.21644897959183804, 0.235, 0.251, 0.265, 0.276, 0.294, 0.308, 0.325, 0.348, 0.3698803339517624, 0.401, 0.428, 0.4643608163265306, 0.508, 0.5805408163265307, 0.714, 0.832, 0.933, 1.01933527696793, 1.147, 1.213, 1.2633893249607533, 1.321, 1.371, 1.4127152133580705, 1.4721799628942485, 1.513, 1.5485185528756957, 1.581, 1.6202967032967033, 1.662, 1.695, 1.735, 1.763, 1.788999072356215, 1.824, 1.8542885714285715, 1.881, 1.912, 1.93900566893424, 1.969, 1.9965018896447468, 2.013, 2.046]",1.2,25,-2.4,2.355,2.353
8,"[0.105, 0.127, 0.14184924292297552, 0.163, 0.186, 0.205, 0.222, 0.238, 0.251, 0.265, 0.2797193877551021, 0.295, 0.311, 0.32562493105350243, 0.346, 0.369, 0.402, 0.42881462585033986, 0.46357823129251685, 0.516, 0.583, 0.718, 0.844, 0.939, 1.053, 1.143813411078717, 1.2184370748299318, 1.278, 1.332, 1.375, 1.428, 1.476, 1.5099591836734694, 1.554, 1.586, 1.623, 1.6665823792931806, 1.6974065085493657, 1.733, 1.762, 1.799, 1.826, 1.849, 1.885, 1.912, 1.9383526077097504, 1.968, 1.996, 2.019, 2.047]",1.2,25,-2.4,2.356,2.354
9,"[0.106, 0.121, 0.1470602968460111, 0.162, 0.18549306122448975, 0.2042563265306122, 0.217, 0.237, 0.251, 0.2647893350888742, 0.277, 0.295, 0.31, 0.325, 0.347, 0.374, 0.402, 0.427, 0.4735388858246001, 0.516, 0.58, 0.721, 0.8472636734693876, 0.9387902040816326, 1.053, 1.145, 1.208, 1.2549235779418149, 1.3306878306878305, 1.376669387755102, 1.424, 1.476, 1.513, 1.552, 1.582, 1.623, 1.668, 1.6966288561936402, 1.7351144314868803, 1.765, 1.790025267249757, 1.825, 1.85, 1.8853493118177502, 1.914, 1.94, 1.965, 1.99, 2.022, 2.047]",1.2,25,-2.4,2.355,2.301
10,"[0.105, 0.12608948194662473, 0.14, 0.164, 0.18388435374149578, 0.202, 0.22024872448979582, 0.235, 0.251, 0.2642878625134264, 0.277, 0.2973159973666885, 0.307, 0.326, 0.34657142857142853, 0.36970408163265284, 0.402, 0.431, 0.469, 0.518, 0.5843775510204079, 0.7195892857142856, 0.8540311493018259, 0.9417902040816326, 1.046, 1.14, 1.219, 1.258, 1.322, 1.37, 1.427086270871985, 1.4722024489795917, 1.514, 1.552, 1.584, 1.6223626373626372, 1.663, 1.693, 1.733, 1.765, 1.8, 1.826, 1.858, 1.887, 1.9160049641478212, 1.938, 1.963, 1.996, 2.018, 2.044]",1.2,25,-2.4,2.353,2.352
11,"[0.107, 0.122, 0.14811054421768702, 0.16788383045525895, 0.188, 0.201, 0.22, 0.235, 0.24986970172684436, 0.26352133580705, 0.276, 0.297, 0.30860418904403863, 0.326, 0.345, 0.371, 0.4, 0.4405145005370567, 0.47, 0.518, 0.588, 0.723, 0.8285070643642068, 0.9387902040816326, 1.038, 1.146, 1.216, 1.27, 1.32603007518797, 1.3695864223240317, 1.416827616152844, 1.47, 1.510478806907378, 1.549732750242954, 1.582, 1.6147760617760616, 1.654, 1.695, 1.7350204081632643, 1.765, 1.7990442176870747, 1.8215477551020407, 1.852154761904762, 1.882, 1.911, 1.9430093767236623, 1.96730912364946, 1.988, 2.02, 2.041]",1.2,25,-2.4,2.352,2.35
12,"[0.105, 0.121, 0.149, 0.16910693877551022, 0.18774149659863937, 0.202, 0.216, 0.235, 0.25, 0.26400127551020414, 0.276, 0.294, 0.308, 0.3246860282574567, 0.343, 0.371, 0.4041725417439703, 0.438, 0.47, 0.5194211502782933, 0.584, 0.727, 0.8511975510204082, 0.944, 1.043, 1.142, 1.2193197278911565, 1.272, 1.321, 1.372, 1.42, 1.464, 1.516, 1.5505763265306123, 1.582, 1.621, 1.665, 1.697752953813104, 1.735, 1.766, 1.7929984301412871, 1.828, 1.8570571428571425, 1.8880530612244897, 1.913, 1.943, 1.9676845008273578, 1.996, 2.022, 2.044]",1.2,25,-2.4,2.352,2.351
13,"[0.107, 0.122, 0.1490358521787093, 0.167, 0.185, 0.203, 0.217, 0.23656349206349192, 0.251, 0.2647893350888742, 0.27741107871720133, 0.29875353218210327, 0.3083983673469387, 0.328, 0.347, 0.37170408163265284, 0.403, 0.431, 0.48265646258503364, 0.5204264232008591, 0.594, 0.725, 0.84, 0.938, 1.0333167346938774, 1.15, 1.228, 1.267, 1.324, 1.376, 1.424, 1.477, 1.518, 1.556, 1.583, 1.628, 1.6674376417233558, 1.6960850340136053, 1.7353936800526661, 1.77, 1.795015606242497, 1.826, 1.859, 1.8849650145772592, 1.914, 1.945, 1.9650604081632652, 1.996, 2.023, 2.047]",1.2,25,-2.4,2.354,2.351
14,"[0.108, 0.122, 0.149, 0.16362244897959147, 0.18564876476906544, 0.203, 0.215, 0.233, 0.25186970172684436, 0.2649787755102041, 0.277, 0.2941997851772286, 0.309, 0.326, 0.346, 0.372, 0.40566122448979575, 0.43981462585033987, 0.472, 0.5222189740761168, 0.591, 0.7274285714285713, 0.842, 0.96, 1.046, 1.144, 1.223, 1.268, 1.316, 1.376, 1.43, 1.474, 1.517, 1.553, 1.588, 1.624, 1.663, 1.696, 1.736, 1.7670687213660974, 1.793, 1.827, 1.852, 1.886, 1.917, 1.941, 1.968, 1.999, 2.025, 2.044]",1.2,25,-2.4,2.353,2.351
