0,1,2,3,4
0.10476479,0.049763512,0.8260537,0.008868349,0.010549675
0.16298811,0.06876992,0.74545,0.011162577,0.011629382
0.16285892,0.052198213,0.76225376,0.01077028,0.01191885
0.07345253,0.1846339,0.71561307,0.012962874,0.013337683
0.07515121,0.17886063,0.71779346,0.013574886,0.014619836
0.0950618,0.23485923,0.6385455,0.016570518,0.01496302
0.07209642,0.1773327,0.7197644,0.014063743,0.0167427
0.08148066,0.17300591,0.71364003,0.01517342,0.016700018
0.07708473,0.16191137,0.7301659,0.014366198,0.01647182
0.14339587,0.058054555,0.77259034,0.011887255,0.014072034
0.07383343,0.14489941,0.7505724,0.014208223,0.016486514
0.08411217,0.18310516,0.697669,0.016394809,0.018718857
0.069323,0.15647782,0.7436663,0.013497382,0.017035546
0.061980806,0.16497755,0.74416953,0.013483313,0.01538881
0.089635074,0.17725085,0.69463795,0.017166417,0.021309702
0.19116339,0.078122,0.6922727,0.018395765,0.020046085
0.08313085,0.17461658,0.7014642,0.018372657,0.022415768
0.16822316,0.086557895,0.7026984,0.01994573,0.022574754
0.12658791,0.06976267,0.7688508,0.014717612,0.020081034
0.16903003,0.08791575,0.6965109,0.020870274,0.02567306
0.102239,0.23639378,0.6103386,0.024814045,0.026214574
0.08584575,0.24015746,0.62438905,0.021237867,0.028369907
0.09700967,0.18046677,0.67146,0.021637326,0.029426256
0.16046664,0.052913632,0.74526054,0.016361501,0.024997637
0.18329832,0.081223726,0.6840851,0.022466142,0.028926771
0.17758705,0.09363361,0.6787639,0.02285244,0.027162954
0.097821645,0.28809562,0.5504125,0.028414464,0.03525574
0.08375783,0.20797637,0.6475128,0.023359135,0.037393857
0.107516,0.22017343,0.6041083,0.03100772,0.037194572
0.090492666,0.23042622,0.6122849,0.027637586,0.039158624
0.1270285,0.26608577,0.5436299,0.03215238,0.03110346
0.12009936,0.24372625,0.5723768,0.030995766,0.03280176
0.124176346,0.2719258,0.53243303,0.035271693,0.03619307
0.22367784,0.11153281,0.5971749,0.03133897,0.036275517
0.21985784,0.11319565,0.5994752,0.03143268,0.03603864
0.12386352,0.32401818,0.4710416,0.040070273,0.04100651
0.12282751,0.2454603,0.5569995,0.031147994,0.04356472
0.12407115,0.29381388,0.50311023,0.03950942,0.039495304
0.25667283,0.088778146,0.58335334,0.031873863,0.039321877
0.33909142,0.09912126,0.47446522,0.047268037,0.040054124
0.21645233,0.11557394,0.57905585,0.03901065,0.04990721
0.11514523,0.19351868,0.60596126,0.034907438,0.050467342
0.19519004,0.11472649,0.6081495,0.034428194,0.04750573
0.18711008,0.1085397,0.6132719,0.034948066,0.056130264
0.18218903,0.10695938,0.611854,0.03577563,0.06322191
0.14631616,0.29855123,0.4605224,0.04893461,0.045675572
