Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.101, 0.11752163265306123, 0.138, 0.153, 0.18016655694535888, 0.19636734693877564, 0.214, 0.23, 0.24477306122448989, 0.264, 0.278, 0.292, 0.305, 0.32312050534499515, 0.34451020408163235, 0.36801391465677186, 0.388, 0.421, 0.449, 0.483, 0.5534693877551021, 0.646738095238095, 0.765, 0.8764376417233557, 0.988, 1.0846004081632652, 1.18, 1.252, 1.319, 1.37, 1.422, 1.463, 1.506, 1.545, 1.577, 1.628, 1.6615391156462582, 1.696, 1.7323500784929358, 1.767, 1.7984332810047094, 1.825, 1.8608270676691727, 1.891, 1.925061224489796, 1.952, 1.9749064625850339, 2.0069098639455776, 2.032, 2.059]",1.2,25,-2.4,2.4,2.379
3,"[0.104, 0.117, 0.1401190476190479, 0.159, 0.18186904761904768, 0.199, 0.21630612244897973, 0.235, 0.2497142857142858, 0.264, 0.27821428571428586, 0.294, 0.306, 0.324, 0.3470769230769232, 0.366, 0.393, 0.426, 0.454, 0.499, 0.559, 0.6702083333333335, 0.78, 0.8866285714285714, 0.968, 1.091, 1.183, 1.2459226190476191, 1.309, 1.368, 1.422, 1.463, 1.503, 1.544, 1.593, 1.631, 1.664, 1.698, 1.729, 1.76, 1.8018571428571433, 1.8253968253968258, 1.8656153846153851, 1.888, 1.922, 1.95, 1.983, 2.011, 2.033, 2.062]",1.2,25,-2.4,2.402,2.378
4,"[0.103, 0.119, 0.142, 0.162, 0.181, 0.199, 0.216, 0.235, 0.249, 0.262, 0.278, 0.292, 0.307, 0.3240079365079365, 0.3460769230769232, 0.3665476190476193, 0.394, 0.427, 0.454, 0.494, 0.565, 0.636, 0.784, 0.885, 0.9775028571428571, 1.12, 1.1884744897959183, 1.25, 1.3069199999999999, 1.371, 1.422, 1.464, 1.503, 1.546, 1.5931785714285713, 1.6304736842105263, 1.6609761904761913, 1.6966082949308756, 1.7358380952380952, 1.77, 1.7994114285714287, 1.8305952380952386, 1.863, 1.89, 1.921392857142857, 1.948924812030075, 1.977202380952381, 2.002, 2.031, 2.062]",1.2,25,-2.4,2.399,2.377
5,"[0.104, 0.121, 0.143, 0.16221882086167813, 0.18293990929705237, 0.2, 0.217, 0.231, 0.245, 0.26252433281004706, 0.279, 0.292, 0.305, 0.3250468836183122, 0.346, 0.367, 0.39750693877551035, 0.423, 0.455, 0.495, 0.5680636734693879, 0.6322619047619054, 0.7909251700680278, 0.899, 0.9936204081632654, 1.1016195918367349, 1.192, 1.256, 1.308, 1.376, 1.425, 1.467, 1.503, 1.5545544217687082, 1.593, 1.6322914285714285, 1.671, 1.702, 1.741, 1.771183673469388, 1.8, 1.8320125588697023, 1.8690119047619052, 1.8907786499215071, 1.925, 1.95, 1.976, 2.0072173193601768, 2.028811362382791, 2.06]",1.2,25,-2.4,2.397,2.376
6,"[0.105, 0.12, 0.143, 0.156, 0.182, 0.199, 0.216, 0.2322000000000001, 0.25, 0.264, 0.278, 0.2924897959183676, 0.308, 0.327, 0.35, 0.36839428571428584, 0.39082417582417583, 0.4243028571428572, 0.457, 0.507, 0.569, 0.6862083333333335, 0.798, 0.8874523809523812, 0.989, 1.106, 1.1870190476190476, 1.254922619047619, 1.3078333333333334, 1.3696043956043955, 1.427, 1.468781512605042, 1.506, 1.554, 1.595, 1.634, 1.6639880952380954, 1.7009885714285715, 1.7370357142857145, 1.773, 1.803, 1.8292857142857144, 1.859, 1.889, 1.922, 1.9477959183673466, 1.975801587301587, 2.002, 2.0304857142857142, 2.062]",1.2,25,-2.4,2.397,2.376
7,"[0.105, 0.12025959183673476, 0.14, 0.161, 0.179, 0.199, 0.21646723952739022, 0.2327380952380955, 0.251, 0.2662726530612245, 0.28015183673469396, 0.29419102040816336, 0.307, 0.3251445578231293, 0.348, 0.369, 0.398, 0.426, 0.45880272108843556, 0.496, 0.5703995703544577, 0.6883154761904763, 0.801, 0.905, 0.995, 1.1, 1.19, 1.272, 1.3081098901098904, 1.374, 1.4295993555316864, 1.47, 1.509, 1.5501750805585395, 1.596, 1.6332914285714286, 1.666, 1.7033537414965987, 1.738, 1.7696081632653062, 1.801, 1.829, 1.8615257142857147, 1.892, 1.923, 1.949, 1.978, 2.006, 2.032, 2.062]",1.2,25,-2.4,2.396,2.374
8,"[0.105, 0.12125959183673476, 0.14407993197278918, 0.158, 0.1798197278911571, 0.2, 0.216, 0.233, 0.248, 0.263, 0.278, 0.293, 0.304, 0.325, 0.3482087912087913, 0.363, 0.39297488226059674, 0.4283861224489797, 0.45680272108843556, 0.508, 0.578, 0.69, 0.796, 0.9034608843537419, 0.9932091836734693, 1.126, 1.195588192419825, 1.258, 1.3193629343629345, 1.378, 1.4219744897959183, 1.471, 1.509, 1.55637306122449, 1.593525510204082, 1.632, 1.668, 1.699, 1.731, 1.771, 1.8, 1.837, 1.8666917293233087, 1.892, 1.9268418367346947, 1.9498524332810045, 1.983, 2.007, 2.033, 2.062]",1.2,25,-2.4,2.395,2.373
9,"[0.105, 0.11872862658576933, 0.13683739302172476, 0.157, 0.1824367346938775, 0.20015816326530617, 0.2151514500537058, 0.234, 0.249, 0.266, 0.279, 0.291, 0.306, 0.323, 0.34372619047619024, 0.36915388858245995, 0.397, 0.43, 0.45766530612244893, 0.494, 0.555, 0.687, 0.773, 0.895, 1.0157315541601253, 1.0777908163265306, 1.185898775510204, 1.2566207482993197, 1.3110751879699247, 1.37, 1.429, 1.47, 1.51, 1.562, 1.598, 1.633, 1.665, 1.694, 1.737, 1.772, 1.801, 1.8311665747380033, 1.859, 1.898, 1.925, 1.95, 1.976, 2.007, 2.0296492002206286, 2.061]",1.2,25,-2.4,2.395,2.372
10,"[0.105, 0.122, 0.145, 0.161, 0.184, 0.2021326530612245, 0.221, 0.236, 0.25, 0.266, 0.278, 0.292, 0.307, 0.326, 0.34960439560439543, 0.37, 0.398, 0.424, 0.4671331901181525, 0.5066862244897959, 0.5803342526199669, 0.6980238095238095, 0.8174081632653061, 0.903, 0.998, 1.088612244897959, 1.1917456268221571, 1.277, 1.3284395604395602, 1.382, 1.43, 1.4800187755102039, 1.516, 1.5584292297564186, 1.597, 1.634, 1.674, 1.7006730528946272, 1.7432359183673467, 1.774, 1.8039860365198712, 1.831, 1.868, 1.898, 1.927, 1.952, 1.979, 2.010301709873138, 2.033, 2.062]",1.2,25,-2.4,2.392,2.371
11,"[0.105, 0.12, 0.14503836734693878, 0.158, 0.183, 0.2, 0.2163551020408165, 0.234, 0.249, 0.264, 0.27967183673469403, 0.293, 0.30555020408163264, 0.326069387755102, 0.349, 0.3669744897959186, 0.39297488226059674, 0.4298044217687077, 0.459, 0.5023790087463558, 0.556, 0.6993154761904763, 0.815, 0.908, 0.9966204081632654, 1.129581632653062, 1.19, 1.2600579591836736, 1.313, 1.374, 1.427, 1.469, 1.508, 1.551, 1.5960510204081642, 1.634, 1.6723554421768712, 1.698, 1.7306151603498545, 1.7721836734693879, 1.8, 1.834, 1.863, 1.8947786499215071, 1.9204040816326533, 1.95, 1.9766717687074833, 2.003, 2.031463108320252, 2.06]",1.2,25,-2.4,2.391,2.371
