Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.098, 0.11236297376093309, 0.12840702947845803, 0.147, 0.17021632653061222, 0.188, 0.206, 0.219, 0.23718950437317793, 0.25, 0.264, 0.283, 0.299, 0.31539403453689174, 0.33804571428571434, 0.364, 0.38814448979591837, 0.422, 0.4562891156462585, 0.51216169544741, 0.576, 0.694, 0.7846394557823131, 0.881, 0.9895457537853852, 1.089, 1.167, 1.243, 1.2874557823129253, 1.339, 1.398, 1.437, 1.4693276047261012, 1.521, 1.557, 1.5964821428571432, 1.632, 1.663, 1.6936501457725948, 1.7261870748299322, 1.764, 1.794, 1.821, 1.857, 1.884, 1.911014455782313, 1.939, 1.963, 1.992, 2.018]",1.2,25,-2.4,2.34,2.346
3,"[0.1, 0.116, 0.1313291639236339, 0.14951093294460638, 0.17480272108843486, 0.18938040816326515, 0.206, 0.221, 0.23963923633969705, 0.253, 0.267, 0.28143294460641394, 0.3, 0.318, 0.3411771428571429, 0.3615655036208032, 0.39, 0.425, 0.459, 0.514, 0.586, 0.7035064935064935, 0.813, 0.9129455782312926, 0.9889212827988337, 1.1, 1.17, 1.2502906784335355, 1.306904761904762, 1.354, 1.402, 1.436, 1.48, 1.523, 1.560622448979592, 1.601, 1.642, 1.676, 1.704, 1.734, 1.761, 1.798, 1.832, 1.86, 1.89, 1.914, 1.944, 1.966389366272825, 1.9885408163265308, 2.024]",1.2,25,-2.4,2.344,2.347
4,"[0.101, 0.114, 0.135, 0.152, 0.177, 0.192, 0.208, 0.2242535714285714, 0.239, 0.255705782312925, 0.268, 0.2862718367346938, 0.3, 0.322, 0.342, 0.37, 0.392, 0.429, 0.464, 0.521, 0.599188775510204, 0.714, 0.82, 0.919, 1.0085567346938773, 1.109, 1.1679419152276291, 1.251, 1.306, 1.355, 1.391, 1.436, 1.4917095761381476, 1.5307823129251699, 1.564, 1.605, 1.6408351020408163, 1.6716954474097332, 1.707, 1.733530612244898, 1.7720884353741495, 1.800712925170068, 1.8288095238095234, 1.863, 1.8930306122448974, 1.918, 1.9414510204081634, 1.9689301825993557, 2.0001530612244895, 2.026]",1.2,25,-2.4,2.351,2.356
5,"[0.102, 0.118, 0.13727578599007165, 0.157, 0.17198400441257577, 0.19, 0.212, 0.22561904761904752, 0.242, 0.256, 0.2696683673469386, 0.286, 0.303, 0.322, 0.34420129870129873, 0.3647012244897959, 0.394, 0.42921036106750404, 0.474, 0.53, 0.6250867346938778, 0.7142761904761904, 0.838, 0.908, 1.0, 1.107, 1.1856088435374152, 1.252, 1.311, 1.362, 1.407, 1.4418865306122448, 1.483, 1.528523441809156, 1.5716224489795918, 1.599, 1.641, 1.685, 1.707, 1.7408936627282494, 1.7742032653061228, 1.802, 1.83, 1.861774234693878, 1.894, 1.92, 1.948, 1.978, 1.999, 2.027]",1.2,25,-2.4,2.353,2.357
6,"[0.102, 0.119, 0.135, 0.157, 0.177, 0.19087632653061232, 0.2097755102040816, 0.225, 0.23994535878867682, 0.25598288347597103, 0.27, 0.287, 0.301, 0.321, 0.345, 0.3699803206997086, 0.392, 0.42960835762876587, 0.474, 0.52316169544741, 0.6223044677330392, 0.719, 0.8214061882817645, 0.925, 1.012, 1.108, 1.177, 1.255, 1.3093828571428572, 1.358, 1.405, 1.444343537414967, 1.481, 1.537206056616195, 1.5722426303854875, 1.6084821428571432, 1.641812925170069, 1.681, 1.71, 1.738, 1.775, 1.803, 1.837, 1.8637512755102041, 1.896, 1.921, 1.9483753644314872, 1.971, 2.0, 2.027]",1.2,25,-2.4,2.354,2.357
7,"[0.102, 0.117, 0.137, 0.159, 0.178, 0.19352433281004724, 0.209, 0.2251904761904766, 0.244, 0.255, 0.27, 0.285, 0.3008925886143933, 0.322, 0.34364935064935076, 0.372, 0.395, 0.432, 0.473, 0.522, 0.605, 0.709, 0.845, 0.929, 1.0182588614393127, 1.105, 1.1792185374149662, 1.26, 1.3141879699248122, 1.3617228786251343, 1.411, 1.452343537414967, 1.483, 1.535, 1.569, 1.607, 1.6446384839650148, 1.681, 1.709, 1.739, 1.777, 1.804, 1.837, 1.868, 1.895, 1.922, 1.949, 1.979, 1.995, 2.028]",1.2,25,-2.4,2.352,2.355
8,"[0.106, 0.12, 0.138, 0.159, 0.17963378684807244, 0.194, 0.21160204081632614, 0.225, 0.239, 0.259, 0.2708408163265305, 0.288, 0.3038738404452689, 0.32429306122448975, 0.347, 0.369, 0.398, 0.431, 0.472, 0.536, 0.611, 0.725, 0.825, 0.91, 1.03, 1.118, 1.175, 1.253, 1.300969111969112, 1.3634191836734695, 1.413, 1.4557636054421768, 1.487, 1.534, 1.573, 1.612, 1.6452269387755103, 1.678, 1.711, 1.739, 1.778, 1.805, 1.838, 1.868, 1.8991395918367346, 1.922, 1.9461302982731556, 1.975, 1.992645890788748, 2.03]",1.2,25,-2.4,2.352,2.354
9,"[0.105, 0.1200688775510202, 0.14, 0.16, 0.179, 0.195, 0.212801020408163, 0.22790857142857143, 0.2412056928034371, 0.257, 0.2706683673469386, 0.289, 0.3026865889212827, 0.325, 0.345, 0.371, 0.398, 0.433, 0.47567561761546723, 0.53, 0.627, 0.714, 0.824, 0.9374727891156462, 1.024, 1.1170250463821894, 1.182, 1.256, 1.304, 1.362, 1.4067551020408162, 1.443, 1.485, 1.53, 1.567, 1.607952380952381, 1.642, 1.681, 1.7086741982507292, 1.7371591836734697, 1.7772032653061227, 1.803, 1.8336114285714287, 1.8671355102040819, 1.896, 1.923, 1.945, 1.976, 1.992, 2.026]",1.2,25,-2.4,2.351,2.352
10,"[0.107, 0.118, 0.137, 0.15868547418967585, 0.17940743440233228, 0.194, 0.211, 0.228, 0.24263923633969706, 0.259, 0.271, 0.2885701530612243, 0.30524897959183667, 0.324, 0.346, 0.37337755102040837, 0.3984332810047096, 0.43339823496966356, 0.477, 0.538, 0.6210281301709873, 0.751, 0.827172684458399, 0.937, 1.0244979591836734, 1.124, 1.190280343716434, 1.2651080705009277, 1.315873015873016, 1.368, 1.414, 1.4580136054421768, 1.489, 1.531, 1.579, 1.613, 1.646, 1.6882710204081635, 1.712, 1.745, 1.778, 1.8074295918367347, 1.84, 1.87, 1.897, 1.927, 1.953, 1.977, 1.999, 2.028]",1.2,25,-2.4,2.353,2.351
11,"[0.107, 0.119, 0.141, 0.161, 0.17593424036281158, 0.194, 0.212, 0.22923809523809446, 0.242, 0.255, 0.272, 0.287, 0.304, 0.322, 0.34774789915966386, 0.371, 0.398, 0.436, 0.486, 0.536, 0.619, 0.7500544217687076, 0.8406192022263451, 0.9189656283566059, 1.027, 1.116, 1.191, 1.261384110787172, 1.308969111969112, 1.36, 1.4095102040816325, 1.455, 1.485558869701727, 1.536, 1.572622448979592, 1.61, 1.6444727891156463, 1.6737510204081634, 1.71, 1.74, 1.78, 1.804431972789116, 1.839, 1.866, 1.894, 1.919, 1.9491302982731558, 1.969389366272825, 1.998, 2.027]",1.2,25,-2.4,2.349,2.351
