Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.087, 0.093, 0.102, 0.111, 0.125, 0.141606978275181, 0.156, 0.174, 0.186, 0.2, 0.2141462585034013, 0.227, 0.24052179962894243, 0.2531870748299315, 0.2760601503759399, 0.2955489795918367, 0.321, 0.352, 0.37770104798676224, 0.422, 0.446, 0.5114438775510204, 0.6140455259026686, 0.709, 0.868, 0.975, 1.045, 1.13, 1.192, 1.265, 1.323, 1.368, 1.4157095761381475, 1.465, 1.501, 1.546, 1.575, 1.609, 1.642, 1.679691690962099, 1.709, 1.746, 1.787, 1.811, 1.837, 1.8671394557823127, 1.896, 1.9235064247921392, 1.945, 1.97]",1.2,25,-2.4,2.283,2.284
3,"[0.089, 0.09625583090379017, 0.104, 0.1135174927113703, 0.12847108843537394, 0.1429858712715854, 0.16, 0.17590225563909775, 0.188, 0.2, 0.214, 0.23011164465786307, 0.243, 0.256, 0.277, 0.3, 0.321557580174927, 0.362, 0.384, 0.417, 0.4608775510204078, 0.513, 0.5980455259026686, 0.7279576434347323, 0.879, 0.982, 1.047, 1.1384951664876475, 1.1975317460317458, 1.2755649838882919, 1.3296075353218206, 1.381, 1.422, 1.4702555102040815, 1.505, 1.5405934065934064, 1.574, 1.622, 1.646, 1.685, 1.7181192266380236, 1.751, 1.7911942857142857, 1.817, 1.8427617209045781, 1.877, 1.902, 1.925, 1.953, 1.975]",1.2,25,-2.4,2.288,2.286
4,"[0.09, 0.097, 0.1031609977324262, 0.113, 0.12875591836734687, 0.143, 0.161, 0.176, 0.18939941690962148, 0.20340595697738562, 0.2160408163265305, 0.229, 0.245, 0.258, 0.279, 0.302, 0.322, 0.348, 0.3808586005830903, 0.41864554242749746, 0.464, 0.517, 0.6, 0.724862973760933, 0.881, 0.979, 1.05, 1.1506200941915226, 1.213, 1.276, 1.3255180533751962, 1.375, 1.4241972789115644, 1.472, 1.506, 1.543, 1.5831632653061225, 1.623, 1.6491784068466095, 1.685, 1.718, 1.749, 1.79, 1.8193960286817428, 1.846, 1.874, 1.904, 1.927, 1.953, 1.977]",1.2,25,-2.4,2.288,2.286
5,"[0.091, 0.097, 0.105, 0.114, 0.13057369614512446, 0.14828911564625827, 0.16453661464585834, 0.17827380952380928, 0.191, 0.205, 0.216, 0.231, 0.246, 0.259, 0.276, 0.304, 0.32548760932944604, 0.3534277551020408, 0.382, 0.42, 0.465, 0.515, 0.607, 0.7338192419825073, 0.885, 0.9696683673469388, 1.053, 1.143, 1.1983412698412699, 1.278, 1.3215381310418906, 1.379, 1.423, 1.4751955782312924, 1.509, 1.5467857142857142, 1.575, 1.6290137892995036, 1.652, 1.6885211370262394, 1.721, 1.750972789115646, 1.784987012987013, 1.823, 1.8458141399416912, 1.881, 1.904656462585034, 1.927, 1.949, 1.977]",1.2,25,-2.4,2.29,2.286
6,"[0.091, 0.099, 0.1060901360544218, 0.116, 0.134, 0.14930281301709872, 0.165, 0.1794387755102041, 0.192, 0.20638063597532036, 0.219, 0.232, 0.2482294539437396, 0.26, 0.28174285714285713, 0.30510204081632697, 0.324, 0.353, 0.3863945578231293, 0.426, 0.462, 0.5201142857142856, 0.613224489795918, 0.7810187755102042, 0.8875591836734695, 0.9797789115646257, 1.052, 1.139, 1.217, 1.281, 1.33, 1.38, 1.426, 1.4715143548945002, 1.5120555291884195, 1.559, 1.585, 1.631, 1.6533020408163266, 1.694, 1.721, 1.756477661334804, 1.791108571428571, 1.823, 1.85, 1.883, 1.905268221574343, 1.933, 1.949, 1.979]",1.2,25,-2.4,2.29,2.286
7,"[0.092, 0.099, 0.107, 0.117, 0.131, 0.148, 0.163, 0.18, 0.193, 0.207, 0.21762530612244896, 0.231, 0.24655328798185933, 0.26, 0.284, 0.297, 0.325, 0.3560596546310828, 0.388, 0.432, 0.4648775510204078, 0.524, 0.6290591836734691, 0.768, 0.8885746509129967, 0.984, 1.052, 1.139, 1.212, 1.281, 1.3298657357679913, 1.387, 1.427, 1.474, 1.51, 1.548, 1.578, 1.629, 1.653, 1.6951720904578047, 1.724, 1.762, 1.787, 1.823, 1.85, 1.884, 1.9015404081632654, 1.93, 1.956, 1.98]",1.2,25,-2.4,2.291,2.287
8,"[0.091, 0.098, 0.107, 0.115, 0.133, 0.152, 0.16651296194153328, 0.18, 0.193, 0.20582349696635402, 0.21862530612244896, 0.234, 0.24710700496414778, 0.261, 0.282, 0.302, 0.32587900874635567, 0.3610596546310828, 0.388, 0.419, 0.466, 0.522, 0.621, 0.7419576434347324, 0.8894367346938775, 0.9829234693877551, 1.0526870748299317, 1.148, 1.203, 1.276, 1.332, 1.378, 1.429, 1.474, 1.5135459183673468, 1.549, 1.588406462585034, 1.628, 1.659, 1.694, 1.721, 1.756, 1.794404761904762, 1.8236008163265305, 1.852, 1.88, 1.9041161695447406, 1.933, 1.956, 1.981]",1.2,25,-2.4,2.29,2.285
9,"[0.092, 0.1, 0.107, 0.117, 0.135, 0.149, 0.1657591836734692, 0.18, 0.193, 0.208, 0.219, 0.235, 0.24766496598639456, 0.261, 0.28275187969924803, 0.30609795918367333, 0.328, 0.367, 0.388, 0.428, 0.464, 0.5239047619047618, 0.6220591836734691, 0.755, 0.8888398744113029, 0.9804432653061224, 1.051582766439909, 1.148, 1.1995317460317458, 1.2806224489795914, 1.324, 1.387, 1.428, 1.476, 1.514, 1.549, 1.592, 1.6285600907029478, 1.654, 1.698, 1.725, 1.756, 1.798, 1.8236008163265305, 1.853, 1.877, 1.9065404081632653, 1.931, 1.958, 1.98]",1.2,25,-2.4,2.29,2.286
10,"[0.092, 0.1, 0.10737074829931972, 0.11698185941043074, 0.136, 0.151, 0.167, 0.181, 0.193, 0.20625170068027224, 0.2190408163265305, 0.2342099125364431, 0.24827946688879635, 0.26, 0.282, 0.301, 0.328, 0.35460090702947833, 0.386, 0.42303790087463555, 0.465, 0.526, 0.6149713182570326, 0.756, 0.893, 0.982, 1.052, 1.144294460641399, 1.217, 1.281951020408163, 1.323, 1.38, 1.428, 1.471, 1.513, 1.551, 1.581, 1.631, 1.659, 1.693, 1.7224512837393022, 1.755, 1.79, 1.825, 1.85, 1.8852585034013603, 1.902, 1.93, 1.951, 1.98]",1.2,25,-2.4,2.289,2.283
11,"[0.093, 0.1, 0.108, 0.1197210884353741, 0.1353681632653061, 0.1533773654916512, 0.16838435374149682, 0.182, 0.198, 0.207, 0.2222789115646257, 0.236, 0.251, 0.262, 0.28146857142857157, 0.306, 0.327, 0.36, 0.39065986394557817, 0.429, 0.472, 0.534, 0.631, 0.784, 0.895, 0.9885510204081632, 1.0518140589569158, 1.1418882921589686, 1.206, 1.28, 1.332, 1.38, 1.4294632653061223, 1.478, 1.514, 1.5493296703296702, 1.587, 1.629021541950113, 1.658037551020408, 1.7, 1.721, 1.757, 1.7875338345864662, 1.825107965766952, 1.854, 1.8770318367346939, 1.906, 1.932160997732426, 1.9516179591836735, 1.976]",1.2,25,-2.4,2.29,2.285
