Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.109, 0.123, 0.14470068027210847, 0.163, 0.186, 0.2027315541601255, 0.22260204081632615, 0.23780952380952375, 0.253, 0.267, 0.28, 0.294, 0.314, 0.331, 0.354, 0.381, 0.4039280343716436, 0.4393785385121791, 0.481, 0.536, 0.6091734693877555, 0.723, 0.845, 0.93, 1.0404979591836734, 1.136, 1.189, 1.271, 1.322, 1.3756891679748822, 1.421, 1.4559084924292298, 1.511, 1.54, 1.588, 1.623, 1.657, 1.7, 1.728, 1.766, 1.793, 1.823, 1.8560914285714287, 1.885, 1.9141836734693878, 1.94, 1.966, 1.999, 2.02134993997599, 2.048]",1.2,25,-2.4,2.365,2.36
3,"[0.109, 0.125, 0.14827909542195247, 0.16793959183673465, 0.189, 0.206, 0.22583163265306086, 0.235, 0.25444143744454295, 0.268, 0.282, 0.298, 0.3163866213151927, 0.334, 0.356188775510204, 0.38266078323221175, 0.407, 0.443, 0.48714067055393573, 0.5383924646781787, 0.634061224489796, 0.730202380952381, 0.839, 0.955, 1.04, 1.137, 1.2076444683136411, 1.2786530612244897, 1.331502857142857, 1.379, 1.427, 1.471, 1.504, 1.556, 1.587, 1.627, 1.662, 1.703, 1.729, 1.765774693877551, 1.795, 1.824, 1.863, 1.8902408163265303, 1.917, 1.9413718820861674, 1.969, 1.9953760312635693, 2.0250765306122447, 2.051]",1.2,25,-2.4,2.365,2.358
4,"[0.111, 0.126, 0.14957369614512458, 0.16978425655976664, 0.19, 0.205, 0.226, 0.2409257142857143, 0.2546593086214077, 0.26985289115646255, 0.283, 0.301, 0.317, 0.3356248037676608, 0.3571428571428571, 0.385, 0.40950863422291967, 0.445, 0.478, 0.546, 0.6361192266380237, 0.7544169884169885, 0.8631436734693877, 0.964, 1.05, 1.1393805846662988, 1.213, 1.2860313971742543, 1.3326984126984125, 1.3819093877551019, 1.431, 1.469, 1.5067095761381475, 1.5584940923737913, 1.5946094870380585, 1.630244897959183, 1.665, 1.7063616326530613, 1.734, 1.769, 1.8, 1.827, 1.8631942857142858, 1.892, 1.92, 1.945392557022809, 1.971, 1.994, 2.027, 2.052]",1.2,25,-2.4,2.372,2.365
5,"[0.114, 0.13, 0.15156689342403615, 0.172, 0.191, 0.20573155416012548, 0.22380102040816302, 0.238, 0.25679265306122434, 0.27, 0.28311224489795894, 0.30221865889212823, 0.3175187074829931, 0.3347326530612242, 0.36, 0.38, 0.41, 0.447, 0.491, 0.553, 0.66, 0.7590544217687076, 0.86, 0.97, 1.0524979591836734, 1.145, 1.2083436471362738, 1.284, 1.335, 1.383, 1.431, 1.472886530612245, 1.519, 1.555, 1.592622448979592, 1.635, 1.6664727891156463, 1.71, 1.736, 1.765, 1.799, 1.828, 1.862, 1.892, 1.9206454081632656, 1.946, 1.973, 1.998, 2.026, 2.053]",1.2,25,-2.4,2.372,2.365
6,"[0.11, 0.1304619666048239, 0.15340702947845802, 0.1696697959183674, 0.191, 0.20852433281004723, 0.227, 0.242, 0.258, 0.2704557823129252, 0.285, 0.304, 0.315, 0.337, 0.361, 0.38380508121616, 0.41, 0.446, 0.49, 0.545, 0.637, 0.756, 0.875, 0.97, 1.05, 1.145, 1.212, 1.287, 1.323, 1.3835949764521192, 1.429, 1.468, 1.51, 1.562, 1.5981770546056262, 1.635, 1.6684064625850341, 1.705, 1.733, 1.774040816326531, 1.792, 1.829, 1.865, 1.893, 1.924, 1.949, 1.973, 2.00406693877551, 2.0204227405247814, 2.055]",1.2,25,-2.4,2.372,2.366
7,"[0.111, 0.1303629737609331, 0.1540736961451247, 0.173, 0.193, 0.208, 0.22483805134957202, 0.2368452380952381, 0.25384612244897964, 0.2731093877551021, 0.285, 0.299, 0.317, 0.34, 0.36, 0.386, 0.412, 0.4500596546310835, 0.494733619763695, 0.55, 0.6359387755102043, 0.782, 0.872503673469388, 0.962, 1.052, 1.141, 1.201975641869651, 1.286, 1.322, 1.3845949764521193, 1.432, 1.480260039499671, 1.512, 1.558, 1.596, 1.632, 1.668, 1.709, 1.7362215743440232, 1.7740601311953355, 1.801, 1.829, 1.855, 1.893, 1.9214465786314527, 1.947, 1.9691161695447414, 2.002, 2.021, 2.054]",1.2,25,-2.4,2.373,2.365
8,"[0.114, 0.132, 0.15430527210884354, 0.174, 0.192, 0.20868163265306128, 0.2251632653061226, 0.24254440154440157, 0.256, 0.272, 0.284, 0.303, 0.31667836734693894, 0.338, 0.36209142857142856, 0.388, 0.412, 0.45, 0.48792638483965023, 0.555, 0.6389387755102043, 0.756, 0.858, 0.972, 1.054, 1.144, 1.214, 1.2854276437847867, 1.337, 1.384, 1.432, 1.473, 1.510201530612245, 1.558, 1.5927820408163265, 1.634, 1.6668129251700692, 1.709, 1.735, 1.77, 1.8003396971691903, 1.829, 1.86, 1.892, 1.922, 1.948, 1.971, 2.005, 2.0259105180533754, 2.053]",1.2,25,-2.4,2.372,2.364
9,"[0.114, 0.134, 0.154, 0.175, 0.193, 0.21, 0.22838448979591836, 0.2417460317460316, 0.25579265306122434, 0.272, 0.285, 0.2998448979591835, 0.3202489795918367, 0.339, 0.362, 0.38970122448979594, 0.414, 0.451, 0.497, 0.551, 0.6650281301709874, 0.7595657142857143, 0.881172684458399, 0.964, 1.051, 1.152, 1.217, 1.282, 1.33, 1.386, 1.435, 1.471, 1.512, 1.555, 1.594, 1.635, 1.675, 1.707356605800215, 1.736, 1.7698936627282493, 1.801, 1.83, 1.8650914285714288, 1.8931355102040819, 1.922, 1.947, 1.9734860853432286, 2.004039041703638, 2.026, 2.054]",1.2,25,-2.4,2.371,2.363
10,"[0.113, 0.131, 0.15385034013605425, 0.172, 0.195, 0.20936734693877526, 0.225, 0.23955400696864104, 0.259, 0.272, 0.285, 0.30400644468313637, 0.3192489795918367, 0.338, 0.361, 0.38470122448979593, 0.413, 0.451, 0.49911346938775514, 0.56, 0.642, 0.7880634920634922, 0.8780897959183674, 0.9689656283566058, 1.058, 1.155, 1.212, 1.281, 1.326936507936508, 1.387, 1.433020408163266, 1.477, 1.508558869701727, 1.556, 1.5996224489795918, 1.628, 1.67, 1.711, 1.737, 1.771, 1.8042032653061228, 1.830235621521336, 1.8604022556390978, 1.894, 1.924, 1.947289188015632, 1.973, 2.0020997732426307, 2.019, 2.054]",1.2,25,-2.4,2.368,2.36
11,"[0.114, 0.133, 0.157, 0.172, 0.194, 0.21, 0.225, 0.243, 0.259, 0.272, 0.286, 0.3, 0.321, 0.33970139634801283, 0.363, 0.391, 0.417, 0.453, 0.49515759637188217, 0.5641575510204082, 0.647, 0.7713979591836735, 0.8667913832199546, 0.959, 1.058, 1.146, 1.2083804664723032, 1.2861902040816329, 1.336904761904762, 1.385326530612245, 1.4345102040816327, 1.468, 1.511, 1.561, 1.602, 1.6344511278195488, 1.6754727891156465, 1.711, 1.729, 1.77, 1.802, 1.829431972789116, 1.857, 1.89, 1.921, 1.948543673469388, 1.972, 1.996, 2.024915227629514, 2.053]",1.2,25,-2.4,2.366,2.359
12,"[0.115, 0.136, 0.15195146166574733, 0.175, 0.189, 0.211, 0.22660204081632615, 0.24091836734693875, 0.26, 0.272, 0.2853367346938769, 0.306, 0.3175187074829931, 0.34, 0.363, 0.388, 0.415, 0.4535893877551021, 0.504, 0.555, 0.6495433673469388, 0.792, 0.893172684458399, 0.98, 1.058, 1.152, 1.207, 1.2874302040816328, 1.337, 1.386952690166976, 1.437, 1.477, 1.5115588697017268, 1.5587426303854877, 1.592, 1.638, 1.6689869387755105, 1.707521193092622, 1.735, 1.7761170468187277, 1.8019381171823572, 1.8299546485260776, 1.861, 1.895, 1.9252908163265308, 1.9484384463462807, 1.975067755102041, 1.999295918367347, 2.027842565597669, 2.054]",1.2,25,-2.4,2.366,2.36
13,"[0.118, 0.135, 0.15556689342403615, 0.17643716433941986, 0.194, 0.21, 0.22580102040816302, 0.24, 0.259, 0.2725567346938774, 0.28666836734693857, 0.30100644468313636, 0.3195187074829931, 0.34, 0.364, 0.39258503401360556, 0.415, 0.4535893877551021, 0.501, 0.56, 0.674, 0.7980952380952383, 0.8826530612244898, 0.977, 1.0579576138147566, 1.152, 1.206560687432868, 1.286, 1.3359047619047622, 1.386, 1.4367551020408162, 1.4729432653061225, 1.51, 1.562, 1.5968187755102041, 1.6353061224489795, 1.6684727891156463, 1.711, 1.738, 1.7752697186982902, 1.793, 1.83, 1.8631269841269844, 1.894, 1.922, 1.948, 1.971, 2.004, 2.025915227629514, 2.053]",1.2,25,-2.4,2.366,2.359
14,"[0.114, 0.136, 0.155, 0.175, 0.19349433106575958, 0.20776489795918368, 0.226, 0.243, 0.26, 0.272, 0.286, 0.301, 0.3163911564625851, 0.341, 0.366, 0.393, 0.416, 0.453, 0.488, 0.5590265306122449, 0.651, 0.7947218045112784, 0.872, 0.977, 1.057, 1.151, 1.209, 1.286, 1.337, 1.388, 1.433, 1.477, 1.512, 1.5619342403628116, 1.598, 1.6376160714285715, 1.668, 1.71321858216971, 1.735, 1.7752302040816328, 1.800759183673469, 1.83, 1.8651771428571426, 1.892, 1.9208513119533526, 1.948, 1.973, 2.0021468071099404, 2.028, 2.053]",1.2,25,-2.4,2.365,2.359
15,"[0.117, 0.136, 0.15742517006802711, 0.17386970172684435, 0.195, 0.212, 0.22843692022263445, 0.247, 0.258, 0.273, 0.28666836734693857, 0.301, 0.3212829313543598, 0.337, 0.365, 0.391, 0.418, 0.45421036106750406, 0.505, 0.558, 0.6770867346938778, 0.765, 0.884, 0.9817823129251704, 1.062, 1.153, 1.2180261224489795, 1.297, 1.3439047619047622, 1.393, 1.441, 1.485, 1.519, 1.57, 1.6028187755102041, 1.638, 1.674, 1.713, 1.74, 1.7736791836734698, 1.8053176020408168, 1.833, 1.868, 1.8961355102040818, 1.924, 1.95, 1.9751693877551024, 2.006, 2.028, 2.056]",1.2,25,-2.4,2.366,2.359
16,"[0.117, 0.135, 0.16, 0.174, 0.197, 0.211, 0.227, 0.24423809523809445, 0.25860125588696997, 0.27431673469387746, 0.287, 0.30454008746355676, 0.323, 0.342, 0.36544285714285724, 0.394, 0.417, 0.456, 0.502, 0.559, 0.664, 0.7724562211981567, 0.8850897959183675, 0.97, 1.062, 1.1550250463821894, 1.209, 1.286, 1.341, 1.3876891679748822, 1.435, 1.477, 1.512, 1.564, 1.598, 1.634952380952381, 1.6754727891156465, 1.698, 1.736, 1.769, 1.807, 1.828, 1.864, 1.886260596546311, 1.9127699944842802, 1.946, 1.9721302982731557, 1.998, 2.027, 2.052]",1.2,25,-2.4,2.364,2.358
17,"[0.116, 0.136, 0.155, 0.172, 0.193, 0.20973155416012548, 0.226, 0.237, 0.2581395772594752, 0.2704970845481049, 0.284, 0.299, 0.316, 0.338, 0.362, 0.388, 0.41322530612244895, 0.4524597207303975, 0.494, 0.562, 0.651, 0.7891269841269845, 0.8835697959183675, 0.956, 1.053, 1.148, 1.2024842300556586, 1.282, 1.335, 1.382, 1.429, 1.47292333149476, 1.519, 1.556, 1.5908187755102041, 1.6335357142857143, 1.6659455782312935, 1.7071321671525757, 1.732, 1.767, 1.797, 1.825, 1.858, 1.8871355102040819, 1.915573696145125, 1.941303673469388, 1.9651693877551024, 1.99, 2.018915227629514, 2.046]",1.2,25,-2.4,2.365,2.366
18,"[0.116, 0.137, 0.157, 0.174, 0.196, 0.211, 0.231, 0.245, 0.25840816326530636, 0.274, 0.2894693877551023, 0.307, 0.3207708719851578, 0.343, 0.368, 0.3950979591836737, 0.422, 0.458, 0.505, 0.5687422126745435, 0.6703044677330392, 0.79, 0.8980311493018264, 0.985, 1.0665858343337336, 1.151, 1.223, 1.295, 1.34, 1.3931224489795921, 1.439, 1.483, 1.53, 1.568, 1.6, 1.644, 1.684, 1.714, 1.741, 1.773, 1.807, 1.835, 1.867, 1.896, 1.925, 1.951, 1.9785404081632656, 2.008045228902372, 2.028, 2.056]",1.2,25,-2.4,2.368,2.36
19,"[0.114, 0.136, 0.158, 0.178, 0.194, 0.21268163265306128, 0.23136734693877556, 0.2448057142857144, 0.26013963480128904, 0.273, 0.28774530612244903, 0.306, 0.322, 0.342, 0.366, 0.393, 0.421, 0.458, 0.5100191586838817, 0.562, 0.653, 0.802, 0.894, 0.979, 1.065, 1.152, 1.217, 1.2903034891375906, 1.3433828571428572, 1.391, 1.439, 1.483, 1.514, 1.5664969663541093, 1.597, 1.6412755102040817, 1.683, 1.714, 1.74, 1.771, 1.808, 1.838, 1.8691547619047626, 1.899, 1.929, 1.9552152732060568, 1.98, 2.0060597667638485, 2.0249105180533755, 2.058]",1.2,25,-2.4,2.372,2.361
20,"[0.116, 0.1364679300291545, 0.157, 0.176, 0.195, 0.211, 0.227, 0.2406190476190475, 0.257, 0.273, 0.286, 0.304, 0.318, 0.341, 0.36634065934065935, 0.3920695732838591, 0.41743328100470956, 0.4561787755102042, 0.5060834333733494, 0.563, 0.656, 0.7755051020408165, 0.896, 0.988, 1.0619576138147566, 1.1520220408163264, 1.207, 1.288, 1.336, 1.387, 1.435, 1.473527210884354, 1.51, 1.5642631195335277, 1.596, 1.635451127819549, 1.671, 1.71, 1.7382456268221576, 1.7741895043731781, 1.806, 1.831, 1.8670914285714288, 1.894, 1.921, 1.945715359828142, 1.969, 1.996, 2.027, 2.051]",1.2,25,-2.4,2.364,2.363
2,"[0.01, 0.011676231394813627, 0.014132653061224631, 0.016654081632653073, 0.019591378124283486, 0.022829931972789142, 0.025809733124018942, 0.02920714285714285, 0.03302144586648222, 0.03623175371843677, 0.04135534213685522, 0.046411202778984, 0.051919567827131044, 0.05897911722828669, 0.06688030888030899, 0.07906372344856305, 0.08708081632653063, 0.09808163265306136, 0.1086075353218217, 0.12322179437812868, 0.13206462585034076, 0.14605612244897986, 0.15877306122448995, 0.17145551020408184, 0.18272691933916427, 0.20117643186306797, 0.21648816326530634, 0.23499117484831775, 0.2568928571428575, 0.281186588921283, 0.32068653061224517, 0.3518503401360546, 0.4005346938775513, 0.4444222919937209, 0.4898265306122458, 0.543136054421769, 0.5911725417439704, 0.6332278911564628, 0.668728249194415, 0.725665306122449, 0.7727658431793777, 0.8077317784256562, 0.8615371428571428, 0.9081051805337527, 0.967217687074831, 1.0083469387755108, 1.0802473469387759, 1.1571974983541806, 1.2249277864992167, 1.311]",7.2,25,-7.2,1.577,1.582
3,"[0.015, 0.017326530612244984, 0.019755447941888615, 0.022323037323037354, 0.024612698412698482, 0.028541247484909483, 0.03170329670329678, 0.035450000000000065, 0.03768571428571432, 0.04325793650793655, 0.04725181598062962, 0.05287755102040793, 0.05800911854103355, 0.06537788018433176, 0.07340000000000013, 0.08352380952380996, 0.09092705167173255, 0.10555462184873961, 0.1155238095238107, 0.1262073732718894, 0.14115476190476187, 0.15052000000000004, 0.16557142857142837, 0.17739382239382248, 0.19031632653061242, 0.20424223602484465, 0.22095238095238087, 0.236861751152074, 0.2599999999999993, 0.2856904761904762, 0.31822285714285725, 0.3537857142857141, 0.396020408163266, 0.44428571428571495, 0.47899350649350647, 0.539888888888889, 0.5870119047619051, 0.6282781954887217, 0.6626405529953914, 0.7191505791505793, 0.7661190476190479, 0.8094395604395602, 0.8538000000000001, 0.8950971428571429, 0.9475828571428566, 0.9877012987012989, 1.0432417582417581, 1.1113345864661652, 1.169794285714286, 1.263]",7.2,25,-7.2,1.554,1.543
4,"[0.012, 0.013714847406852592, 0.016174069627851038, 0.018760807548825958, 0.020996701710987407, 0.024758703481392506, 0.027246622592698985, 0.03129192546583836, 0.035266875981161676, 0.03865023547880691, 0.04418280503690839, 0.04902204081632655, 0.05427082184225041, 0.061517551020408304, 0.06975576036866359, 0.07911483915600143, 0.08646734693877559, 0.09861117078410331, 0.1102906122448979, 0.1205112244897959, 0.1336131941148552, 0.14293877551020395, 0.15684816326530604, 0.1695826201448321, 0.18203644314868797, 0.19458703481392545, 0.2146564625850344, 0.22885306122449026, 0.25060829493087566, 0.27916512059369225, 0.3109551020408166, 0.3407188208616786, 0.39747448979591854, 0.430560687432868, 0.4684192949907237, 0.5234812030075189, 0.5707224489795925, 0.6120480579328507, 0.6481490180978055, 0.699902705268154, 0.7507891156462605, 0.7882908163265314, 0.8323828571428573, 0.8800816326530625, 0.9271574344023326, 0.9678506981740066, 1.0326244897959198, 1.0802310730743911, 1.1412312925170085, 1.215]",7.2,25,-7.2,1.516,1.502
5,"[0.007, 0.009052420968387266, 0.011349441663457742, 0.01434654631083201, 0.016508618981573197, 0.01909019679300282, 0.02206610470275063, 0.026063342318059304, 0.029008913910391735, 0.03234256559766752, 0.03657522543901277, 0.04066781789638937, 0.046593037214886036, 0.051926770708283235, 0.05947959183673461, 0.06842040816326554, 0.07812783981517134, 0.08720288115246091, 0.09804015799868325, 0.11026530612244936, 0.11942346938775505, 0.13119047619047589, 0.14320116618075784, 0.15628350799779378, 0.1678469387755103, 0.18220262390670564, 0.1962517006802719, 0.214608922638823, 0.23383673469387786, 0.2583624489795918, 0.2825204081632653, 0.32331468071099423, 0.359258503401361, 0.41731142857142894, 0.44775124103695535, 0.49409634551495035, 0.5368741496598642, 0.5766394557823155, 0.6278279883381924, 0.6799049066435088, 0.726787755102041, 0.7715102040816328, 0.8102539682539693, 0.8559707666850523, 0.9019531163816882, 0.949384353741496, 0.9919931972789128, 1.0561180758017497, 1.1088963893249613, 1.179]",7.2,25,-7.2,1.486,1.471
6,"[0.005, 0.00667807273285254, 0.008490639230899008, 0.011258091115233926, 0.01365044479330189, 0.016310204081632643, 0.018627293341579063, 0.02205054945054949, 0.02515892314372557, 0.02857072484166075, 0.03299763383614308, 0.036726135615536476, 0.042003644314868846, 0.048255510204081774, 0.05501680672268885, 0.0635151020408162, 0.07124412783981506, 0.08178347436535588, 0.09177224489795925, 0.10325959183673479, 0.11405180533751895, 0.12502764976958516, 0.1373254274682846, 0.14760111317254157, 0.15917319360176502, 0.17250248207391042, 0.18902501645819586, 0.20399918367346936, 0.2222478134110786, 0.24573306122448962, 0.2743396501457726, 0.3095052399338111, 0.345989795918367, 0.391320964749536, 0.4286822945394374, 0.48496992481203, 0.5335086342229193, 0.5744452690166969, 0.610936224489796, 0.6603200859291084, 0.6989497645211927, 0.7530331632653061, 0.7924761904761908, 0.83280805295091, 0.880243265306122, 0.9240071704357417, 0.968244897959183, 1.0256720116618074, 1.0884474097331232, 1.153]",7.2,25,-7.2,1.451,1.437
7,"[0.036, 0.0421448979591836, 0.049, 0.063, 0.0748517722878625, 0.089, 0.103, 0.11437755102040816, 0.1308146938775511, 0.14321482277121375, 0.1547306122448979, 0.1693350019252985, 0.18415002757859905, 0.197, 0.212, 0.223, 0.239, 0.262, 0.28625156184922945, 0.3130102040816326, 0.3415220193340497, 0.378, 0.4294204081632653, 0.49560884353741524, 0.5518040816326532, 0.6183589981447125, 0.687, 0.783472697186983, 0.8544065934065935, 0.9321734693877554, 1.021, 1.0778151927437642, 1.1215667903525046, 1.1996455424274974, 1.246, 1.3028035714285717, 1.348, 1.386, 1.422365889212828, 1.455, 1.4940464852607716, 1.525, 1.5549172932330828, 1.593, 1.6263273155416014, 1.6534640171858217, 1.6792009419152276, 1.714, 1.7419204081632662, 1.768]",2.4,25,-7.2,1.886,1.862
8,"[0.029, 0.034, 0.041631452581032465, 0.05143828960155487, 0.067, 0.0793707482993199, 0.09388218923933224, 0.10844642857142861, 0.11795064072140485, 0.133, 0.14715524781341116, 0.159, 0.17313971742543188, 0.18725850340136102, 0.203, 0.217, 0.22890423861852424, 0.25165306122448994, 0.2728979591836736, 0.3056891679748822, 0.33498299319727887, 0.36573714285714287, 0.422, 0.4847094266277938, 0.5434387755102039, 0.619, 0.6785240816326532, 0.768, 0.8440439560439561, 0.9148922448979592, 0.9902126745435017, 1.0599398786541643, 1.1314510204081631, 1.189, 1.2359081632653064, 1.286482142857143, 1.33, 1.364, 1.3984098639455784, 1.4380787172011662, 1.4802387755102049, 1.5131768707482993, 1.544, 1.5829319727891162, 1.6119438775510202, 1.6386793943383806, 1.6694659863945582, 1.6926145124716552, 1.7234819466248041, 1.755]",2.4,25,-7.2,1.869,1.866
