Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.103, 0.119, 0.142, 0.164, 0.181, 0.201, 0.219, 0.2326309523809527, 0.247, 0.26, 0.27864030612244906, 0.2955745682888539, 0.3118277551020408, 0.339, 0.3537257142857142, 0.39, 0.41875918367346937, 0.458, 0.502, 0.5604819466248039, 0.666, 0.797, 0.893, 0.9906065306122449, 1.082, 1.162, 1.23, 1.2841585557299842, 1.335, 1.38365843179377, 1.425, 1.472719954648526, 1.511, 1.551, 1.587, 1.6300659340659338, 1.657, 1.7014522448979588, 1.728, 1.762383673469388, 1.791, 1.8208503401360545, 1.8489017857142853, 1.883, 1.909, 1.937, 1.968236339697169, 1.995, 2.02, 2.048]",1.2,25,-2.4,2.347,2.338
3,"[0.107, 0.122, 0.145, 0.16595748299319737, 0.185, 0.202, 0.219, 0.233, 0.247, 0.263, 0.282, 0.2965227629513343, 0.31279836734693883, 0.331, 0.36, 0.3868229453943741, 0.42, 0.458, 0.502, 0.565, 0.6682066326530612, 0.805, 0.882, 0.99, 1.079, 1.177231292517007, 1.232, 1.278, 1.338, 1.3705649838882923, 1.425, 1.469, 1.514, 1.548, 1.592, 1.6277857142857144, 1.6642129067843354, 1.701410946196661, 1.735767006802721, 1.764, 1.795, 1.83, 1.855, 1.881, 1.918093637454982, 1.939, 1.973, 1.991, 2.023, 2.051]",1.2,25,-2.4,2.349,2.34
4,"[0.107, 0.125, 0.148, 0.16676366030283085, 0.188, 0.1989424489795918, 0.222, 0.235, 0.252, 0.265, 0.284, 0.299, 0.3148277551020408, 0.342, 0.3556390977443608, 0.394, 0.4225839874411302, 0.4634013605442176, 0.51, 0.566, 0.685, 0.817, 0.9038231292517007, 0.9981802721088435, 1.085, 1.168, 1.226, 1.293, 1.346, 1.383, 1.434029387755102, 1.483, 1.52, 1.549, 1.595312925170068, 1.6320659340659338, 1.66, 1.7055139146567715, 1.735, 1.767, 1.797, 1.828700680272109, 1.855, 1.884, 1.917, 1.944, 1.9709203109815354, 2.003, 2.024, 2.053]",1.2,25,-2.4,2.35,2.341
5,"[0.108, 0.126, 0.14880045351473944, 0.169, 0.18656337271750806, 0.19973155416012559, 0.223, 0.236, 0.2523126530612246, 0.2673167346938776, 0.284, 0.3, 0.321, 0.335, 0.35688571428571425, 0.395, 0.424, 0.467, 0.508, 0.57, 0.687, 0.797, 0.8883741496598638, 1.0003982883475973, 1.085, 1.172, 1.22, 1.290792517006803, 1.3468095238095241, 1.395, 1.4308367346938777, 1.476, 1.5205402792696028, 1.554, 1.5963849721706866, 1.633, 1.659, 1.712, 1.737, 1.7676791836734693, 1.7983908948194665, 1.831, 1.8564930875576038, 1.889, 1.916, 1.944, 1.971, 1.9990997732426308, 2.0249659863945593, 2.055]",1.2,25,-2.4,2.348,2.34
6,"[0.11, 0.128, 0.152, 0.17, 0.189, 0.204, 0.221, 0.23726190476190534, 0.251, 0.265, 0.283, 0.301, 0.316, 0.344, 0.367, 0.393, 0.427, 0.469, 0.5149262166405023, 0.579, 0.685, 0.8051547619047619, 0.898, 1.007, 1.0886155102040818, 1.1691444897959185, 1.24, 1.28, 1.348, 1.3919623233908944, 1.438, 1.481350248207391, 1.522, 1.553, 1.598, 1.634, 1.6703270408163264, 1.713, 1.7399804421768705, 1.771, 1.8, 1.833, 1.865, 1.8928261224489795, 1.925, 1.943, 1.967, 2.006, 2.026, 2.055]",1.2,25,-2.4,2.347,2.34
7,"[0.11, 0.13, 0.15024716553287984, 0.171, 0.19, 0.20604081632653046, 0.222, 0.237420634920635, 0.2514629430719658, 0.265, 0.284640306122449, 0.301, 0.318, 0.34, 0.3640051020408163, 0.394, 0.425, 0.4681926530612245, 0.52, 0.5797306122448981, 0.6971395918367347, 0.804, 0.919, 1.0053401360544216, 1.0948098818474759, 1.1886020408163267, 1.2326982901268615, 1.286, 1.353, 1.384, 1.4430293877551021, 1.480719954648526, 1.524, 1.5539013605442173, 1.600505306122449, 1.643, 1.668, 1.716, 1.741, 1.7747295918367345, 1.8037676609105178, 1.833, 1.86, 1.8938261224489794, 1.918, 1.947, 1.974, 2.002081632653061, 2.031, 2.055]",1.2,25,-2.4,2.348,2.339
8,"[0.111, 0.13, 0.1508806907378337, 0.172, 0.191, 0.205, 0.22472448979591883, 0.23866359447004612, 0.253, 0.269, 0.287, 0.3014758812615955, 0.32228231292516984, 0.3406860282574567, 0.3594725274725274, 0.393, 0.427, 0.4721135204081631, 0.521, 0.5804819466248038, 0.689, 0.8301547619047618, 0.9089115646258504, 1.0017980665950592, 1.09, 1.171, 1.247, 1.299158555729984, 1.3521203007518796, 1.4, 1.442, 1.485, 1.524, 1.556, 1.601, 1.637, 1.67, 1.712, 1.7433116381687812, 1.772, 1.803, 1.8355668934240363, 1.869, 1.893771213748657, 1.9207397959183667, 1.946, 1.976, 1.997, 2.031, 2.057]",1.2,25,-2.4,2.35,2.341
9,"[0.112, 0.13, 0.15209659863945574, 0.17431549917264202, 0.194, 0.203, 0.227, 0.238420634920635, 0.255, 0.267, 0.28636054421768714, 0.302, 0.318, 0.341, 0.358, 0.39325469387755096, 0.426, 0.473, 0.516, 0.582, 0.711, 0.7972063492063493, 0.9198231292517007, 1.0016065306122448, 1.09249637919684, 1.183301020408163, 1.231, 1.282, 1.35, 1.397568645640074, 1.442, 1.487079931972789, 1.525, 1.557978862973761, 1.601, 1.645, 1.6782191659272403, 1.711, 1.746250900360144, 1.7767295918367345, 1.8047676609105177, 1.8328503401360545, 1.86, 1.894, 1.926, 1.948, 1.971, 2.009, 2.03, 2.057]",1.2,25,-2.4,2.347,2.337
10,"[0.112, 0.13, 0.15458968850698168, 0.17245224489795927, 0.192, 0.20641836734693864, 0.22319011815252418, 0.239, 0.253, 0.26888968560397136, 0.284, 0.301, 0.319, 0.3395635792778649, 0.364, 0.3942517006802721, 0.42556326530612254, 0.468, 0.5088335123523094, 0.579, 0.688, 0.805047619047619, 0.918, 0.9877823129251715, 1.091, 1.176, 1.23821306122449, 1.2978962585034017, 1.3501547619047622, 1.396, 1.4403624489795919, 1.481, 1.524, 1.567, 1.602, 1.638, 1.664, 1.7092710204081634, 1.7391462585034019, 1.774, 1.804, 1.834, 1.8680415584415586, 1.892260596546311, 1.921, 1.9445925655976677, 1.9711302982731558, 2.004, 2.02699149659864, 2.057]",1.2,25,-2.4,2.347,2.337
11,"[0.111, 0.129, 0.15160257787325446, 0.173, 0.19, 0.206, 0.22360397131825713, 0.23836054421768718, 0.253, 0.2676689342403631, 0.283, 0.302, 0.318, 0.341, 0.3598628571428571, 0.3917294731846227, 0.4283036734693877, 0.4664013605442176, 0.51, 0.5764819466248038, 0.6908605442176871, 0.829, 0.8929292517006803, 1.002, 1.091, 1.183, 1.2305167346938775, 1.281, 1.349, 1.3939623233908944, 1.440374549819928, 1.486, 1.523818367346939, 1.556, 1.601, 1.644, 1.666, 1.713, 1.7419804421768705, 1.77, 1.8013991836734693, 1.833, 1.858, 1.8898261224489794, 1.922, 1.945, 1.973, 2.001, 2.026, 2.054]",1.2,25,-2.4,2.344,2.336
