Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.099, 0.1136020408163266, 0.134, 0.1535673469387753, 0.171, 0.186, 0.20172448979591884, 0.215, 0.232, 0.246, 0.263, 0.28, 0.29580253723110866, 0.31607993197278916, 0.342, 0.37713469387755105, 0.402, 0.441, 0.487, 0.5430379008746357, 0.653, 0.737, 0.84, 0.9359302721088435, 1.0369529042386183, 1.141, 1.181, 1.255, 1.304, 1.3577315541601254, 1.409, 1.4535532879818591, 1.491, 1.5253363265306121, 1.558, 1.5962142857142851, 1.629, 1.673, 1.699, 1.736, 1.7677591836734692, 1.794, 1.8263095238095237, 1.8535653061224489, 1.887, 1.9085085034013605, 1.937, 1.961, 1.984711020408163, 2.019]",1.2,25,-2.4,2.311,2.324
3,"[0.101, 0.116, 0.13374113856068726, 0.152, 0.174, 0.189, 0.20203498542274043, 0.217, 0.23242988808426593, 0.24536394557823107, 0.264, 0.279, 0.298, 0.319, 0.349, 0.37714448979591836, 0.406, 0.44253387755102036, 0.49409637188208616, 0.5369812925170065, 0.627, 0.7595142857142857, 0.8577165532879818, 0.9428282312925168, 1.042577873254565, 1.14, 1.205, 1.2636780045351474, 1.311, 1.3632873469387754, 1.411, 1.452, 1.488, 1.528, 1.5622244897959185, 1.604, 1.631, 1.676, 1.703, 1.739, 1.77, 1.797, 1.8237490347490348, 1.853, 1.888, 1.912, 1.939, 1.962, 1.989, 2.018]",1.2,25,-2.4,2.316,2.33
4,"[0.102, 0.118, 0.13473032069970842, 0.157, 0.175, 0.19, 0.2043343799058086, 0.218, 0.232, 0.248, 0.26527040816326547, 0.281, 0.297, 0.325, 0.345, 0.37813469387755105, 0.406, 0.4416579203109814, 0.486, 0.5453297529538131, 0.662, 0.7617218045112784, 0.8631211734693879, 0.948721088435374, 1.058, 1.148, 1.2101747860434495, 1.253921768707483, 1.3109806949806948, 1.372, 1.4085123523093448, 1.457, 1.495, 1.532, 1.569, 1.6027582417582416, 1.644, 1.672812244897959, 1.701, 1.737230204081633, 1.773, 1.796845292955892, 1.831, 1.858, 1.889, 1.9155085034013604, 1.943, 1.9637554730983302, 1.9898757503001199, 2.021]",1.2,25,-2.4,2.317,2.329
5,"[0.102, 0.115, 0.1363464410154306, 0.15921224489795913, 0.175, 0.19, 0.205, 0.219, 0.234, 0.249, 0.26609620991253646, 0.282, 0.298, 0.318, 0.343, 0.383, 0.408, 0.446, 0.496, 0.5438282312925169, 0.6603352769679299, 0.7693956043956043, 0.865, 0.944, 1.054, 1.149, 1.19, 1.268, 1.316, 1.3612383673469388, 1.4, 1.458, 1.496, 1.5289473337722186, 1.565186224489796, 1.603, 1.6373134693877551, 1.677, 1.706, 1.737, 1.771, 1.797, 1.826737451737452, 1.86, 1.881, 1.9120493197278912, 1.939, 1.9639569970845483, 1.98999574829932, 2.019]",1.2,25,-2.4,2.317,2.331
6,"[0.102, 0.1186020408163266, 0.136, 0.152, 0.177, 0.19, 0.205, 0.21850793650793676, 0.233, 0.2484059569773856, 0.267, 0.283, 0.301126861555433, 0.326, 0.351, 0.381, 0.411, 0.448, 0.5, 0.557, 0.6720408163265309, 0.7770166112956811, 0.8657743764172335, 0.955, 1.054, 1.1540470957613813, 1.2, 1.265, 1.31, 1.366, 1.418, 1.463, 1.494, 1.5327006802721088, 1.567, 1.603, 1.644, 1.678, 1.7039062327633756, 1.741, 1.774, 1.7982006802721096, 1.832, 1.863, 1.890653061224489, 1.915, 1.944, 1.9667986762272478, 1.994, 2.024]",1.2,25,-2.4,2.314,2.329
7,"[0.104, 0.12037379162191193, 0.13764564007421148, 0.155, 0.173560544217687, 0.191, 0.207, 0.22007936507936524, 0.234, 0.249, 0.267, 0.284, 0.301, 0.319, 0.34869548872180445, 0.38804937458854516, 0.41189481946624795, 0.447, 0.492, 0.545, 0.674, 0.78, 0.874, 0.9606955782312927, 1.0648579591836735, 1.143, 1.195, 1.27, 1.317, 1.368270871985158, 1.4152424489795918, 1.4632568027210886, 1.498, 1.534, 1.573, 1.611, 1.641, 1.683, 1.709, 1.7412653061224492, 1.772, 1.800590986394558, 1.8305931677018634, 1.86, 1.895, 1.917, 1.9409477551020409, 1.967, 1.989540816326531, 2.02]",1.2,25,-2.4,2.317,2.329
8,"[0.102, 0.118, 0.13773032069970842, 0.16, 0.177, 0.18917371826779486, 0.205, 0.219, 0.23530504833512358, 0.249, 0.266, 0.281, 0.298, 0.325, 0.3444092664092664, 0.37052040816326526, 0.4105436734693877, 0.4485526530612244, 0.491, 0.5620204081632654, 0.674, 0.7791190476190479, 0.873, 0.963, 1.077, 1.155, 1.199, 1.267, 1.313, 1.372, 1.4106224489795918, 1.4585532879818592, 1.497, 1.533, 1.567359693877551, 1.6088742857142857, 1.6444016326530613, 1.6792050534499512, 1.709, 1.741, 1.776441385856668, 1.809, 1.833, 1.86, 1.893, 1.917, 1.942, 1.967, 1.992, 2.022]",1.2,25,-2.4,2.315,2.329
9,"[0.102, 0.12037379162191193, 0.13764564007421148, 0.161, 0.176, 0.189, 0.206, 0.21841269841269845, 0.238, 0.24910096670247053, 0.2670841836734694, 0.2853122448979592, 0.30108714837286266, 0.328, 0.35069548872180445, 0.385, 0.412, 0.447, 0.492, 0.551, 0.654, 0.784, 0.876, 0.9603911564625854, 1.0768579591836736, 1.15, 1.191, 1.267, 1.315, 1.384, 1.415, 1.461, 1.498, 1.532, 1.568, 1.604, 1.638, 1.678, 1.707, 1.746, 1.774, 1.803, 1.8295931677018633, 1.861, 1.883, 1.915, 1.9389673469387756, 1.9703104189044038, 1.991, 2.023]",1.2,25,-2.4,2.312,2.326
10,"[0.103, 0.121, 0.138, 0.1562306122448981, 0.178, 0.18979065174456886, 0.20660204081632658, 0.22, 0.23271632653061225, 0.249, 0.26629098090849246, 0.283, 0.301, 0.32453306122448977, 0.355, 0.386, 0.4059640171858217, 0.4489557823129252, 0.496, 0.5513129251700679, 0.666, 0.788, 0.8804016034985422, 0.963, 1.06, 1.152, 1.207, 1.2668616780045354, 1.315, 1.381, 1.4170032223415683, 1.4595136054421771, 1.498, 1.5339092970521544, 1.570744897959184, 1.6106190476190478, 1.636, 1.68, 1.7092423469387759, 1.7380816326530617, 1.7725632653061225, 1.798, 1.8274131274131273, 1.857, 1.8910408163265304, 1.914, 1.942, 1.96590737833595, 1.99, 2.018]",1.2,25,-2.4,2.311,2.326
11,"[0.102, 0.119, 0.1373503401360545, 0.15688435374149645, 0.177, 0.19, 0.206, 0.219, 0.2371816326530614, 0.251, 0.2662244897959184, 0.285, 0.301, 0.3220096038415367, 0.349, 0.389, 0.413, 0.453, 0.5052363945578231, 0.556, 0.6816734693877554, 0.763, 0.876, 0.985, 1.058, 1.144, 1.201, 1.2616462585034018, 1.313834285714286, 1.3802383673469387, 1.417, 1.46, 1.4965666266506605, 1.531, 1.569, 1.607809523809524, 1.638, 1.68, 1.7126462585034017, 1.7460816326530617, 1.7765632653061225, 1.801, 1.8294872448979593, 1.859029827315542, 1.89, 1.9145436734693877, 1.9418911564625851, 1.967, 1.988, 2.018]",1.2,25,-2.4,2.311,2.325
