0,1,2,3,4
0.24562596,0.0,0.24331172,0.27243292,0.23862939
0.0,0.23633489,0.27019304,0.25890782,0.23456424
0.0,0.23691739,0.2715176,0.2578808,0.23368415
0.0,0.23623861,0.2740589,0.25703958,0.23266293
0.0,0.23710752,0.27434504,0.25658458,0.23196283
0.24267666,0.0,0.24827437,0.26960877,0.23944023
0.0,0.2382946,0.27143866,0.25728178,0.23298495
0.0,0.23771292,0.2743147,0.25608316,0.23188919
0.0,0.23902492,0.27406257,0.25569645,0.23121601
0.0,0.23861285,0.27538943,0.25608143,0.2299163
0.23929015,0.24018607,0.25260347,0.2679203,0.0
0.0,0.2376406,0.27205047,0.25611728,0.23419163
0.0,0.23913889,0.27410358,0.25540125,0.23135623
0.0,0.23904777,0.27278143,0.25660092,0.23156986
0.0,0.2384996,0.27534783,0.25563443,0.23051816
0.24718282,0.23812428,0.0,0.27390838,0.2407845
0.0,0.23873346,0.27082095,0.25482237,0.23562329
0.0,0.23935972,0.27027944,0.2569145,0.23344636
0.0,0.24020757,0.27340418,0.25452545,0.23186274
0.0,0.24096866,0.2733768,0.253964,0.23169053
0.0,0.24053656,0.2538791,0.2651422,0.24044216
0.0,0.24003065,0.27153948,0.25481617,0.2336137
0.0,0.24038534,0.2704912,0.2565627,0.23256071
0.0,0.24073572,0.27370098,0.25359264,0.23197067
0.0,0.24195568,0.2704697,0.25622463,0.23135
0.23987634,0.24144678,0.25243476,0.2662421,0.0
0.0,0.24086688,0.269767,0.2557711,0.23359503
0.0,0.24223769,0.27088282,0.25563577,0.2312437
0.0,0.24173896,0.2744411,0.25231442,0.23150554
0.0,0.24259366,0.27496123,0.2531417,0.22930337
0.0,0.2424918,0.25136387,0.2667858,0.23935853
0.0,0.24242346,0.26713523,0.25696218,0.23347913
0.0,0.24241017,0.27015552,0.25586194,0.23157237
0.0,0.24346001,0.27080575,0.25561368,0.23012052
0.0,0.24327636,0.27282488,0.25252354,0.23137523
0.0,0.24269833,0.25386566,0.26358628,0.23984975
0.0,0.24330905,0.26984352,0.2535333,0.23331413
0.0,0.24356003,0.27135983,0.253559,0.23152114
0.0,0.24276184,0.27173898,0.25412977,0.2313694
0.0,0.24345568,0.27276197,0.2533508,0.23043153
0.0,0.24364866,0.25132293,0.26538286,0.23964557
0.0,0.2432833,0.2695311,0.25429684,0.23288874
0.0,0.24396187,0.2705553,0.25402033,0.23146248
0.0,0.2435453,0.27041742,0.25543028,0.23060702
0.0,0.24337712,0.27127662,0.25440133,0.23094498
0.24032156,0.24449687,0.24821894,0.26696265,0.0
0.0,0.24301949,0.26778093,0.25533763,0.23386192
0.0,0.24398406,0.2684065,0.25567064,0.23193881
0.0,0.24353099,0.27223715,0.2524341,0.23179772
0.0,0.24524082,0.26821142,0.25592592,0.23062181
0.24152644,0.2452863,0.24723299,0.26595426,0.0
0.0,0.2442654,0.26550794,0.25649822,0.23372841
0.0,0.24507864,0.26672897,0.25612667,0.23206574
0.0,0.24495922,0.26877913,0.25455698,0.23170468
0.2324901,0.2445891,0.26596335,0.2569574,0.0
0.24350502,0.24374549,0.24581604,0.26693347,0.0
0.0,0.24512038,0.26717365,0.25334466,0.23436137
