Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.086, 0.09312837393021736, 0.1, 0.112, 0.126, 0.146, 0.163, 0.173, 0.187, 0.203, 0.219, 0.23153447324875898, 0.2466462585034014, 0.259, 0.279, 0.299, 0.325, 0.345, 0.39101709873138457, 0.417, 0.46148542274052495, 0.506, 0.6017020408163267, 0.7339062327633757, 0.8612091836734693, 0.963540816326531, 1.061, 1.167, 1.234, 1.291791280148423, 1.3426209912536444, 1.393197278911565, 1.447, 1.493, 1.535, 1.563, 1.6017108843537424, 1.635, 1.677, 1.7132646477946016, 1.744, 1.785, 1.822, 1.8473224489795919, 1.8813418367346941, 1.9100901360544218, 1.9345624489795918, 1.957366849178696, 1.983, 2.013]",1.2,25,-2.4,2.341,2.312
3,"[0.087, 0.09453490870032223, 0.10230940233236148, 0.114, 0.129, 0.146, 0.163, 0.17739682539682528, 0.19270663265306098, 0.205, 0.22, 0.23529199372056492, 0.247, 0.261, 0.281, 0.3005351473922901, 0.322, 0.349, 0.386, 0.417, 0.463, 0.509, 0.601, 0.769, 0.876, 0.965, 1.064, 1.1513372717508055, 1.237, 1.295, 1.34, 1.396, 1.449, 1.4960298273155412, 1.527, 1.5679183673469386, 1.6103884839650147, 1.6389616326530614, 1.688, 1.717, 1.75, 1.787, 1.821, 1.852, 1.8827576530612242, 1.9049052478134112, 1.938, 1.9605036908380373, 1.986, 2.019]",1.2,25,-2.4,2.343,2.314
4,"[0.087, 0.09279846938775524, 0.1, 0.114, 0.129, 0.14599265306122458, 0.16, 0.177, 0.192, 0.20580385487528358, 0.21833243823845333, 0.23602094522019332, 0.247, 0.262, 0.28, 0.299, 0.324, 0.351, 0.39, 0.419, 0.45925170068027205, 0.513, 0.619, 0.7783129251700681, 0.878, 0.964, 1.061, 1.1505640074211503, 1.235, 1.293, 1.342, 1.4074608843537417, 1.4506433941997854, 1.496, 1.532, 1.569, 1.6058351020408166, 1.64, 1.684, 1.718, 1.75, 1.788, 1.815, 1.856, 1.884, 1.907, 1.936, 1.9565949764521193, 1.986, 2.018]",1.2,25,-2.4,2.34,2.312
5,"[0.088, 0.095, 0.10292816326530604, 0.115, 0.13, 0.145, 0.166, 0.181, 0.192, 0.206, 0.225, 0.235, 0.25, 0.265, 0.282, 0.302, 0.321, 0.353, 0.3845901820187535, 0.421, 0.462, 0.514, 0.6083747680890539, 0.7684455782312926, 0.881, 0.968530612244898, 1.061, 1.15, 1.2352063492063492, 1.295, 1.3473880842659645, 1.398006530612245, 1.456, 1.495, 1.536744897959184, 1.57, 1.614, 1.6431027966742253, 1.6817865646258505, 1.718, 1.7533574720210665, 1.795, 1.819, 1.8574963791968402, 1.885, 1.908, 1.939, 1.962, 1.987, 2.018]",1.2,25,-2.4,2.342,2.314
6,"[0.088, 0.09538023630504834, 0.104, 0.116, 0.131, 0.149, 0.167, 0.178, 0.195, 0.207, 0.222, 0.23753877551020403, 0.2494274376417233, 0.2639715359828142, 0.283, 0.30279883381924194, 0.327, 0.34943265306122445, 0.382, 0.422, 0.4568802129547471, 0.515, 0.62, 0.7745736961451247, 0.88349136577708, 0.97, 1.063, 1.164, 1.236, 1.297, 1.342, 1.394, 1.456, 1.5006337868480726, 1.534, 1.564, 1.614, 1.642, 1.688, 1.719, 1.747, 1.788, 1.8185521235521234, 1.859, 1.8874897959183665, 1.914, 1.94, 1.962, 1.991, 2.021]",1.2,25,-2.4,2.341,2.312
7,"[0.088, 0.096, 0.10420824656393164, 0.11643716433941988, 0.1307006802721086, 0.147, 0.16721329822251474, 0.176, 0.194, 0.20740986394557803, 0.22017930029154512, 0.23640871483728615, 0.251, 0.264, 0.2817067669172933, 0.302, 0.325, 0.35046938775510217, 0.3878734693877552, 0.4223975510204082, 0.459, 0.516, 0.626, 0.782, 0.878, 0.97, 1.065, 1.167, 1.235, 1.2948383673469388, 1.344, 1.406018140589569, 1.455, 1.4947537853851218, 1.5355167638483964, 1.5667987012987012, 1.6133469387755104, 1.643, 1.683, 1.723, 1.754, 1.788, 1.831, 1.8446155102040818, 1.8852908163265307, 1.911543673469388, 1.939, 1.9640997732426306, 1.985915227629514, 2.018]",1.2,25,-2.4,2.339,2.309
8,"[0.088, 0.095, 0.1028330903790086, 0.117, 0.132, 0.149, 0.168, 0.18119305019305013, 0.194, 0.207, 0.223, 0.235, 0.25, 0.263, 0.28175187969924803, 0.30016326530612225, 0.324, 0.3506783029001073, 0.39, 0.419, 0.4615510204081632, 0.51, 0.599, 0.787, 0.88, 0.97, 1.063582766439909, 1.1561686358754026, 1.2311879699248118, 1.2905976676384838, 1.3424156820622983, 1.3891717687074827, 1.451, 1.496, 1.533, 1.566, 1.604, 1.638, 1.6750072886297374, 1.7137806122448973, 1.751, 1.78372940287226, 1.825280612244898, 1.84531686358754, 1.88, 1.909, 1.9335325872284397, 1.958, 1.98, 2.013]",1.2,25,-2.4,2.332,2.309
9,"[0.088, 0.095, 0.104, 0.1166530612244898, 0.132, 0.149, 0.16536734693877533, 0.17673015873015863, 0.19470663265306098, 0.207, 0.21966487647690666, 0.23524271137026234, 0.249, 0.2634274973147153, 0.2801758241758242, 0.301, 0.323, 0.3580596546310828, 0.38, 0.421, 0.455751020408163, 0.513, 0.618, 0.7771258503401358, 0.881, 0.971, 1.0562494331065755, 1.161, 1.227, 1.288880773361976, 1.337, 1.4021084854994628, 1.45, 1.4934424198250729, 1.5349125364431486, 1.5629183673469385, 1.604, 1.637, 1.676, 1.72, 1.7467812244897958, 1.7828205782312925, 1.8124365079365081, 1.852, 1.8795153061224483, 1.8989052478134112, 1.931, 1.957, 1.981, 2.012]",1.2,25,-2.4,2.329,2.306
10,"[0.087, 0.095, 0.10223356009070282, 0.116, 0.1309342403628116, 0.148, 0.166, 0.176, 0.192, 0.20640986394557803, 0.219, 0.235, 0.249, 0.2630544217687071, 0.281, 0.3000546647230321, 0.323, 0.35797052154195014, 0.38, 0.419, 0.45632003710575153, 0.512, 0.613, 0.7438339517625233, 0.883, 0.967, 1.0553044217687075, 1.162, 1.227154761904762, 1.288, 1.336, 1.4013287369001655, 1.4480221088435374, 1.4878345481049564, 1.534, 1.5627232142857144, 1.604, 1.6363910204081633, 1.675, 1.714, 1.748, 1.7819546485260775, 1.8191887755102043, 1.851, 1.8772908163265307, 1.8987847516365037, 1.93, 1.951, 1.9777244897959203, 2.01]",1.2,25,-2.4,2.327,2.306
11,"[0.087, 0.095, 0.104, 0.116, 0.131, 0.147, 0.165, 0.178, 0.194, 0.20662585034013606, 0.21853920515574665, 0.235, 0.248, 0.259, 0.279, 0.3006870748299319, 0.32, 0.3544934402332361, 0.38084163265306115, 0.418, 0.46242433577204467, 0.5130595238095239, 0.604, 0.784, 0.88249136577708, 0.965, 1.057, 1.156, 1.2281904761904758, 1.288620408163265, 1.334, 1.394, 1.449, 1.4859013605442173, 1.527, 1.567, 1.603, 1.636, 1.684, 1.715282422646478, 1.742, 1.78, 1.8152380952380944, 1.8387061224489796, 1.879, 1.906, 1.9305435016111705, 1.955, 1.9777776584317934, 2.01]",1.2,25,-2.4,2.327,2.305
