Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
2,"[0.101, 0.111, 0.12893795918367354, 0.14661439312567137, 0.169, 0.179, 0.20108418367346967, 0.215, 0.23, 0.243, 0.26264030612244904, 0.2769271137026241, 0.294, 0.3183567346938775, 0.34500460829493085, 0.3758477661334804, 0.40875417439703143, 0.4534013605442176, 0.49738841342988793, 0.5527306122448982, 0.6750544217687079, 0.7804126984126984, 0.849, 0.979, 1.064, 1.1423010204081632, 1.21, 1.273, 1.321, 1.3689623233908945, 1.412, 1.462, 1.493, 1.535, 1.568971742543171, 1.611, 1.6329232653061223, 1.676, 1.709, 1.736, 1.767, 1.798, 1.8218171428571428, 1.8516656200941914, 1.885, 1.9091477162293486, 1.9393856068743285, 1.9589092044981258, 1.99, 2.019]",1.2,25,-2.4,2.32,2.312
3,"[0.102, 0.113, 0.128, 0.149, 0.169, 0.182, 0.2, 0.216, 0.23114715359828164, 0.247, 0.264, 0.28, 0.297, 0.323, 0.3560668693009118, 0.38, 0.419, 0.457, 0.503, 0.562, 0.678, 0.767, 0.865, 0.98, 1.072, 1.156, 1.2085167346938774, 1.265, 1.3247936507936506, 1.3609880537580885, 1.425, 1.463, 1.498, 1.541, 1.575, 1.611, 1.64, 1.6852569573283858, 1.711, 1.7407295918367347, 1.7733991836734693, 1.802, 1.829, 1.861, 1.888, 1.915, 1.939, 1.972, 1.998, 2.024]",1.2,25,-2.4,2.324,2.314
4,"[0.103, 0.11385204081632647, 0.13174149659863973, 0.152, 0.16835591836734687, 0.183, 0.20282766439909306, 0.218, 0.234, 0.249, 0.265, 0.283, 0.3, 0.321, 0.3460204081632653, 0.383, 0.416, 0.4601926530612245, 0.505, 0.567, 0.673, 0.7771547619047618, 0.896, 0.984, 1.0762605965463108, 1.155, 1.2155167346938776, 1.2645624489795917, 1.331, 1.375, 1.428, 1.467079931972789, 1.4995065597667638, 1.543, 1.576, 1.619, 1.6459232653061222, 1.687, 1.715461224489796, 1.745, 1.774, 1.806, 1.8372007722007722, 1.863, 1.8932863726135614, 1.92, 1.948, 1.973, 1.9981519871106337, 2.025]",1.2,25,-2.4,2.323,2.314
5,"[0.103, 0.114, 0.132, 0.153, 0.171, 0.185, 0.203, 0.219, 0.233, 0.25, 0.26575072886297374, 0.28200941915227623, 0.3000374149659861, 0.3265635792778649, 0.353, 0.387, 0.417, 0.462, 0.508, 0.5657244897959183, 0.678, 0.806, 0.8881726844583987, 0.9667823129251715, 1.0803394199785181, 1.157, 1.209, 1.2628962585034016, 1.3258095238095242, 1.3718163265306125, 1.419, 1.4631988150098751, 1.5005402792696028, 1.532, 1.5754457572502687, 1.609714285714286, 1.641, 1.685, 1.713, 1.746, 1.774, 1.8055759637188213, 1.837, 1.863854875283447, 1.89, 1.9163673469387754, 1.939, 1.975, 1.997, 2.024]",1.2,25,-2.4,2.321,2.313
6,"[0.103, 0.11484183673469385, 0.13486185243328117, 0.15436471362738646, 0.1738367346938776, 0.18641836734693865, 0.203, 0.21837301587301586, 0.23260125588697028, 0.24688968560397137, 0.267, 0.282, 0.301, 0.328, 0.3523364055299539, 0.3851812244897959, 0.419, 0.464, 0.51, 0.569, 0.679, 0.8170952380952379, 0.899, 0.9759823496966356, 1.0790641399416911, 1.157, 1.2132803437164341, 1.261, 1.3276190476190486, 1.356, 1.419, 1.46, 1.502, 1.539, 1.578, 1.608907335907336, 1.643481859410431, 1.685, 1.717, 1.7488936627282494, 1.777, 1.804, 1.8321904761904766, 1.863, 1.893, 1.918, 1.9421882086167803, 1.978, 1.9976262083780882, 2.025]",1.2,25,-2.4,2.321,2.311
7,"[0.104, 0.116, 0.133, 0.15531549917264204, 0.173, 0.183, 0.20544897959183803, 0.21879870129870146, 0.235, 0.25, 0.26564030612244904, 0.283, 0.30264115646258494, 0.323, 0.35542192691029895, 0.387, 0.421, 0.4584013605442176, 0.5122100340136054, 0.581, 0.6806454081632654, 0.793, 0.8803799058084771, 0.996, 1.076, 1.157, 1.219, 1.281, 1.332, 1.37, 1.421, 1.464, 1.5013833425261995, 1.532871720116618, 1.576, 1.612065934065934, 1.6456802721088435, 1.684, 1.714, 1.7467295918367347, 1.775, 1.805, 1.8318171428571428, 1.8657712137486573, 1.891, 1.916, 1.9387013963480129, 1.9727977736549163, 1.9974442700156982, 2.023]",1.2,25,-2.4,2.321,2.314
8,"[0.107, 0.116, 0.1334481632653061, 0.153, 0.17056337271750807, 0.187, 0.205, 0.219, 0.236, 0.247, 0.266, 0.283, 0.302, 0.333, 0.354, 0.387, 0.424, 0.465, 0.5115655976676385, 0.575, 0.686, 0.7953822393822394, 0.911, 0.9949497645211934, 1.076, 1.167, 1.2107653061224493, 1.267, 1.3179691119691122, 1.361, 1.422, 1.466, 1.501180758017493, 1.543, 1.578, 1.613, 1.65, 1.685, 1.7171140456182474, 1.743, 1.777, 1.8049570354457571, 1.84, 1.86, 1.8911395918367346, 1.918, 1.946, 1.979, 1.998, 2.025]",1.2,25,-2.4,2.319,2.31
9,"[0.103, 0.115, 0.133, 0.152, 0.173, 0.184, 0.203, 0.217, 0.234, 0.246, 0.2671545189504374, 0.283, 0.302, 0.331, 0.3557257142857142, 0.388, 0.42, 0.464, 0.512, 0.576, 0.694, 0.796, 0.887, 0.994, 1.08, 1.1751444897959185, 1.213, 1.262, 1.329, 1.376, 1.428056514913658, 1.468, 1.5, 1.529976326530612, 1.576, 1.614065934065934, 1.644, 1.683, 1.716, 1.7451102040816329, 1.774, 1.8030547309833025, 1.8316190476190475, 1.855, 1.887, 1.914, 1.9388140589569158, 1.971, 1.9945228091236493, 2.02]",1.2,25,-2.4,2.312,2.307
10,"[0.105, 0.11685204081632647, 0.1338806907378337, 0.153, 0.17019319727891147, 0.189, 0.206, 0.219, 0.233, 0.24688081632653075, 0.267, 0.281, 0.301, 0.329, 0.354, 0.386, 0.4207153598281417, 0.4644013605442176, 0.509, 0.5756455424274974, 0.6906454081632653, 0.807, 0.896, 0.992, 1.0820967930029155, 1.158, 1.212, 1.2661585557299841, 1.32, 1.376, 1.42, 1.455, 1.495, 1.564, 1.59, 1.615, 1.6409232653061223, 1.684, 1.711, 1.7408702040816326, 1.7725252416756172, 1.802, 1.835, 1.8598261224489796, 1.889, 1.913, 1.94, 1.9658220408163263, 1.996, 2.023]",1.2,25,-2.4,2.295,2.296
11,"[0.104, 0.11540816326530609, 0.13360257787325447, 0.1542714760322734, 0.17, 0.185, 0.20293112244897973, 0.219, 0.23335183673469403, 0.24700680272108866, 0.263, 0.282, 0.302, 0.32389183673469385, 0.355, 0.387, 0.4205839874411302, 0.468, 0.515, 0.59, 0.707, 0.803, 0.88, 0.9976065306122449, 1.08, 1.178, 1.226033469387755, 1.2770936920222633, 1.331, 1.376, 1.42, 1.468, 1.501, 1.533, 1.576971742543171, 1.616030612244898, 1.6462284397630018, 1.6814353741496575, 1.714, 1.743, 1.774, 1.805, 1.834, 1.862, 1.888, 1.915, 1.94, 1.973, 1.997, 2.021]",1.2,25,-2.4,2.313,2.307
12,"[0.103, 0.116, 0.13170068027210924, 0.154, 0.17056337271750807, 0.185, 0.206, 0.219, 0.234, 0.249, 0.2675637755102041, 0.283, 0.303, 0.33, 0.354, 0.388, 0.421, 0.467, 0.5104280198565914, 0.572, 0.697, 0.828, 0.892, 0.994, 1.082, 1.16, 1.214, 1.264, 1.3279047619047621, 1.3736891679748826, 1.416, 1.463, 1.5060973312401886, 1.537, 1.5793849721706865, 1.613, 1.6454914070891515, 1.688, 1.719, 1.742, 1.775846938775511, 1.807, 1.831, 1.8602605965463113, 1.89, 1.916, 1.946, 1.972, 1.9959659863945596, 2.024]",1.2,25,-2.4,2.314,2.307
